"Standard Ethnicity","Local authority","Boys","Girls"
"White","Redcar and Cleveland","77","85"
"White","Richmond upon Thames","86","91"
"White","Rochdale","77","85"
"White","Rotherham","75","82"
"White","Rutland","79","89"
"White","Salford","73","84"
"White","Sandwell","74","81"
"White","Sefton","75","84"
"White","Sheffield","73","81"
"White","Shropshire","78","86"
"White","Slough","72","83"
"White","Solihull","82","88"
"White","Somerset","75","82"
"White","South Gloucestershire","79","86"
"White","South Tyneside","80","88"
"White","Southampton","77","86"
"White","Southend-on-Sea","78","85"
"White","Southwark","82","88"
"White","St. Helens","76","84"
"White","Staffordshire","80","87"
"White","Stockport","79","86"
"White","Stockton-on-Tees","79","87"
"White","Stoke-on-Trent","74","83"
"White","Suffolk","76","84"
"White","Sunderland","78","87"
"White","Surrey","80","86"
"White","Sutton","79","86"
"White","Swindon","77","85"
"White","Tameside","73","84"
"White","Telford and Wrekin","78","86"
"White","Thurrock","76","87"
"White","Torbay","80","88"
"White","Tower Hamlets","73","84"
"White","Trafford","81","89"
"White","Wakefield","74","82"
"White","Walsall","76","83"
"White","Waltham Forest","79","89"
"White","Wandsworth","88","89"
"White","Warrington","77","85"
"White","Warwickshire","78","87"
"White","West Berkshire","74","82"
"White","West Sussex","76","83"
"White","Westminster","86","88"
"White","Wigan","80","88"
"White","Wiltshire","78","85"
"White","Windsor and Maidenhead","81","88"
"White","Wirral","72","80"
"White","Wokingham","78","85"
"White","Wolverhampton","73","81"
"White","Worcestershire","77","85"
"White","York","82","86"
