"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Rutland","Local Authority","E06000017","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","West Midlands","Region","E12000005","Boys","All pupils","0.01","4412","-0.02","0.04"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Birmingham","Local Authority","E08000025","Boys","All pupils","-0.11","2220","-0.15","-0.06"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Coventry","Local Authority","E08000026","Boys","All pupils","0.31","317","0.19","0.43"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Dudley","Local Authority","E08000027","Boys","All pupils","-0.15","150","-0.32","0.02"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Herefordshire, County of","Local Authority","E06000019","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Sandwell","Local Authority","E08000028","Boys","All pupils","0.05","484","-0.04","0.15"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Shropshire","Local Authority","E06000051","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Solihull","Local Authority","E08000029","Boys","All pupils","0.13","146","-0.04","0.3"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Staffordshire","Local Authority","E10000028","Boys","All pupils","0.13","128","-0.05","0.32"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Stoke-on-Trent","Local Authority","E06000021","Boys","All pupils","0.11","155","-0.06","0.27"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Telford and Wrekin","Local Authority","E06000020","Boys","All pupils","-0.09","72","-0.34","0.15"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Walsall","Local Authority","E08000030","Boys","All pupils","0.04","313","-0.07","0.16"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Warwickshire","Local Authority","E10000031","Boys","All pupils","0.36","109","0.16","0.56"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Wolverhampton","Local Authority","E08000031","Boys","All pupils","0.28","241","0.15","0.41"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Worcestershire","Local Authority","E10000034","Boys","All pupils","0.19","64","-0.07","0.45"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","East","Region","E12000006","Boys","All pupils","0.29","1613","0.24","0.34"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bedford","Local Authority","E06000055","Boys","All pupils","0.34","133","0.16","0.52"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Cambridgeshire","Local Authority","E10000003","Boys","All pupils","0.48","94","0.27","0.69"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Central Bedfordshire","Local Authority","E06000056","Boys","All pupils","0.28","24","-0.15","0.7"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Essex","Local Authority","E10000012","Boys","All pupils","0.44","150","0.27","0.61"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Hertfordshire","Local Authority","E10000015","Boys","All pupils","0.27","392","0.17","0.37"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Luton","Local Authority","E06000032","Boys","All pupils","0.21","460","0.11","0.3"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Norfolk","Local Authority","E10000020","Boys","All pupils","0.38","36","0.03","0.73"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Peterborough","Local Authority","E06000031","Boys","All pupils","0.12","182","-0.03","0.28"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Southend-on-Sea","Local Authority","E06000033","Boys","All pupils","0.44","69","0.19","0.69"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Suffolk","Local Authority","E10000029","Boys","All pupils","0.67","45","0.36","0.98"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Thurrock","Local Authority","E06000034","Boys","All pupils","0.41","28","0.02","0.81"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","London","Region","E12000007","Boys","All pupils","0.33","6913","0.31","0.36"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Inner London","Upper Tier Local Authority","E13000001","Boys","All pupils","0.26","2368","0.22","0.31"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Camden","Local Authority","E09000007","Boys","All pupils","-0.12","127","-0.31","0.06"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","City of London","Local Authority","E09000001","Boys","All pupils","N/A","N/A","N/A","N/A"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Hackney","Local Authority","E09000012","Boys","All pupils","0.37","121","0.18","0.56"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Hammersmith and Fulham","Local Authority","E09000013","Boys","All pupils","0.18","55","-0.1","0.46"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Haringey","Local Authority","E09000014","Boys","All pupils","0.37","57","0.1","0.65"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Islington","Local Authority","E09000019","Boys","All pupils","0.44","84","0.21","0.67"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Kensington and Chelsea","Local Authority","E09000020","Boys","All pupils","0.53","8","-0.2","1.27"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Lambeth","Local Authority","E09000022","Boys","All pupils","0.27","41","-0.05","0.6"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Lewisham","Local Authority","E09000023","Boys","All pupils","0.23","58","-0.04","0.5"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Newham","Local Authority","E09000025","Boys","All pupils","0.28","717","0.2","0.36"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Southwark","Local Authority","E09000028","Boys","All pupils","0.34","47","0.03","0.64"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Tower Hamlets","Local Authority","E09000030","Boys","All pupils","0.21","800","0.14","0.29"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Wandsworth","Local Authority","E09000032","Boys","All pupils","0.52","160","0.36","0.69"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Westminster","Local Authority","E09000033","Boys","All pupils","0.3","93","0.08","0.51"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Outer London","Upper Tier Local Authority","E13000002","Boys","All pupils","0.37","4545","0.34","0.4"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Barking and Dagenham","Local Authority","E09000002","Boys","All pupils","0.39","196","0.24","0.54"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Barnet","Local Authority","E09000003","Boys","All pupils","0.54","260","0.42","0.67"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bexley","Local Authority","E09000004","Boys","All pupils","0.13","93","-0.08","0.35"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Brent","Local Authority","E09000005","Boys","All pupils","0.44","373","0.33","0.54"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bromley","Local Authority","E09000006","Boys","All pupils","0.65","72","0.4","0.89"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Croydon","Local Authority","E09000008","Boys","All pupils","0.45","204","0.31","0.6"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Ealing","Local Authority","E09000009","Boys","All pupils","0.37","339","0.26","0.48"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Enfield","Local Authority","E09000010","Boys","All pupils","0.11","156","-0.06","0.27"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Greenwich","Local Authority","E09000011","Boys","All pupils","0.55","90","0.33","0.77"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Harrow","Local Authority","E09000015","Boys","All pupils","0.28","418","0.18","0.38"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Havering","Local Authority","E09000016","Boys","All pupils","0.26","49","-0.04","0.56"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Hillingdon","Local Authority","E09000017","Boys","All pupils","0.28","366","0.17","0.39"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Hounslow","Local Authority","E09000018","Boys","All pupils","0.53","324","0.41","0.64"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Kingston upon Thames","Local Authority","E09000021","Boys","All pupils","0.54","164","0.38","0.7"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Merton","Local Authority","E09000024","Boys","All pupils","0.48","96","0.27","0.69"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Redbridge","Local Authority","E09000026","Boys","All pupils","0.28","789","0.21","0.35"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Richmond upon Thames","Local Authority","E09000027","Boys","All pupils","0.21","36","-0.14","0.55"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Sutton","Local Authority","E09000029","Boys","All pupils","0.48","220","0.34","0.62"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Waltham Forest","Local Authority","E09000031","Boys","All pupils","0.25","300","0.13","0.37"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","South East","Region","E12000008","Boys","All pupils","0.28","2454","0.24","0.32"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bracknell Forest","Local Authority","E06000036","Boys","All pupils","0.85","21","0.4","1.31"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Brighton and Hove","Local Authority","E06000043","Boys","All pupils","0.25","42","-0.07","0.57"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Buckinghamshire","Local Authority","E10000002","Boys","All pupils","-0.02","421","-0.12","0.08"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","East Sussex","Local Authority","E10000011","Boys","All pupils","0.7","31","0.33","1.07"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Hampshire","Local Authority","E10000014","Boys","All pupils","0.38","158","0.22","0.55"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Isle of Wight","Local Authority","E06000046","Boys","All pupils","-0.48","6","-1.33","0.37"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Kent","Local Authority","E10000016","Boys","All pupils","0.56","249","0.42","0.69"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Medway","Local Authority","E06000035","Boys","All pupils","0.63","83","0.41","0.86"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Milton Keynes","Local Authority","E06000042","Boys","All pupils","0","102","-0.2","0.21"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Oxfordshire","Local Authority","E10000025","Boys","All pupils","0.14","159","-0.03","0.3"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Portsmouth","Local Authority","E06000044","Boys","All pupils","0.17","36","-0.17","0.52"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Reading","Local Authority","E06000038","Boys","All pupils","0.45","74","0.2","0.69"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Slough","Local Authority","E06000039","Boys","All pupils","0.21","360","0.1","0.32"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Southampton","Local Authority","E06000045","Boys","All pupils","0.56","80","0.33","0.8"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Surrey","Local Authority","E10000030","Boys","All pupils","0.42","267","0.3","0.55"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","West Berkshire","Local Authority","E06000037","Boys","All pupils","0.41","28","0.01","0.8"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","West Sussex","Local Authority","E10000032","Boys","All pupils","0.4","152","0.23","0.56"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Windsor and Maidenhead","Local Authority","E06000040","Boys","All pupils","0.12","89","-0.1","0.34"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Wokingham","Local Authority","E06000041","Boys","All pupils","0.22","96","0.01","0.44"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","South West","Region","E12000009","Boys","All pupils","0.37","483","0.28","0.47"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bath and North East Somerset","Local Authority","E06000022","Boys","All pupils","0.19","11","-0.44","0.82"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bournemouth","Local Authority","E06000028","Boys","All pupils","1","21","0.55","1.46"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Bristol, City of","Local Authority","E06000023","Boys","All pupils","0.23","115","0.03","0.42"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Cornwall","Local Authority","E06000052","Boys","All pupils","0.68","10","0.03","1.34"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Devon","Local Authority","E10000008","Boys","All pupils","0.22","14","-0.34","0.77"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Dorset","Local Authority","E10000009","Boys","All pupils","0.24","19","-0.24","0.71"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Gloucestershire","Local Authority","E10000013","Boys","All pupils","0.31","74","0.07","0.55"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Isles of Scilly","Local Authority","E06000053","Boys","All pupils","N/A","0","N/A","N/A"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","North Somerset","Local Authority","E06000024","Boys","All pupils","0.07","14","-0.49","0.62"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Plymouth","Local Authority","E06000026","Boys","All pupils","0.81","11","0.18","1.44"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Poole","Local Authority","E06000029","Boys","All pupils","0.49","17","-0.02","0.99"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Somerset","Local Authority","E10000027","Boys","All pupils","0.51","21","0.05","0.96"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","South Gloucestershire","Local Authority","E06000025","Boys","All pupils","0.19","38","-0.15","0.52"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Swindon","Local Authority","E06000030","Boys","All pupils","0.48","83","0.25","0.71"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Torbay","Local Authority","E06000027","Boys","All pupils","0.67","5","-0.26","1.6"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","Wiltshire","Local Authority","E06000054","Boys","All pupils","0.46","30","0.08","0.84"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","-0.01","12056","-0.03","0.01"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","North East","Region","E12000001","Boys","All pupils","0.12","61","-0.15","0.38"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","County Durham","Local Authority","E06000047","Boys","All pupils","-0.45","3","-1.65","0.75"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Darlington","Local Authority","E06000005","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Gateshead","Local Authority","E08000037","Boys","All pupils","0.46","5","-0.47","1.39"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Hartlepool","Local Authority","E06000001","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Middlesbrough","Local Authority","E06000002","Boys","All pupils","0.69","7","-0.1","1.48"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Boys","All pupils","0.32","24","-0.1","0.75"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","North Tyneside","Local Authority","E08000022","Boys","All pupils","0.04","5","-0.89","0.97"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Northumberland","Local Authority","E06000057","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Redcar and Cleveland","Local Authority","E06000003","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","South Tyneside","Local Authority","E08000023","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Stockton-on-Tees","Local Authority","E06000004","Boys","All pupils","0.47","5","-0.46","1.4"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Sunderland","Local Authority","E08000024","Boys","All pupils","-0.37","5","-1.3","0.56"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","North West","Region","E12000002","Boys","All pupils","0.07","625","-0.01","0.16"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Blackburn with Darwen","Local Authority","E06000008","Boys","All pupils","-0.61","9","-1.3","0.08"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Blackpool","Local Authority","E06000009","Boys","All pupils","0.22","3","-0.98","1.42"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Bolton","Local Authority","E08000001","Boys","All pupils","0.17","36","-0.17","0.52"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Bury","Local Authority","E08000002","Boys","All pupils","0","18","-0.49","0.49"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Cheshire East","Local Authority","E06000049","Boys","All pupils","-0.18","8","-0.91","0.56"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Cheshire West and Chester","Local Authority","E06000050","Boys","All pupils","-0.1","6","-0.95","0.75"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Cumbria","Local Authority","E10000006","Boys","All pupils","-0.8","4","-1.84","0.24"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Halton","Local Authority","E06000006","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Knowsley","Local Authority","E08000011","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Lancashire","Local Authority","E10000017","Boys","All pupils","-0.34","16","-0.86","0.18"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Liverpool","Local Authority","E08000012","Boys","All pupils","-0.2","56","-0.47","0.08"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Manchester","Local Authority","E08000003","Boys","All pupils","0.09","316","-0.03","0.21"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Oldham","Local Authority","E08000004","Boys","All pupils","0.28","21","-0.18","0.73"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Rochdale","Local Authority","E08000005","Boys","All pupils","0.42","26","0.01","0.83"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Salford","Local Authority","E08000006","Boys","All pupils","0.4","26","-0.01","0.81"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Sefton","Local Authority","E08000014","Boys","All pupils","0.02","8","-0.72","0.75"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","St. Helens","Local Authority","E08000013","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Stockport","Local Authority","E08000007","Boys","All pupils","0.19","12","-0.41","0.79"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Tameside","Local Authority","E08000008","Boys","All pupils","0.64","11","0.01","1.27"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Trafford","Local Authority","E08000009","Boys","All pupils","-0.07","33","-0.43","0.29"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Warrington","Local Authority","E06000007","Boys","All pupils","0.22","3","-0.98","1.42"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Wigan","Local Authority","E08000010","Boys","All pupils","-0.11","5","-1.04","0.82"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Wirral","Local Authority","E08000015","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Yorkshire and the Humber","Region","E12000003","Boys","All pupils","0.14","433","0.04","0.24"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Barnsley","Local Authority","E08000016","Boys","All pupils","0.93","4","-0.11","1.97"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Bradford","Local Authority","E08000032","Boys","All pupils","-0.12","24","-0.55","0.3"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Calderdale","Local Authority","E08000033","Boys","All pupils","0.5","11","-0.13","1.12"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Doncaster","Local Authority","E08000017","Boys","All pupils","-0.22","15","-0.76","0.32"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","East Riding of Yorkshire","Local Authority","E06000011","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","Boys","All pupils","0.89","6","0.04","1.74"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Kirklees","Local Authority","E08000034","Boys","All pupils","-0.28","38","-0.62","0.05"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Leeds","Local Authority","E08000035","Boys","All pupils","0.16","167","0","0.32"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","North East Lincolnshire","Local Authority","E06000012","Boys","All pupils","-0.75","3","-1.95","0.45"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","North Lincolnshire","Local Authority","E06000013","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","North Yorkshire","Local Authority","E10000023","Boys","All pupils","0.11","9","-0.58","0.81"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Rotherham","Local Authority","E08000018","Boys","All pupils","0.61","16","0.09","1.13"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Sheffield","Local Authority","E08000019","Boys","All pupils","0.16","116","-0.03","0.36"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Wakefield","Local Authority","E08000036","Boys","All pupils","0.34","18","-0.15","0.83"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","York","Local Authority","E06000014","Boys","All pupils","0.55","3","-0.65","1.75"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","East Midlands","Region","E12000004","Boys","All pupils","-0.05","475","-0.15","0.04"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Derby","Local Authority","E06000015","Boys","All pupils","-0.34","33","-0.7","0.03"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Derbyshire","Local Authority","E10000007","Boys","All pupils","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Leicester","Local Authority","E06000016","Boys","All pupils","-0.06","153","-0.23","0.1"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Leicestershire","Local Authority","E10000018","Boys","All pupils","0.2","23","-0.23","0.64"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Lincolnshire","Local Authority","E10000019","Boys","All pupils","0.19","14","-0.36","0.75"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Northamptonshire","Local Authority","E10000021","Boys","All pupils","0.16","113","-0.04","0.35"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Nottingham","Local Authority","E06000018","Boys","All pupils","-0.3","100","-0.51","-0.09"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Nottinghamshire","Local Authority","E10000024","Boys","All pupils","-0.12","29","-0.5","0.27"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","Rutland","Local Authority","E06000017","Boys","All pupils","!","!","!","!"
