"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Portsmouth","Local Authority","E06000044","All pupils","All pupils","-0.26","1468","-0.32","-0.21"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Reading","Local Authority","E06000038","All pupils","All pupils","-0.25","657","-0.33","-0.17"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Slough","Local Authority","E06000039","All pupils","All pupils","-0.05","459","-0.15","0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Southampton","Local Authority","E06000045","All pupils","All pupils","-0.23","1520","-0.29","-0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Surrey","Local Authority","E10000030","All pupils","All pupils","0.1","8582","0.07","0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","West Berkshire","Local Authority","E06000037","All pupils","All pupils","0.1","1651","0.05","0.15"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","West Sussex","Local Authority","E10000032","All pupils","All pupils","0.08","7050","0.06","0.11"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","0.13","1038","0.06","0.19"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wokingham","Local Authority","E06000041","All pupils","All pupils","0.18","1180","0.11","0.24"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","South West","Region","E12000009","All pupils","All pupils","-0.06","46676","-0.07","-0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","-0.01","1801","-0.06","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bournemouth","Local Authority","E06000028","All pupils","All pupils","-0.06","1335","-0.12","-0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","-0.26","2228","-0.31","-0.22"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Cornwall","Local Authority","E06000052","All pupils","All pupils","0.03","5089","0","0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Devon","Local Authority","E10000008","All pupils","All pupils","-0.03","6514","-0.06","0"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Dorset","Local Authority","E10000009","All pupils","All pupils","-0.06","3842","-0.09","-0.02"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","-0.05","5530","-0.08","-0.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","-0.05","20","-0.51","0.42"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","North Somerset","Local Authority","E06000024","All pupils","All pupils","-0.13","1980","-0.18","-0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Plymouth","Local Authority","E06000026","All pupils","All pupils","-0.16","2439","-0.21","-0.12"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Poole","Local Authority","E06000029","All pupils","All pupils","0.01","1288","-0.04","0.07"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Somerset","Local Authority","E10000027","All pupils","All pupils","0.02","4769","-0.01","0.05"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","-0.25","2479","-0.29","-0.21"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Swindon","Local Authority","E06000030","All pupils","All pupils","-0.24","1712","-0.3","-0.19"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Torbay","Local Authority","E06000027","All pupils","All pupils","-0.02","1288","-0.08","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","Wiltshire","Local Authority","E06000054","All pupils","All pupils","0","4362","-0.03","0.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","-0.04","21311","-0.06","-0.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","North East","Region","E12000001","All pupils","All pupils","0.13","329","0.01","0.24"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","County Durham","Local Authority","E06000047","All pupils","All pupils","-0.03","36","-0.37","0.32"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Darlington","Local Authority","E06000005","All pupils","All pupils","-0.35","13","-0.93","0.22"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Gateshead","Local Authority","E08000037","All pupils","All pupils","0.27","19","-0.2","0.75"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Hartlepool","Local Authority","E06000001","All pupils","All pupils","-0.12","7","-0.9","0.67"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","0.24","48","-0.06","0.54"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","0.43","57","0.16","0.71"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","North Tyneside","Local Authority","E08000022","All pupils","All pupils","0.26","32","-0.1","0.63"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Northumberland","Local Authority","E06000057","All pupils","All pupils","0.24","33","-0.12","0.6"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","0","20","-0.47","0.46"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","South Tyneside","Local Authority","E08000023","All pupils","All pupils","-0.32","17","-0.83","0.18"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","-0.27","22","-0.71","0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Sunderland","Local Authority","E08000024","All pupils","All pupils","0.09","25","-0.33","0.5"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","North West","Region","E12000002","All pupils","All pupils","-0.14","2019","-0.19","-0.1"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","0.11","59","-0.16","0.39"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Blackpool","Local Authority","E06000009","All pupils","All pupils","0.12","24","-0.31","0.54"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bolton","Local Authority","E08000001","All pupils","All pupils","-0.25","85","-0.48","-0.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bury","Local Authority","E08000002","All pupils","All pupils","-0.09","96","-0.3","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Cheshire East","Local Authority","E06000049","All pupils","All pupils","-0.31","88","-0.53","-0.09"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","0.18","63","-0.08","0.44"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Cumbria","Local Authority","E10000006","All pupils","All pupils","0.11","44","-0.21","0.42"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Halton","Local Authority","E06000006","All pupils","All pupils","-0.01","24","-0.43","0.42"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Knowsley","Local Authority","E08000011","All pupils","All pupils","-0.44","20","-0.91","0.02"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Lancashire","Local Authority","E10000017","All pupils","All pupils","-0.14","258","-0.27","-0.01"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Liverpool","Local Authority","E08000012","All pupils","All pupils","-0.47","187","-0.62","-0.32"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Manchester","Local Authority","E08000003","All pupils","All pupils","-0.28","325","-0.4","-0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Oldham","Local Authority","E08000004","All pupils","All pupils","-0.45","83","-0.68","-0.22"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Rochdale","Local Authority","E08000005","All pupils","All pupils","0.13","70","-0.12","0.38"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Salford","Local Authority","E08000006","All pupils","All pupils","-0.08","67","-0.34","0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Sefton","Local Authority","E08000014","All pupils","All pupils","-0.07","59","-0.34","0.2"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","St. Helens","Local Authority","E08000013","All pupils","All pupils","-0.09","15","-0.62","0.45"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Stockport","Local Authority","E08000007","All pupils","All pupils","0.16","100","-0.04","0.37"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Tameside","Local Authority","E08000008","All pupils","All pupils","-0.07","68","-0.32","0.18"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Trafford","Local Authority","E08000009","All pupils","All pupils","0.05","124","-0.14","0.23"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Warrington","Local Authority","E06000007","All pupils","All pupils","-0.25","32","-0.62","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Wigan","Local Authority","E08000010","All pupils","All pupils","0.08","64","-0.18","0.34"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Wirral","Local Authority","E08000015","All pupils","All pupils","-0.14","64","-0.4","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Yorkshire and the Humber","Region","E12000003","All pupils","All pupils","-0.11","1579","-0.17","-0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Barnsley","Local Authority","E08000016","All pupils","All pupils","-0.2","29","-0.59","0.19"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bradford","Local Authority","E08000032","All pupils","All pupils","-0.35","207","-0.49","-0.2"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Calderdale","Local Authority","E08000033","All pupils","All pupils","-0.05","89","-0.27","0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Doncaster","Local Authority","E08000017","All pupils","All pupils","-0.04","58","-0.31","0.23"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","0.09","42","-0.23","0.41"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","0.31","40","-0.02","0.64"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Kirklees","Local Authority","E08000034","All pupils","All pupils","-0.28","221","-0.42","-0.14"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Leeds","Local Authority","E08000035","All pupils","All pupils","-0.19","313","-0.31","-0.07"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","0.13","37","-0.21","0.47"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","0.37","19","-0.11","0.84"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","0.18","117","-0.02","0.37"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Rotherham","Local Authority","E08000018","All pupils","All pupils","-0.19","57","-0.47","0.08"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Sheffield","Local Authority","E08000019","All pupils","All pupils","-0.12","259","-0.25","0.01"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Wakefield","Local Authority","E08000036","All pupils","All pupils","0.12","61","-0.14","0.39"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","York","Local Authority","E06000014","All pupils","All pupils","0.42","30","0.04","0.8"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","East Midlands","Region","E12000004","All pupils","All pupils","-0.21","1653","-0.27","-0.16"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Derby","Local Authority","E06000015","All pupils","All pupils","-0.31","163","-0.47","-0.15"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Derbyshire","Local Authority","E10000007","All pupils","All pupils","-0.29","154","-0.46","-0.13"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Leicester","Local Authority","E06000016","All pupils","All pupils","-0.52","200","-0.67","-0.37"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Leicestershire","Local Authority","E10000018","All pupils","All pupils","-0.03","232","-0.17","0.11"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","0.2","123","0.02","0.39"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","-0.05","316","-0.17","0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Nottingham","Local Authority","E06000018","All pupils","All pupils","-0.49","222","-0.63","-0.35"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","-0.2","235","-0.33","-0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Rutland","Local Authority","E06000017","All pupils","All pupils","0.02","8","-0.72","0.75"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","West Midlands","Region","E12000005","All pupils","All pupils","-0.15","2611","-0.19","-0.1"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Birmingham","Local Authority","E08000025","All pupils","All pupils","-0.05","783","-0.13","0.02"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Coventry","Local Authority","E08000026","All pupils","All pupils","-0.24","171","-0.4","-0.08"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Dudley","Local Authority","E08000027","All pupils","All pupils","-0.36","168","-0.52","-0.2"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","0.91","22","0.47","1.35"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Sandwell","Local Authority","E08000028","All pupils","All pupils","-0.39","212","-0.53","-0.25"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Shropshire","Local Authority","E06000051","All pupils","All pupils","0.03","51","-0.26","0.33"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Solihull","Local Authority","E08000029","All pupils","All pupils","-0.21","180","-0.37","-0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Staffordshire","Local Authority","E10000028","All pupils","All pupils","-0.06","176","-0.22","0.09"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","0.02","69","-0.23","0.27"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","-0.08","66","-0.34","0.18"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Walsall","Local Authority","E08000030","All pupils","All pupils","-0.4","153","-0.57","-0.23"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Warwickshire","Local Authority","E10000031","All pupils","All pupils","-0.01","177","-0.17","0.14"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","-0.32","218","-0.46","-0.18"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Worcestershire","Local Authority","E10000034","All pupils","All pupils","0.05","165","-0.11","0.22"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","East","Region","E12000006","All pupils","All pupils","0.02","2452","-0.02","0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bedford","Local Authority","E06000055","All pupils","All pupils","-0.04","139","-0.22","0.13"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","0.17","179","0.01","0.32"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","-0.07","101","-0.28","0.14"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Essex","Local Authority","E10000012","All pupils","All pupils","0.05","511","-0.04","0.14"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","0.02","667","-0.06","0.1"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Luton","Local Authority","E06000032","All pupils","All pupils","-0.25","178","-0.41","-0.09"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Norfolk","Local Authority","E10000020","All pupils","All pupils","0.07","158","-0.09","0.24"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Peterborough","Local Authority","E06000031","All pupils","All pupils","-0.01","101","-0.22","0.2"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","-0.12","84","-0.35","0.11"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Suffolk","Local Authority","E10000029","All pupils","All pupils","0.07","280","-0.06","0.19"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Thurrock","Local Authority","E06000034","All pupils","All pupils","0.29","54","0.01","0.57"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","London","Region","E12000007","All pupils","All pupils","0.03","6084","0","0.05"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Inner London","Upper Tier Local Authority","E13000001","All pupils","All pupils","-0.02","2278","-0.06","0.02"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Camden","Local Authority","E09000007","All pupils","All pupils","-0.31","138","-0.49","-0.13"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","N/A","N/A"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Hackney","Local Authority","E09000012","All pupils","All pupils","0.27","189","0.12","0.42"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","-0.03","123","-0.22","0.16"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Haringey","Local Authority","E09000014","All pupils","All pupils","0.18","232","0.04","0.31"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Islington","Local Authority","E09000019","All pupils","All pupils","0.04","153","-0.12","0.21"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","0.26","103","0.06","0.47"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Lambeth","Local Authority","E09000022","All pupils","All pupils","-0.05","216","-0.19","0.1"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Lewisham","Local Authority","E09000023","All pupils","All pupils","-0.21","275","-0.34","-0.09"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Newham","Local Authority","E09000025","All pupils","All pupils","-0.18","190","-0.33","-0.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Southwark","Local Authority","E09000028","All pupils","All pupils","0.03","245","-0.1","0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","-0.45","120","-0.64","-0.26"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Wandsworth","Local Authority","E09000032","All pupils","All pupils","-0.04","175","-0.19","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Westminster","Local Authority","E09000033","All pupils","All pupils","0.24","119","0.04","0.43"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Outer London","Upper Tier Local Authority","E13000002","All pupils","All pupils","0.06","3806","0.02","0.09"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","-0.1","134","-0.28","0.08"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Barnet","Local Authority","E09000003","All pupils","All pupils","0.31","333","0.19","0.42"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bexley","Local Authority","E09000004","All pupils","All pupils","-0.12","151","-0.29","0.04"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Brent","Local Authority","E09000005","All pupils","All pupils","-0.11","138","-0.29","0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bromley","Local Authority","E09000006","All pupils","All pupils","0.19","215","0.05","0.34"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Croydon","Local Authority","E09000008","All pupils","All pupils","-0.08","389","-0.18","0.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Ealing","Local Authority","E09000009","All pupils","All pupils","0.11","186","-0.05","0.26"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Enfield","Local Authority","E09000010","All pupils","All pupils","-0.13","306","-0.25","-0.01"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Greenwich","Local Authority","E09000011","All pupils","All pupils","-0.11","185","-0.27","0.04"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Harrow","Local Authority","E09000015","All pupils","All pupils","0.1","153","-0.06","0.27"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Havering","Local Authority","E09000016","All pupils","All pupils","-0.14","124","-0.33","0.05"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Hillingdon","Local Authority","E09000017","All pupils","All pupils","0.1","285","-0.02","0.22"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Hounslow","Local Authority","E09000018","All pupils","All pupils","0.31","206","0.17","0.46"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","0.37","107","0.17","0.58"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Merton","Local Authority","E09000024","All pupils","All pupils","0.23","146","0.06","0.4"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Redbridge","Local Authority","E09000026","All pupils","All pupils","-0.01","219","-0.15","0.13"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","-0.02","124","-0.21","0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Sutton","Local Authority","E09000029","All pupils","All pupils","0.15","184","-0.01","0.3"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","0.03","221","-0.11","0.17"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","South East","Region","E12000008","All pupils","All pupils","0.04","3285","0.01","0.08"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","0.21","47","-0.1","0.51"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","0.18","162","0.01","0.34"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","-0.13","276","-0.25","0"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","East Sussex","Local Authority","E10000011","All pupils","All pupils","0.11","156","-0.06","0.28"
