"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","Girls","89","%","1305"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","Girls","89","%","1495"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","Girls","87","%","1009"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","Girls","82","%","1036"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","Girls","88","%","1626"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","Girls","86","%","1800"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","Girls","89","%","1529"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","Girls","80","%","2231"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","Girls","88","%","1247"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","Girls","91","%","1136"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","Girls","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","Girls","84","%","2040"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","Girls","83","%","1982"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","Girls","82","%","2250"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","Girls","86","%","2389"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","Girls","89","%","478"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","Girls","84","%","2046"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","Girls","89","%","1862"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","Girls","84","%","808"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","Girls","86","%","743"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","Girls","87","%","1320"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","Girls","89","%","1703"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","Girls","83","%","757"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","Girls","87","%","1581"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","Girls","84","%","1592"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","Girls","84","%","1807"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","Girls","84","%","1236"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","Girls","82","%","1898"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","Girls","86","%","1555"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","Girls","85","%","795"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","Girls","90","%","1601"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","Girls","86","%","721"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","Girls","78","%","916"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","Girls","85","%","1091"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","Girls","86","%","2665"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","Girls","85","%","635"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","Girls","86","%","1103"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","Girls","84","%","1537"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","Girls","87","%","1542"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","Girls","89","%","1171"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","Girls","84","%","583"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","Girls","87","%","1225"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","Girls","84","%","1986"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","Girls","81","%","889"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","Girls","86","%","2476"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","Girls","84","%","1440"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","Girls","82","%","1944"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","Girls","88","%","1452"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","Girls","84","%","1093"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","Girls","86","%","785"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","Girls","80","%","3437"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","Girls","82","%","1503"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","Girls","85","%","1845"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","Girls","84","%","1462"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","Girls","84","%","1472"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","Girls","85","%","1698"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","Girls","85","%","1805"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","Girls","84","%","6926"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","Girls","75","%","2497"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","Girls","75","%","1762"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","Girls","84","%","1872"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","Girls","80","%","1070"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","Girls","80","%","737"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","Girls","84","%","1148"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","Girls","92","%","981"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","Girls","90","%","7342"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","Girls","85","%","3521"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","Girls","88","%","8726"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","Girls","86","%","2605"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","Girls","84","%","1390"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","Girls","80","%","4511"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","Girls","88","%","918"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","Girls","85","%","1912"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","Girls","89","%","798"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","Girls","85","%","1191"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","Girls","88","%","6231"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","Girls","84","%","1106"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","Girls","80","%","939"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","Girls","86","%","741"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","Girls","84","%","1719"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","Girls","87","%","1357"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","Girls","83","%","641"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","Girls","84","%","3041"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","Girls","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","Girls","80","%","1396"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","Girls","88","%","1643"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","Girls","83","%","2048"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","Girls","83","%","2478"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","Girls","87","%","968"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","Girls","88","%","2877"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","Girls","84","%","3836"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","Girls","87","%","2811"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","Girls","85","%","2612"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","Girls","88","%","734"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","Girls","84","%","698"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","Girls","80","%","1425"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","Girls","84","%","900"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","Girls","86","%","1133"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","Girls","83","%","3267"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","Girls","87","%","3013"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","Girls","87","%","1284"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Girls","86","%","1065"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","Girls","78","%","1603"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","Girls","77","%","7971"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","Girls","78","%","2310"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","Girls","80","%","2125"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","Girls","87","%","4562"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","Girls","86","%","3050"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Girls","81","%","1627"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","Girls","81","%","1821"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","Girls","86","%","1405"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","Girls","85","%","1804"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Girls","85","%","885"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Girls","76","%","4760"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Girls","83","%","934"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Girls","82","%","3144"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Girls","81","%","1840"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Girls","83","%","1641"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Girls","79","%","3881"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Girls","90","%","978"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Girls","83","%","1351"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Girls","82","%","2620"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Girls","86","%","2964"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","Girls","84","%","942"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Girls","88","%","1735"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Girls","84","%","1887"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Girls","77","%","1369"
"Percentage of pupils reaching the key stage 1 expected standard in Science","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Girls","80","%","1598"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","All","84","%","141"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","All","90","%","127"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","All","74","%","551"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","All","92","%","75"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","All","84","%","1116"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","All","85","%","106"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","All","77","%","1407"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","All","84","%","107"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","All","77","%","310"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","All","74","%","364"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","All","81","%","367"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","All","81","%","413"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","All","80","%","628"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","All","79","%","655"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","All","100","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","All","86","%","569"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","All","88","%","94"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","All","81","%","1871"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","All","76","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","All","93","%","57"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","All","78","%","1216"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","All","92","%","211"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","All","90","%","1452"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","All","82","%","199"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","All","81","%","305"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","All","84","%","1158"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","All","77","%","337"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","All","87","%","859"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","All","83","%","412"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","All","84","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","All","86","%","2143"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","All","86","%","443"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","All","82","%","1120"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","All","86","%","414"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","All","87","%","499"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","All","83","%","180"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","All","80","%","2069"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","All","88","%","91"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","All","88","%","297"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","All","86","%","366"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","All","85","%","2117"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","All","89","%","201"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","All","85","%","157"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","All","87","%","186"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","All","89","%","36"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","All","75","%","156"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","All","84","%","228"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","All","90","%","1065"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","All","87","%","805"
