"Title","Mathematics attainments for children aged 5 to 7 by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value"
"North West","Bolton","E08000001","Asian","ONS 5","All","All/Boys/Girls","75"
"North West","Bury","E08000002","Asian","ONS 5","All","All/Boys/Girls","69"
"North West","Cheshire East","E06000049","Asian","ONS 5","All","All/Boys/Girls","71"
"North West","Cheshire West and Chester","E06000050","Asian","ONS 5","All","All/Boys/Girls","74"
"North West","Cumbria","E10000006","Asian","ONS 5","All","All/Boys/Girls","81"
"North West","Halton","E06000006","Asian","ONS 5","All","All/Boys/Girls","100"
"North West","Knowsley","E08000011","Asian","ONS 5","All","All/Boys/Girls","86"
"North West","Lancashire","E10000017","Asian","ONS 5","All","All/Boys/Girls","70"
"North West","Liverpool","E08000012","Asian","ONS 5","All","All/Boys/Girls","70"
"North West","Manchester","E08000003","Asian","ONS 5","All","All/Boys/Girls","71"
"North West","Oldham","E08000004","Asian","ONS 5","All","All/Boys/Girls","61"
"North West","Rochdale","E08000005","Asian","ONS 5","All","All/Boys/Girls","68"
"North West","Salford","E08000006","Asian","ONS 5","All","All/Boys/Girls","71"
"North West","Sefton","E08000014","Asian","ONS 5","All","All/Boys/Girls","74"
"North West","St. Helens","E08000013","Asian","ONS 5","All","All/Boys/Girls","67"
"North West","Stockport","E08000007","Asian","ONS 5","All","All/Boys/Girls","74"
"North West","Tameside","E08000008","Asian","ONS 5","All","All/Boys/Girls","65"
"North West","Trafford","E08000009","Asian","ONS 5","All","All/Boys/Girls","78"
"North West","Warrington","E06000007","Asian","ONS 5","All","All/Boys/Girls","75"
"North West","Wigan","E08000010","Asian","ONS 5","All","All/Boys/Girls","70"
"North West","Wirral","E08000015","Asian","ONS 5","All","All/Boys/Girls","79"
"Yorkshire and The Humber","Barnsley","E08000016","Asian","ONS 5","All","All/Boys/Girls","71"
"Yorkshire and The Humber","Bradford","E08000032","Asian","ONS 5","All","All/Boys/Girls","72"
"Yorkshire and The Humber","Calderdale","E08000033","Asian","ONS 5","All","All/Boys/Girls","53"
"Yorkshire and The Humber","Doncaster","E08000017","Asian","ONS 5","All","All/Boys/Girls","67"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Asian","ONS 5","All","All/Boys/Girls","85"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Asian","ONS 5","All","All/Boys/Girls","79"
"Yorkshire and The Humber","Kirklees","E08000034","Asian","ONS 5","All","All/Boys/Girls","68"
"Yorkshire and The Humber","Leeds","E08000035","Asian","ONS 5","All","All/Boys/Girls","64"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Asian","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Asian","ONS 5","All","All/Boys/Girls","84"
"Yorkshire and The Humber","North Yorkshire","E10000023","Asian","ONS 5","All","All/Boys/Girls","75"
"Yorkshire and The Humber","Rotherham","E08000018","Asian","ONS 5","All","All/Boys/Girls","72"
"Yorkshire and The Humber","Sheffield","E08000019","Asian","ONS 5","All","All/Boys/Girls","69"
"Yorkshire and The Humber","Wakefield","E08000036","Asian","ONS 5","All","All/Boys/Girls","67"
"Yorkshire and The Humber","York","E06000014","Asian","ONS 5","All","All/Boys/Girls","78"
"East Midlands","Derby","E06000015","Asian","ONS 5","All","All/Boys/Girls","67"
"East Midlands","Derbyshire","E10000007","Asian","ONS 5","All","All/Boys/Girls","80"
"East Midlands","Leicester","E06000016","Asian","ONS 5","All","All/Boys/Girls","73"
"East Midlands","Leicestershire","E10000018","Asian","ONS 5","All","All/Boys/Girls","78"
"East Midlands","Lincolnshire","E10000019","Asian","ONS 5","All","All/Boys/Girls","89"
"East Midlands","Northamptonshire","E10000021","Asian","ONS 5","All","All/Boys/Girls","76"
"East Midlands","Nottingham","E06000018","Asian","ONS 5","All","All/Boys/Girls","73"
"East Midlands","Nottinghamshire","E10000024","Asian","ONS 5","All","All/Boys/Girls","69"
"East Midlands","Rutland","E06000017","Asian","ONS 5","All","All/Boys/Girls","!"
"West Midlands","Birmingham","E08000025","Asian","ONS 5","All","All/Boys/Girls","68"
"West Midlands","Coventry","E08000026","Asian","ONS 5","All","All/Boys/Girls","77"
"West Midlands","Dudley","E08000027","Asian","ONS 5","All","All/Boys/Girls","71"
"West Midlands","Herefordshire, County of","E06000019","Asian","ONS 5","All","All/Boys/Girls","60"
"West Midlands","Sandwell","E08000028","Asian","ONS 5","All","All/Boys/Girls","73"
"West Midlands","Shropshire","E06000051","Asian","ONS 5","All","All/Boys/Girls","80"
"West Midlands","Solihull","E08000029","Asian","ONS 5","All","All/Boys/Girls","78"
"West Midlands","Staffordshire","E10000028","Asian","ONS 5","All","All/Boys/Girls","76"
"West Midlands","Stoke-on-Trent","E06000021","Asian","ONS 5","All","All/Boys/Girls","70"
"West Midlands","Telford and Wrekin","E06000020","Asian","ONS 5","All","All/Boys/Girls","70"
"West Midlands","Walsall","E08000030","Asian","ONS 5","All","All/Boys/Girls","73"
"West Midlands","Warwickshire","E10000031","Asian","ONS 5","All","All/Boys/Girls","82"
"West Midlands","Wolverhampton","E08000031","Asian","ONS 5","All","All/Boys/Girls","73"
"West Midlands","Worcestershire","E10000034","Asian","ONS 5","All","All/Boys/Girls","58"
"East","Bedford","E06000055","Asian","ONS 5","All","All/Boys/Girls","65"
"East","Cambridgeshire","E10000003","Asian","ONS 5","All","All/Boys/Girls","70"
"East","Central Bedfordshire","E06000056","Asian","ONS 5","All","All/Boys/Girls","83"
"East","Essex","E10000012","Asian","ONS 5","All","All/Boys/Girls","82"
"East","Hertfordshire","E10000015","Asian","ONS 5","All","All/Boys/Girls","79"
"East","Luton","E06000032","Asian","ONS 5","All","All/Boys/Girls","70"
"East","Norfolk","E10000020","Asian","ONS 5","All","All/Boys/Girls","83"
"East","Peterborough","E06000031","Asian","ONS 5","All","All/Boys/Girls","67"
"East","Southend-on-Sea","E06000033","Asian","ONS 5","All","All/Boys/Girls","78"
"East","Suffolk","E10000029","Asian","ONS 5","All","All/Boys/Girls","72"
"East","Thurrock","E06000034","Asian","ONS 5","All","All/Boys/Girls","79"
"London","Camden","E09000007","Asian","ONS 5","All","All/Boys/Girls","72"
"London","City of London","E09000001","Asian","ONS 5","All","All/Boys/Girls","!"
"London","Hackney","E09000012","Asian","ONS 5","All","All/Boys/Girls","85"
"London","Hammersmith and Fulham","E09000013","Asian","ONS 5","All","All/Boys/Girls","79"
"London","Haringey","E09000014","Asian","ONS 5","All","All/Boys/Girls","85"
"London","Islington","E09000019","Asian","ONS 5","All","All/Boys/Girls","71"
"London","Kensington and Chelsea","E09000020","Asian","ONS 5","All","All/Boys/Girls","83"
"London","Lambeth","E09000022","Asian","ONS 5","All","All/Boys/Girls","75"
"London","Lewisham","E09000023","Asian","ONS 5","All","All/Boys/Girls","81"
"London","Newham","E09000025","Asian","ONS 5","All","All/Boys/Girls","83"
"London","Southwark","E09000028","Asian","ONS 5","All","All/Boys/Girls","82"
"London","Tower Hamlets","E09000030","Asian","ONS 5","All","All/Boys/Girls","75"
"London","Wandsworth","E09000032","Asian","ONS 5","All","All/Boys/Girls","82"
"London","Westminster","E09000033","Asian","ONS 5","All","All/Boys/Girls","79"
"London","Barking and Dagenham","E09000002","Asian","ONS 5","All","All/Boys/Girls","80"
"London","Barnet","E09000003","Asian","ONS 5","All","All/Boys/Girls","80"
"London","Bexley","E09000004","Asian","ONS 5","All","All/Boys/Girls","89"
"London","Brent","E09000005","Asian","ONS 5","All","All/Boys/Girls","78"
"London","Bromley","E09000006","Asian","ONS 5","All","All/Boys/Girls","87"
"London","Croydon","E09000008","Asian","ONS 5","All","All/Boys/Girls","84"
"London","Ealing","E09000009","Asian","ONS 5","All","All/Boys/Girls","74"
"London","Enfield","E09000010","Asian","ONS 5","All","All/Boys/Girls","85"
"London","Greenwich","E09000011","Asian","ONS 5","All","All/Boys/Girls","89"
"London","Harrow","E09000015","Asian","ONS 5","All","All/Boys/Girls","85"
"London","Havering","E09000016","Asian","ONS 5","All","All/Boys/Girls","86"
"London","Hillingdon","E09000017","Asian","ONS 5","All","All/Boys/Girls","81"
"London","Hounslow","E09000018","Asian","ONS 5","All","All/Boys/Girls","86"
"London","Kingston upon Thames","E09000021","Asian","ONS 5","All","All/Boys/Girls","77"
"London","Merton","E09000024","Asian","ONS 5","All","All/Boys/Girls","79"
"London","Redbridge","E09000026","Asian","ONS 5","All","All/Boys/Girls","81"
"London","Richmond upon Thames","E09000027","Asian","ONS 5","All","All/Boys/Girls","78"
"London","Sutton","E09000029","Asian","ONS 5","All","All/Boys/Girls","87"
"London","Waltham Forest","E09000031","Asian","ONS 5","All","All/Boys/Girls","82"
"South East","Bracknell Forest","E06000036","Asian","ONS 5","All","All/Boys/Girls","87"
"South East","Brighton and Hove","E06000043","Asian","ONS 5","All","All/Boys/Girls","69"
"South East","Buckinghamshire","E10000002","Asian","ONS 5","All","All/Boys/Girls","67"
"South East","East Sussex","E10000011","Asian","ONS 5","All","All/Boys/Girls","84"
"South East","Hampshire","E10000014","Asian","ONS 5","All","All/Boys/Girls","80"
"South East","Isle of Wight","E06000046","Asian","ONS 5","All","All/Boys/Girls","!"
"South East","Kent","E10000016","Asian","ONS 5","All","All/Boys/Girls","83"
"South East","Medway","E06000035","Asian","ONS 5","All","All/Boys/Girls","82"
"South East","Milton Keynes","E06000042","Asian","ONS 5","All","All/Boys/Girls","79"
"South East","Oxfordshire","E10000025","Asian","ONS 5","All","All/Boys/Girls","63"
"South East","Portsmouth","E06000044","Asian","ONS 5","All","All/Boys/Girls","72"
"South East","Reading","E06000038","Asian","ONS 5","All","All/Boys/Girls","73"
"South East","Slough","E06000039","Asian","ONS 5","All","All/Boys/Girls","81"
"South East","Southampton","E06000045","Asian","ONS 5","All","All/Boys/Girls","76"
"South East","Surrey","E10000030","Asian","ONS 5","All","All/Boys/Girls","80"
"South East","West Berkshire","E06000037","Asian","ONS 5","All","All/Boys/Girls","75"
"South East","West Sussex","E10000032","Asian","ONS 5","All","All/Boys/Girls","74"
"South East","Windsor and Maidenhead","E06000040","Asian","ONS 5","All","All/Boys/Girls","77"
"South East","Wokingham","E06000041","Asian","ONS 5","All","All/Boys/Girls","82"
"South West","Bath and North East Somerset","E06000022","Asian","ONS 5","All","All/Boys/Girls","79"
"South West","Bournemouth","E06000028","Asian","ONS 5","All","All/Boys/Girls","72"
"South West","Bristol, City of","E06000023","Asian","ONS 5","All","All/Boys/Girls","64"
"South West","Cornwall","E06000052","Asian","ONS 5","All","All/Boys/Girls","78"
"South West","Devon","E10000008","Asian","ONS 5","All","All/Boys/Girls","75"
"South West","Dorset","E10000009","Asian","ONS 5","All","All/Boys/Girls","63"
"South West","Gloucestershire","E10000013","Asian","ONS 5","All","All/Boys/Girls","77"
"South West","Isles of Scilly","E06000053","Asian","ONS 5","All","All/Boys/Girls","!"
"South West","North Somerset","E06000024","Asian","ONS 5","All","All/Boys/Girls","79"
"South West","Plymouth","E06000026","Asian","ONS 5","All","All/Boys/Girls","!"
"South West","Poole","E06000029","Asian","ONS 5","All","All/Boys/Girls","84"
"South West","Somerset","E10000027","Asian","ONS 5","All","All/Boys/Girls","70"
"South West","South Gloucestershire","E06000025","Asian","ONS 5","All","All/Boys/Girls","80"
"South West","Swindon","E06000030","Asian","ONS 5","All","All/Boys/Girls","77"
"South West","Torbay","E06000027","Asian","ONS 5","All","All/Boys/Girls","76"
"South West","Wiltshire","E06000054","Asian","ONS 5","All","All/Boys/Girls","84"
"North East","County Durham","E06000047","Black","ONS 5","All","All/Boys/Girls","67"
"North East","Darlington","E06000005","Black","ONS 5","All","All/Boys/Girls","57"
"North East","Gateshead","E08000037","Black","ONS 5","All","All/Boys/Girls","77"
"North East","Hartlepool","E06000001","Black","ONS 5","All","All/Boys/Girls","56"
"North East","Middlesbrough","E06000002","Black","ONS 5","All","All/Boys/Girls","78"
"North East","Newcastle upon Tyne","E08000021","Black","ONS 5","All","All/Boys/Girls","72"
"North East","North Tyneside","E08000022","Black","ONS 5","All","All/Boys/Girls","83"
"North East","Northumberland","E06000057","Black","ONS 5","All","All/Boys/Girls","!"
"North East","Redcar and Cleveland","E06000003","Black","ONS 5","All","All/Boys/Girls","!"
"North East","South Tyneside","E08000023","Black","ONS 5","All","All/Boys/Girls","75"
"North East","Stockton-on-Tees","E06000004","Black","ONS 5","All","All/Boys/Girls","69"
"North East","Sunderland","E08000024","Black","ONS 5","All","All/Boys/Girls","84"
"North West","Blackburn with Darwen","E06000008","Black","ONS 5","All","All/Boys/Girls","61"
"North West","Blackpool","E06000009","Black","ONS 5","All","All/Boys/Girls","!"
"North West","Bolton","E08000001","Black","ONS 5","All","All/Boys/Girls","63"
"North West","Bury","E08000002","Black","ONS 5","All","All/Boys/Girls","65"
"North West","Cheshire East","E06000049","Black","ONS 5","All","All/Boys/Girls","64"
"North West","Cheshire West and Chester","E06000050","Black","ONS 5","All","All/Boys/Girls","46"
"North West","Cumbria","E10000006","Black","ONS 5","All","All/Boys/Girls","100"
"North West","Halton","E06000006","Black","ONS 5","All","All/Boys/Girls","!"
"North West","Knowsley","E08000011","Black","ONS 5","All","All/Boys/Girls","60"
"North West","Lancashire","E10000017","Black","ONS 5","All","All/Boys/Girls","79"
"North West","Liverpool","E08000012","Black","ONS 5","All","All/Boys/Girls","61"
"North West","Manchester","E08000003","Black","ONS 5","All","All/Boys/Girls","70"
"North West","Oldham","E08000004","Black","ONS 5","All","All/Boys/Girls","52"
"North West","Rochdale","E08000005","Black","ONS 5","All","All/Boys/Girls","59"
"North West","Salford","E08000006","Black","ONS 5","All","All/Boys/Girls","69"
"North West","Sefton","E08000014","Black","ONS 5","All","All/Boys/Girls","63"
"North West","St. Helens","E08000013","Black","ONS 5","All","All/Boys/Girls","!"
"North West","Stockport","E08000007","Black","ONS 5","All","All/Boys/Girls","68"
"North West","Tameside","E08000008","Black","ONS 5","All","All/Boys/Girls","67"
"North West","Trafford","E08000009","Black","ONS 5","All","All/Boys/Girls","78"
"North West","Warrington","E06000007","Black","ONS 5","All","All/Boys/Girls","81"
"North West","Wigan","E08000010","Black","ONS 5","All","All/Boys/Girls","66"
"North West","Wirral","E08000015","Black","ONS 5","All","All/Boys/Girls","56"
"Yorkshire and The Humber","Barnsley","E08000016","Black","ONS 5","All","All/Boys/Girls","79"
"Yorkshire and The Humber","Bradford","E08000032","Black","ONS 5","All","All/Boys/Girls","61"
"Yorkshire and The Humber","Calderdale","E08000033","Black","ONS 5","All","All/Boys/Girls","50"
"Yorkshire and The Humber","Doncaster","E08000017","Black","ONS 5","All","All/Boys/Girls","58"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Black","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Black","ONS 5","All","All/Boys/Girls","56"
"Yorkshire and The Humber","Kirklees","E08000034","Black","ONS 5","All","All/Boys/Girls","69"
"Yorkshire and The Humber","Leeds","E08000035","Black","ONS 5","All","All/Boys/Girls","58"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Black","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Black","ONS 5","All","All/Boys/Girls","40"
"Yorkshire and The Humber","North Yorkshire","E10000023","Black","ONS 5","All","All/Boys/Girls","53"
"Yorkshire and The Humber","Rotherham","E08000018","Black","ONS 5","All","All/Boys/Girls","60"
"Yorkshire and The Humber","Sheffield","E08000019","Black","ONS 5","All","All/Boys/Girls","71"
"Yorkshire and The Humber","Wakefield","E08000036","Black","ONS 5","All","All/Boys/Girls","67"
"Yorkshire and The Humber","York","E06000014","Black","ONS 5","All","All/Boys/Girls","!"
"East Midlands","Derby","E06000015","Black","ONS 5","All","All/Boys/Girls","68"
"East Midlands","Derbyshire","E10000007","Black","ONS 5","All","All/Boys/Girls","67"
"East Midlands","Leicester","E06000016","Black","ONS 5","All","All/Boys/Girls","67"
"East Midlands","Leicestershire","E10000018","Black","ONS 5","All","All/Boys/Girls","68"
"East Midlands","Lincolnshire","E10000019","Black","ONS 5","All","All/Boys/Girls","75"
"East Midlands","Northamptonshire","E10000021","Black","ONS 5","All","All/Boys/Girls","67"
"East Midlands","Nottingham","E06000018","Black","ONS 5","All","All/Boys/Girls","70"
"East Midlands","Nottinghamshire","E10000024","Black","ONS 5","All","All/Boys/Girls","60"
"East Midlands","Rutland","E06000017","Black","ONS 5","All","All/Boys/Girls","!"
"West Midlands","Birmingham","E08000025","Black","ONS 5","All","All/Boys/Girls","67"
"West Midlands","Coventry","E08000026","Black","ONS 5","All","All/Boys/Girls","68"
"West Midlands","Dudley","E08000027","Black","ONS 5","All","All/Boys/Girls","74"
"West Midlands","Herefordshire, County of","E06000019","Black","ONS 5","All","All/Boys/Girls","!"
"West Midlands","Sandwell","E08000028","Black","ONS 5","All","All/Boys/Girls","65"
"West Midlands","Shropshire","E06000051","Black","ONS 5","All","All/Boys/Girls","!"
"West Midlands","Solihull","E08000029","Black","ONS 5","All","All/Boys/Girls","74"
"West Midlands","Staffordshire","E10000028","Black","ONS 5","All","All/Boys/Girls","67"
"West Midlands","Stoke-on-Trent","E06000021","Black","ONS 5","All","All/Boys/Girls","72"
"West Midlands","Telford and Wrekin","E06000020","Black","ONS 5","All","All/Boys/Girls","83"
"West Midlands","Walsall","E08000030","Black","ONS 5","All","All/Boys/Girls","74"
"West Midlands","Warwickshire","E10000031","Black","ONS 5","All","All/Boys/Girls","70"
"West Midlands","Wolverhampton","E08000031","Black","ONS 5","All","All/Boys/Girls","77"
"West Midlands","Worcestershire","E10000034","Black","ONS 5","All","All/Boys/Girls","56"
"East","Bedford","E06000055","Black","ONS 5","All","All/Boys/Girls","69"
"East","Cambridgeshire","E10000003","Black","ONS 5","All","All/Boys/Girls","61"
"East","Central Bedfordshire","E06000056","Black","ONS 5","All","All/Boys/Girls","73"
"East","Essex","E10000012","Black","ONS 5","All","All/Boys/Girls","74"
"East","Hertfordshire","E10000015","Black","ONS 5","All","All/Boys/Girls","75"
"East","Luton","E06000032","Black","ONS 5","All","All/Boys/Girls","67"
"East","Norfolk","E10000020","Black","ONS 5","All","All/Boys/Girls","64"
"East","Peterborough","E06000031","Black","ONS 5","All","All/Boys/Girls","72"
"East","Southend-on-Sea","E06000033","Black","ONS 5","All","All/Boys/Girls","66"
"East","Suffolk","E10000029","Black","ONS 5","All","All/Boys/Girls","66"
"East","Thurrock","E06000034","Black","ONS 5","All","All/Boys/Girls","80"
"London","Camden","E09000007","Black","ONS 5","All","All/Boys/Girls","68"
"London","City of London","E09000001","Black","ONS 5","All","All/Boys/Girls","!"
"London","Hackney","E09000012","Black","ONS 5","All","All/Boys/Girls","78"
"London","Hammersmith and Fulham","E09000013","Black","ONS 5","All","All/Boys/Girls","69"
"London","Haringey","E09000014","Black","ONS 5","All","All/Boys/Girls","74"
"London","Islington","E09000019","Black","ONS 5","All","All/Boys/Girls","65"
"London","Kensington and Chelsea","E09000020","Black","ONS 5","All","All/Boys/Girls","77"
"London","Lambeth","E09000022","Black","ONS 5","All","All/Boys/Girls","72"
"London","Lewisham","E09000023","Black","ONS 5","All","All/Boys/Girls","73"
"London","Newham","E09000025","Black","ONS 5","All","All/Boys/Girls","77"
"London","Southwark","E09000028","Black","ONS 5","All","All/Boys/Girls","75"
"London","Tower Hamlets","E09000030","Black","ONS 5","All","All/Boys/Girls","77"
"London","Wandsworth","E09000032","Black","ONS 5","All","All/Boys/Girls","71"
"London","Westminster","E09000033","Black","ONS 5","All","All/Boys/Girls","80"
"London","Barking and Dagenham","E09000002","Black","ONS 5","All","All/Boys/Girls","78"
"London","Barnet","E09000003","Black","ONS 5","All","All/Boys/Girls","68"
"London","Bexley","E09000004","Black","ONS 5","All","All/Boys/Girls","86"
"London","Brent","E09000005","Black","ONS 5","All","All/Boys/Girls","72"
"London","Bromley","E09000006","Black","ONS 5","All","All/Boys/Girls","81"
"London","Croydon","E09000008","Black","ONS 5","All","All/Boys/Girls","69"
"London","Ealing","E09000009","Black","ONS 5","All","All/Boys/Girls","62"
"London","Enfield","E09000010","Black","ONS 5","All","All/Boys/Girls","68"
"London","Greenwich","E09000011","Black","ONS 5","All","All/Boys/Girls","84"
"London","Harrow","E09000015","Black","ONS 5","All","All/Boys/Girls","67"
"London","Havering","E09000016","Black","ONS 5","All","All/Boys/Girls","74"
"London","Hillingdon","E09000017","Black","ONS 5","All","All/Boys/Girls","73"
"London","Hounslow","E09000018","Black","ONS 5","All","All/Boys/Girls","72"
"London","Kingston upon Thames","E09000021","Black","ONS 5","All","All/Boys/Girls","55"
"London","Merton","E09000024","Black","ONS 5","All","All/Boys/Girls","70"
"London","Redbridge","E09000026","Black","ONS 5","All","All/Boys/Girls","67"
"London","Richmond upon Thames","E09000027","Black","ONS 5","All","All/Boys/Girls","79"
"London","Sutton","E09000029","Black","ONS 5","All","All/Boys/Girls","68"
"London","Waltham Forest","E09000031","Black","ONS 5","All","All/Boys/Girls","77"
"South East","Bracknell Forest","E06000036","Black","ONS 5","All","All/Boys/Girls","61"
"South East","Brighton and Hove","E06000043","Black","ONS 5","All","All/Boys/Girls","67"
"South East","Buckinghamshire","E10000002","Black","ONS 5","All","All/Boys/Girls","71"
"South East","East Sussex","E10000011","Black","ONS 5","All","All/Boys/Girls","72"
"South East","Hampshire","E10000014","Black","ONS 5","All","All/Boys/Girls","71"
"South East","Isle of Wight","E06000046","Black","ONS 5","All","All/Boys/Girls","!"
"South East","Kent","E10000016","Black","ONS 5","All","All/Boys/Girls","81"
"South East","Medway","E06000035","Black","ONS 5","All","All/Boys/Girls","85"
"South East","Milton Keynes","E06000042","Black","ONS 5","All","All/Boys/Girls","70"
"South East","Oxfordshire","E10000025","Black","ONS 5","All","All/Boys/Girls","68"
"South East","Portsmouth","E06000044","Black","ONS 5","All","All/Boys/Girls","69"
"South East","Reading","E06000038","Black","ONS 5","All","All/Boys/Girls","72"
"South East","Slough","E06000039","Black","ONS 5","All","All/Boys/Girls","72"
"South East","Southampton","E06000045","Black","ONS 5","All","All/Boys/Girls","67"
"South East","Surrey","E10000030","Black","ONS 5","All","All/Boys/Girls","76"
"South East","West Berkshire","E06000037","Black","ONS 5","All","All/Boys/Girls","85"
"South East","West Sussex","E10000032","Black","ONS 5","All","All/Boys/Girls","53"
"South East","Windsor and Maidenhead","E06000040","Black","ONS 5","All","All/Boys/Girls","67"
"South East","Wokingham","E06000041","Black","ONS 5","All","All/Boys/Girls","74"
"South West","Bath and North East Somerset","E06000022","Black","ONS 5","All","All/Boys/Girls","60"
"South West","Bournemouth","E06000028","Black","ONS 5","All","All/Boys/Girls","79"
"South West","Bristol, City of","E06000023","Black","ONS 5","All","All/Boys/Girls","60"
"South West","Cornwall","E06000052","Black","ONS 5","All","All/Boys/Girls","!"
"South West","Devon","E10000008","Black","ONS 5","All","All/Boys/Girls","50"
"South West","Dorset","E10000009","Black","ONS 5","All","All/Boys/Girls","70"
"South West","Gloucestershire","E10000013","Black","ONS 5","All","All/Boys/Girls","65"
"South West","Isles of Scilly","E06000053","Black","ONS 5","All","All/Boys/Girls","!"
"South West","North Somerset","E06000024","Black","ONS 5","All","All/Boys/Girls","!"
"South West","Plymouth","E06000026","Black","ONS 5","All","All/Boys/Girls","62"
"South West","Poole","E06000029","Black","ONS 5","All","All/Boys/Girls","54"
"South West","Somerset","E10000027","Black","ONS 5","All","All/Boys/Girls","36"
"South West","South Gloucestershire","E06000025","Black","ONS 5","All","All/Boys/Girls","75"
"South West","Swindon","E06000030","Black","ONS 5","All","All/Boys/Girls","68"
"South West","Torbay","E06000027","Black","ONS 5","All","All/Boys/Girls","!"
"South West","Wiltshire","E06000054","Black","ONS 5","All","All/Boys/Girls","69"
"North East","County Durham","E06000047","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","Darlington","E06000005","Chinese","ONS 5","All","All/Boys/Girls","100"
"North East","Gateshead","E08000037","Chinese","ONS 5","All","All/Boys/Girls","75"
"North East","Hartlepool","E06000001","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","Middlesbrough","E06000002","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","Newcastle upon Tyne","E08000021","Chinese","ONS 5","All","All/Boys/Girls","91"
"North East","North Tyneside","E08000022","Chinese","ONS 5","All","All/Boys/Girls","80"
"North East","Northumberland","E06000057","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","Redcar and Cleveland","E06000003","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","South Tyneside","E08000023","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","Stockton-on-Tees","E06000004","Chinese","ONS 5","All","All/Boys/Girls","!"
"North East","Sunderland","E08000024","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Blackburn with Darwen","E06000008","Chinese","ONS 5","All","All/Boys/Girls","100"
"North West","Blackpool","E06000009","Chinese","ONS 5","All","All/Boys/Girls","70"
"North West","Bolton","E08000001","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Bury","E08000002","Chinese","ONS 5","All","All/Boys/Girls","100"
"North West","Cheshire East","E06000049","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Cheshire West and Chester","E06000050","Chinese","ONS 5","All","All/Boys/Girls","100"
"North West","Cumbria","E10000006","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Halton","E06000006","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Knowsley","E08000011","Chinese","ONS 5","All","All/Boys/Girls","100"
"North West","Lancashire","E10000017","Chinese","ONS 5","All","All/Boys/Girls","88"
"North West","Liverpool","E08000012","Chinese","ONS 5","All","All/Boys/Girls","76"
"North West","Manchester","E08000003","Chinese","ONS 5","All","All/Boys/Girls","93"
"North West","Oldham","E08000004","Chinese","ONS 5","All","All/Boys/Girls","67"
"North West","Rochdale","E08000005","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Salford","E08000006","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Sefton","E08000014","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","St. Helens","E08000013","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Stockport","E08000007","Chinese","ONS 5","All","All/Boys/Girls","75"
"North West","Tameside","E08000008","Chinese","ONS 5","All","All/Boys/Girls","70"
"North West","Trafford","E08000009","Chinese","ONS 5","All","All/Boys/Girls","90"
"North West","Warrington","E06000007","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Wigan","E08000010","Chinese","ONS 5","All","All/Boys/Girls","!"
"North West","Wirral","E08000015","Chinese","ONS 5","All","All/Boys/Girls","76"
"Yorkshire and The Humber","Barnsley","E08000016","Chinese","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","Bradford","E08000032","Chinese","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","Calderdale","E08000033","Chinese","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","Doncaster","E08000017","Chinese","ONS 5","All","All/Boys/Girls","84"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Chinese","ONS 5","All","All/Boys/Girls","100"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Chinese","ONS 5","All","All/Boys/Girls","!"
"Yorkshire and The Humber","Kirklees","E08000034","Chinese","ONS 5","All","All/Boys/Girls","81"
"Yorkshire and The Humber","Leeds","E08000035","Chinese","ONS 5","All","All/Boys/Girls","79"
