"Title","Overall absence by ethnicity and local authority"
"Location","England"
"Time period","2015/16"
"Data source","Statistics: pupil absence"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","18 May 2017"

"Standard Ethnicity","Local authority","%"
"Other","Newham","4.1"
"Other","Norfolk","4.6"
"Other","North East Lincolnshire","4.2"
"Other","North Lincolnshire","5.8"
"Other","North Somerset","4.5"
"Other","North Tyneside","5.5"
"Other","North Yorkshire","5.2"
"Other","Northamptonshire","4.2"
"Other","Northumberland","4.8"
"Other","Nottingham","4.8"
"Other","Nottinghamshire","4.9"
"Other","Oldham","5.9"
"Other","Oxfordshire","4.6"
"Other","Peterborough","3.7"
"Other","Plymouth","4.7"
"Other","Poole","4.0"
"Other","Portsmouth","4.5"
"Other","Reading","4.3"
"Other","Redbridge","5.1"
"Other","Redcar and Cleveland","4.1"
"Other","Richmond upon Thames","4.2"
"Other","Rochdale","4.4"
"Other","Rotherham","4.7"
"Other","Rutland","4.5"
"Other","Salford","4.7"
"Other","Sandwell","5.1"
"Other","Sefton","5.0"
"Other","Sheffield","4.8"
"Other","Shropshire","4.7"
"Other","Slough","4.2"
"Other","Solihull","3.9"
"Other","Somerset","4.2"
"Other","South Gloucestershire","4.3"
"Other","South Tyneside","4.6"
"Other","Southampton","4.3"
"Other","Southend-on-Sea","4.6"
"Other","Southwark","4.3"
"Other","St. Helens","5.6"
"Other","Staffordshire","4.4"
"Other","Stockport","4.7"
"Other","Stockton-on-Tees","5.0"
"Other","Stoke-on-Trent","5.6"
"Other","Suffolk","4.0"
"Other","Sunderland","5.8"
"Other","Surrey","3.7"
"Other","Sutton","3.8"
"Other","Swindon","4.7"
"Other","Tameside","3.7"
"Other","Telford and Wrekin","4.1"
"Other","Thurrock","3.9"
"Other","Torbay","5.2"
"Other","Tower Hamlets","3.6"
"Other","Trafford","4.2"
"Other","Wakefield","4.7"
"Other","Walsall","5.3"
"Other","Waltham Forest","4.3"
"Other","Wandsworth","4.3"
"Other","Warrington","5.5"
"Other","Warwickshire","4.0"
"Other","West Berkshire","4.5"
"Other","West Sussex","4.5"
"Other","Westminster","5.1"
"Other","Wigan","5.0"
"Other","Wiltshire","4.2"
"Other","Windsor and Maidenhead","4.2"
"Other","Wirral","5.3"
"Other","Wokingham","5.1"
"Other","Wolverhampton","6.1"
"Other","Worcestershire","4.5"
"Other","York","5.5"
