"Title","Persistent absence by ethnicity and local authority"
"Location","England"
"Time period","2015/16"
"Data source","Statistics: pupil absence"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","18 May 2017"

"Standard Ethnicity","Local authority","%"
"Other","Northamptonshire","8.5"
"Other","Northumberland","12.9"
"Other","Nottingham","13.2"
"Other","Nottinghamshire","13.3"
"Other","Oldham","18.3"
"Other","Oxfordshire","11.1"
"Other","Peterborough","9.1"
"Other","Plymouth","10.5"
"Other","Poole","!"
"Other","Portsmouth","12.4"
"Other","Reading","9.5"
"Other","Redbridge","11.6"
"Other","Redcar and Cleveland","!"
"Other","Richmond upon Thames","7.9"
"Other","Rochdale","7.4"
"Other","Rotherham","9.9"
"Other","Rutland","15.0"
"Other","Salford","12.3"
"Other","Sandwell","11.4"
"Other","Sefton","14.8"
"Other","Sheffield","10.6"
"Other","Shropshire","8.7"
"Other","Slough","6.8"
"Other","Solihull","6.5"
"Other","Somerset","9.2"
"Other","South Gloucestershire","11.7"
"Other","South Tyneside","12.1"
"Other","Southampton","10.9"
"Other","Southend-on-Sea","12.0"
"Other","Southwark","9.8"
"Other","St. Helens","14.5"
"Other","Staffordshire","10.1"
"Other","Stockport","10.8"
"Other","Stockton-on-Tees","9.5"
"Other","Stoke-on-Trent","20.1"
"Other","Suffolk","9.2"
"Other","Sunderland","20.9"
"Other","Surrey","6.4"
"Other","Sutton","7.7"
"Other","Swindon","11.0"
"Other","Tameside","5.3"
"Other","Telford and Wrekin","10.7"
"Other","Thurrock","10.5"
"Other","Torbay","17.3"
"Other","Tower Hamlets","7.3"
"Other","Trafford","8.1"
"Other","Wakefield","7.1"
"Other","Walsall","14.4"
"Other","Waltham Forest","8.5"
"Other","Wandsworth","9.4"
"Other","Warrington","13.5"
"Other","Warwickshire","9.0"
"Other","West Berkshire","9.5"
"Other","West Sussex","9.3"
"Other","Westminster","11.1"
"Other","Wigan","12.1"
"Other","Wiltshire","9.5"
"Other","Windsor and Maidenhead","8.8"
"Other","Wirral","9.8"
"Other","Wokingham","11.0"
"Other","Wolverhampton","24.1"
"Other","Worcestershire","11.7"
"Other","York","17.6"
