"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","Boys-Value","Boys-Denominator","Girls-Value","Girls-Denominator"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","37","158","NA","NA","","36","93","39","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","54","113","NA","NA","","53","62","55","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","45","228","NA","NA","","43","129","49","99"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","47","286","NA","NA","","39","150","56","136"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","50","199","NA","NA","","47","103","53","96"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","56","255","NA","NA","","51","137","62","118"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","28","129","NA","NA","","30","64","26","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","55","188","NA","NA","","44","100","68","88"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","49","130","NA","NA","","36","62","60","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","25","141","NA","NA","","21","67","28","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","63","363","NA","NA","","61","170","64","193"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","43","161","NA","NA","","38","90","49","71"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","53","158","NA","NA","","42","86","65","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","54","229","NA","NA","","52","105","55","124"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","47","424","NA","NA","","39","178","52","246"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","59","195","NA","NA","","53","91","64","104"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","56","324","NA","NA","","48","184","66","140"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","51","208","NA","NA","","43","98","57","110"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","56","163","NA","NA","","47","72","63","91"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","50","127","NA","NA","","51","67","50","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","41","299","NA","NA","","38","154","44","145"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","65","224","NA","NA","","64","101","66","123"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","64","115","NA","NA","","66","41","64","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","40","155","NA","NA","","36","73","44","82"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","38","230","NA","NA","","31","113","44","117"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","64","135","NA","NA","","60","67","68","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","62","201","NA","NA","","57","104","67","97"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","37","227","NA","NA","","32","109","42","118"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","51","49","NA","NA","","56","27","46","22"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","48","181","NA","NA","","45","101","51","80"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","41","312","NA","NA","","38","152","44","160"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","39","166","NA","NA","","32","84","45","82"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","43","350","NA","NA","","38","189","50","161"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","44","27","NA","NA","","33","18","67","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","55","536","NA","NA","","53","271","57","265"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","39","125","NA","NA","","29","51","46","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","46","187","NA","NA","","48","95","44","92"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","38","288","NA","NA","","33","148","44","140"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","43","54","NA","NA","","48","25","38","29"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","24","98","NA","NA","","26","47","22","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","37","112","NA","NA","","40","60","33","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","36","95","NA","NA","","23","44","47","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","48","473","NA","NA","","43","241","53","232"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","47","75","NA","NA","","39","33","52","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","47","258","NA","NA","","39","131","54","127"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","52","99","NA","NA","","56","48","47","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","48","89","NA","NA","","37","52","65","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","38","74","NA","NA","","37","38","39","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","53","73","NA","NA","","48","40","61","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","34","209","NA","NA","","27","108","42","101"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","38","99","NA","NA","","36","45","41","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","39","95","NA","NA","","37","51","41","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","46","80","NA","NA","","48","50","43","30"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","37","195","NA","NA","","32","93","42","102"
