"Title","EBacc achievement by ethnicity and area "
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","19","155","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","31","187","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","9","223","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","26","169","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","16","143","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","33","194","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","26","103","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","30","541","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","32","702","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","14","192","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","19","178","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","28","105","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","37","91","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","20","305","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","43","61","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","25","142","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","34","193","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","39","133","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","32","253","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","23","158","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","38","113","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","22","228","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","27","286","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","23","199","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","35","255","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","17","129","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","34","188","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","34","130","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","15","141","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","45","363","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","29","161","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","25","158","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","39","229","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","24","424","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","39","195","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","30","324","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","32","208","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","28","163","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","32","127","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","26","299","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","43","224","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","58","115","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","30","155","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","29","230","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","44","135","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","50","201","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","24","227","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","27","49","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","28","181","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","35","312","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","22","166","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","30","350","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","19","27","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","40","536","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","31","125","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","25","187","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","22","288","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","24","54","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","18","98","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","24","112","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","14","95","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","36","473","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","33","75","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","26","258","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","34","99","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","26","89","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","28","74","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","37","73","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","19","209","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","22","99","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","26","95","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","23","80","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","28","195","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","36","66","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","33","43","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","32","47","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","24","100","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","17","109","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","20","60","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","35","40","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","34","115","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","42","33","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","19","21","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","46","35","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","21","14","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","17","172","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","33","249","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","37","38","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","38","42","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","29","21","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","33","57","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","29","106","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","36","90","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","35","735","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","21","19","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","38","611","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","30","244","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","21","62","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","30","37","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","32","31","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","x","x","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","24","1147","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","41","132","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","28","974","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","14","822","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","21","551","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","37","38","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","48","23","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","43","14","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","34","168","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","25","253","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","39","327","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","35","49","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","20","30","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","59","64","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","x","6","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","16","2482","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","21","375","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","17","77","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","42","12","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","47","17","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","23","1139","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","22","849","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","x","10","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","36","62","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","37","93","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","15","231","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","19","501","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","27","116","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","All pupils","All pupils","64","11","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","27","482","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","21","75","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","27","1631","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","33","505","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","x","76","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","34","326","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","25","438","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","41","180","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","x","4","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","25","4580","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","31","660","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","21","298","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","x","5","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","19","934","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","x","19","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","35","278","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","22","254","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","19","301","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","30","117","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","32","628","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","39","263","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","28","530","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","18","142","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","15","273","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","34","190","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","39","46","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","58","337","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","43","849","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","24","967","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","40","88","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","25","367","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","62","135","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","34","102","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","45","65","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","26","272","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","City of London","Local Authority","E09000001","All pupils","All pupils",".",".","NA","NA","Not applicable"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","38","272","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","40","116","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","37","127","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","29","170","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","46","26","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","28","79","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","30","129","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","38","1601","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","45","124","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","31","1685","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","40","333","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","33","199","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","30","398","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","63","512","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","48","207","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","40","900","NA","NA",""
