"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Boys-Value","Girls-Value"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","41","35","48"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","32","25","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","39","34","45"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","33","27","40"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","York","Local Authority","E06000014","All pupils","All pupils","56","52","60"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","31","26","35"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","31","25","36"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","19","16","22"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","30","25","34"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","43","38","48"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","40","36","44"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","28","22","34"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","40","33","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","32","22","45"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","40","35","46"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","36","31","42"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","33","29","37"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","43","35","52"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","19","16","22"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","38","34","43"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","45","38","51"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","35","30","40"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","27","23","31"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","46","41","52"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","33","29","37"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","41","36","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","22","15","29"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","40","36","44"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","33","28","39"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","40","35","45"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","35","30","40"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","36","31","42"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","45","40","49"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","24","25","24"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","35","30","42"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","36","29","43"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","37","33","42"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","30","26","34"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","40","36","44"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","49","42","55"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","53","52","55"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","68","69","67"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","41","36","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","40","38","43"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","55","53","57"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","50","45","56"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","42","35","51"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","36","34","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","55","51","59"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","29","28","31"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","56","49","64"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","56","39","68"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","33","29","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","57","53","61"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","37","34","41"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","49","41","57"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","52","42","61"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","45","34","54"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","61","56","67"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","54","48","60"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","41","36","45"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","48","41","54"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","47","45","49"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","35","30","39"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","55","54","56"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","56","54","57"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","44","38","51"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","35","32","39"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","57","50","63"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","44","39","51"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","39","31","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","37","31","43"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","38","35","41"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","45","41","49"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","34","31","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","41","36","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","28","22","34"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","42","36","48"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","35","34","36"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","41","36","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","38","30","46"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","37","35","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","37","37","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","39","34","43"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","38","33","44"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","45","40","51"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","49","45","52"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","41","35","46"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","43","37","50"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","53","45","62"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","53","50","56"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","41","37","45"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","32","26","37"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","27","38"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","43","38","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","47","43","50"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","34","30","39"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","31","27","35"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","39","31","47"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","39","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","36","30","41"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","33","31","35"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","31","27","35"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","!","32","!"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","41","37","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","62","63","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","47","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","50","46","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","25","18","29"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","52","42","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","51","53","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","33","43","27"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","45","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","35","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","44","38","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","56","25","80"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","33","23","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","17","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","31","15","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","49","45","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","36","19","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","50","45","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","43","32","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","68","77","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","34","25","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","27","23","30"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","30","25","34"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","18","24","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","34","33","34"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","46","44","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","37","32","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","48","41","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","28","34","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","50","44","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","34","20","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","36","26","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","52","47","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","40","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","32","26","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","29","19","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","30","17","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","28","25","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","41","32","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","30","23","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","41","40","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","32","28","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","37","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","43","40","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","38","33","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","40","35","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","34","26","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","York","Local Authority","E06000014","All pupils","All pupils","67","53","81"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","36","30","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","28","21","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","29","26","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","36","28","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","55","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","39","30","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","37","30","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","40","28","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","56","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","41","40","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","39","30","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","28","26","30"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","52","56","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","21","13","32"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","40","42","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","39","36","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","34","23","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","22","19","24"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","47","42","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","34","29","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","46","47","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","20","11","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","40","36","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","27","23","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","50","40","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","38","32","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","47","44","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","46","41","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","25","22","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","35","28","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","42","33","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","44","39","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","33","33","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","51","47","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","42","28","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","51","49","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","69","62","77"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","43","34","52"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","37","36","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","54","53","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","45","43","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","47","39","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","50","47","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","56","51","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","28","30","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","55","44","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","49","36","60"
