"Title"," EBacc entry by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Boys-Value","Girls-Value"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","48","43","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","43","46","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","!","!","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","36","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","27","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","35","18","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","73","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","!","38","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","63","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","20","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","33","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","38","32","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","50","35","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","42","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","46","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","32","38","24"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","42","37","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","32","24","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","15","14","16"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","37","32","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","47","49","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","60","63","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","38","29","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","29","24","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","36","28","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","43","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","69","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","33","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","31","21","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","40","25","63"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","43","41","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","44","50","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","26","14","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","37","33","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","36","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","44","40","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","50","35","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","38","32","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","21","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","York","Local Authority","E06000014","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","22","15","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","31","26","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","21","15","29"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","44","33","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","45","34","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","31","23","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","55","49","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","39","27","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","46","41","51"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","43","36","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","21","16","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","44","29","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","32","21","39"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","38","31","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","39","33","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","37","27","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","32","14","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","20","19","20"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","20","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","28","19","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","36","28","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","61","52","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","55","47","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","51","44","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","35","38","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","43","33","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","51","43","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","62","59","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","25","12","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","51","47","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","40","35","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","49","38","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","55","53","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","30","23","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","47","47","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","43","41","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","51","43","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","38","30","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","48","44","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","58","48","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","44","41","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","53","41","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","44","32","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","39","29","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","55","50","59"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","59","46","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","44","40","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","45","33","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","44","34","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","49","44","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","50","46","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","52","47","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","53","44","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","56","50","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","42","36","48"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","54","52","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","45","42","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","31","26","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","32","25","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","48","42","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","64","59","68"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","32","22","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","54","46","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","46","41","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","34","27","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","36","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","44","34","55"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","54","46","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","44","30","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","54","47","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","32","22","45"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","53","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","23","18","28"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","27","24","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","43","52","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","49","41","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","32","39","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","34","28","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","35","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","47","41","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","38","36","40"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","41","50","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","24","17","30"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","50","43","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","33","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","18","11","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","20","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","29","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","26","17","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","36","38","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","40","27","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","!","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","69","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","67","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","100","N/A","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","!","!","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","57","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","60","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","63","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","67","100","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","41","25","56"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","64","64","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","51","29","79"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","43","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","!","!","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","42","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","71","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","50","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","79","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","N/A","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","60","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","!","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","60","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","50","50","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","N/A","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","100","100","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","62","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","!","!","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","61","57","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","!","!","!"
