"Title","EBacc entry by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator "
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","41","5,886"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","32","2,980"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","39","4,001"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","33","3,407"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","York","Local Authority","E06000014","All pupils","All pupils","56","1,511"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","31","2,015"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","31","7,297"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","19","1,149"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","30","6,108"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","43","7,464"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","40","6,612"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","28","1,528"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","40","7,243"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","32","472"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","40","4,492"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","36","2,275"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","33","2,974"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","43","1,681"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","19","1,986"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","38","2,857"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","45","2,375"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","35","8,176"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","27","1,801"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","46","1,769"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","33","2,306"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","41","5,003"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","22","1,457"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","40","5,183"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","33","1,308"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","40","5,139"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","35","2,376"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","36","13,142"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","45","10,336"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","24","937"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","35","7,551"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","36","1,698"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","37","1,649"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","30","6,440"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","40","1,385"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","49","549"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","53","687"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","68","624"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","41","1,005"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","40","506"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","55","297"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","50","491"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","42","698"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","36","582"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","55","685"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","29","316"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","56","571"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","56","483"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","33","1,051"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","57","1,835"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","37","2,183"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","49","579"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","52","2,419"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","45","1,534"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","61","826"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","54","1,754"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","41","1,071"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","48","610"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","47","2,237"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","35","1,479"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","55","951"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","56","871"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","44","734"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","35","903"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","57","1,025"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","44","1,623"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","39","969"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","37","946"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","38","1,802"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","45","4,220"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","34","4,532"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","41","12,110"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","28","1,249"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","42","14,022"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","35","2,508"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","41","1,994"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","38","5,136"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","37","1,515"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","37","711"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","39","497"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","38","1,593"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","45","8,958"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","49","1,704"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","41","7,316"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","43","1,119"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","53","1,231"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","53","1,863"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","41","1,429"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","32","2,316"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","5,232"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","43","6,726"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","47","3,933"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","34","5,882"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","!","21"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","31","2,043"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","39","2,489"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","39","1,338"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","36","4,933"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","33","2,530"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","31","1,756"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","!","1,335"
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","41","4,582"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","England","Country","E92000001","All pupils","All pupils","42","22,753"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","62","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","47","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","50","20"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","50","8"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","25","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","52","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","51","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","33","36"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","45","20"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","35","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","44","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","56","27"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","33","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","17","24"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","31","88"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","49","101"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","36","93"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","50","72"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","43","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","68","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","34","277"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","27","203"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","30","344"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","18","90"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","34","83"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","46","80"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","37","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","!","15"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","48","105"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","28","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","50","132"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","34","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","36","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","52","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","40","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","32","218"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","29","93"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","30","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","28","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","41","44"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","30","225"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","41","335"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","32","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","37","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","43","124"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","38","58"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","40","265"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","34","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","York","Local Authority","E06000014","All pupils","All pupils","67","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","36","166"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","28","161"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","29","210"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","36","246"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","55","134"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","39","327"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","37","231"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","40","255"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","56","9"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","41","834"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","39","181"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","28","183"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","52","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","21","223"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","40","53"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","39","181"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","34","189"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","22","69"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","47","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","34","155"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","46","187"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","20","223"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","40","169"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","27","143"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","50","194"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","38","103"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","47","541"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","46","702"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","25","192"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","35","178"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","42","105"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","44","91"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","33","305"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","51","61"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","42","142"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","51","193"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","69","133"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","43","253"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","37","158"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","54","113"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","45","228"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","47","286"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","50","199"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","56","255"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","28","129"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","55","188"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","49","130"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","25","141"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","63","363"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","43","161"
