"Title","EBacc entry by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","53","158"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","54","229"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","47","424"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","59","195"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","56","324"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","51","208"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","56","163"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","50","127"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","41","299"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","65","224"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","64","115"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","40","155"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","38","230"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","64","135"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","62","201"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","37","227"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","51","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","48","181"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","41","312"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","39","166"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","43","350"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","44","27"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","55","536"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","39","125"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","46","187"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","38","288"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","43","54"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","24","98"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","37","112"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","36","95"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","48","473"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","47","75"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","47","258"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","52","99"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","48","89"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","38","74"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","53","73"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","34","209"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","38","99"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","39","95"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","46","80"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","37","195"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","47","66"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","49","43"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","40","47"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","38","100"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","28","109"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","30","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","43","40"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","52","115"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","England","Country","E92000001","All pupils","All pupils","48","50,541"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","76","33"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","43","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","60","35"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","64","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","22","172"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","45","249"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","45","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","50","42"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","43","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","49","57"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","43","106"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","57","90"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","48","735"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","32","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","58","611"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","48","244"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","39","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","38","37"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","39","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lancashire","Local Authority","E10000017","All pupils","All pupils","36","1,147"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Liverpool","Local Authority","E08000012","All pupils","All pupils","61","132"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Manchester","Local Authority","E08000003","All pupils","All pupils","44","974"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Oldham","Local Authority","E08000004","All pupils","All pupils","22","822"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Rochdale","Local Authority","E08000005","All pupils","All pupils","37","551"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Salford","Local Authority","E08000006","All pupils","All pupils","55","38"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sefton","Local Authority","E08000014","All pupils","All pupils","52","23"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","St. Helens","Local Authority","E08000013","All pupils","All pupils","50","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Stockport","Local Authority","E08000007","All pupils","All pupils","57","168"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Tameside","Local Authority","E08000008","All pupils","All pupils","35","253"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Trafford","Local Authority","E08000009","All pupils","All pupils","46","327"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Warrington","Local Authority","E06000007","All pupils","All pupils","53","49"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wigan","Local Authority","E08000010","All pupils","All pupils","30","30"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wirral","Local Authority","E08000015","All pupils","All pupils","67","64"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Barnsley","Local Authority","E08000016","All pupils","All pupils","!","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bradford","Local Authority","E08000032","All pupils","All pupils","34","2,482"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Calderdale","Local Authority","E08000033","All pupils","All pupils","35","375"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Doncaster","Local Authority","E08000017","All pupils","All pupils","29","77"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","58","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","65","17"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kirklees","Local Authority","E08000034","All pupils","All pupils","39","1,139"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Leeds","Local Authority","E08000035","All pupils","All pupils","43","849"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","10"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","37","62"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","44","93"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Rotherham","Local Authority","E08000018","All pupils","All pupils","21","231"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sheffield","Local Authority","E08000019","All pupils","All pupils","39","501"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wakefield","Local Authority","E08000036","All pupils","All pupils","40","116"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","York","Local Authority","E06000014","All pupils","All pupils","73","11"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Derby","Local Authority","E06000015","All pupils","All pupils","44","482"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Derbyshire","Local Authority","E10000007","All pupils","All pupils","39","75"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Leicester","Local Authority","E06000016","All pupils","All pupils","43","1,631"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Leicestershire","Local Authority","E10000018","All pupils","All pupils","51","505"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","!","76"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","49","326"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Nottingham","Local Authority","E06000018","All pupils","All pupils","42","438"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","56","180"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Rutland","Local Authority","E06000017","All pupils","All pupils","!","4"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Birmingham","Local Authority","E08000025","All pupils","All pupils","44","4,580"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Coventry","Local Authority","E08000026","All pupils","All pupils","49","660"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Dudley","Local Authority","E08000027","All pupils","All pupils","34","298"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","!","5"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sandwell","Local Authority","E08000028","All pupils","All pupils","30","934"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Shropshire","Local Authority","E06000051","All pupils","All pupils","!","19"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Solihull","Local Authority","E08000029","All pupils","All pupils","54","278"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Staffordshire","Local Authority","E10000028","All pupils","All pupils","35","254"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","33","301"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","50","117"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Walsall","Local Authority","E08000030","All pupils","All pupils","45","628"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Warwickshire","Local Authority","E10000031","All pupils","All pupils","54","263"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","40","530"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Worcestershire","Local Authority","E10000034","All pupils","All pupils","27","142"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bedford","Local Authority","E06000055","All pupils","All pupils","27","273"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","55","190"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","59","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Essex","Local Authority","E10000012","All pupils","All pupils","71","337"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","56","849"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Luton","Local Authority","E06000032","All pupils","All pupils","43","967"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Norfolk","Local Authority","E10000020","All pupils","All pupils","51","88"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Peterborough","Local Authority","E06000031","All pupils","All pupils","43","367"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","70","135"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Suffolk","Local Authority","E10000029","All pupils","All pupils","46","102"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Thurrock","Local Authority","E06000034","All pupils","All pupils","55","65"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Camden","Local Authority","E09000007","All pupils","All pupils","45","272"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hackney","Local Authority","E09000012","All pupils","All pupils","61","272"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","66","116"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Haringey","Local Authority","E09000014","All pupils","All pupils","48","127"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Islington","Local Authority","E09000019","All pupils","All pupils","49","170"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","62","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lambeth","Local Authority","E09000022","All pupils","All pupils","60","79"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Lewisham","Local Authority","E09000023","All pupils","All pupils","57","129"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Newham","Local Authority","E09000025","All pupils","All pupils","59","1,601"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Southwark","Local Authority","E09000028","All pupils","All pupils","66","124"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","53","1,685"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wandsworth","Local Authority","E09000032","All pupils","All pupils","70","333"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Westminster","Local Authority","E09000033","All pupils","All pupils","45","199"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","41","398"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Barnet","Local Authority","E09000003","All pupils","All pupils","75","512"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bexley","Local Authority","E09000004","All pupils","All pupils","61","207"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Brent","Local Authority","E09000005","All pupils","All pupils","63","900"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bromley","Local Authority","E09000006","All pupils","All pupils","67","167"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Croydon","Local Authority","E09000008","All pupils","All pupils","55","453"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Ealing","Local Authority","E09000009","All pupils","All pupils","49","747"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Enfield","Local Authority","E09000010","All pupils","All pupils","70","313"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Greenwich","Local Authority","E09000011","All pupils","All pupils","61","207"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Harrow","Local Authority","E09000015","All pupils","All pupils","57","900"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Havering","Local Authority","E09000016","All pupils","All pupils","62","117"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hillingdon","Local Authority","E09000017","All pupils","All pupils","58","751"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hounslow","Local Authority","E09000018","All pupils","All pupils","68","696"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","75","343"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Merton","Local Authority","E09000024","All pupils","All pupils","49","222"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Redbridge","Local Authority","E09000026","All pupils","All pupils","51","1,623"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","56","96"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Sutton","Local Authority","E09000029","All pupils","All pupils","82","524"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","46","635"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","24","41"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","42","82"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","44","855"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","East Sussex","Local Authority","E10000011","All pupils","All pupils","45","60"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Hampshire","Local Authority","E10000014","All pupils","All pupils","53","333"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","25","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Kent","Local Authority","E10000016","All pupils","All pupils","63","526"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Medway","Local Authority","E06000035","All pupils","All pupils","58","157"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","55","204"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","43","317"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","95"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Reading","Local Authority","E06000038","All pupils","All pupils","44","221"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Slough","Local Authority","E06000039","All pupils","All pupils","46","798"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Southampton","Local Authority","E06000045","All pupils","All pupils","56","176"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Surrey","Local Authority","E10000030","All pupils","All pupils","52","602"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","West Berkshire","Local Authority","E06000037","All pupils","All pupils","54","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","West Sussex","Local Authority","E10000032","All pupils","All pupils","51","330"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","47","191"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wokingham","Local Authority","E06000041","All pupils","All pupils","57","166"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","54","24"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bournemouth","Local Authority","E06000028","All pupils","All pupils","68","40"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","37","253"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Cornwall","Local Authority","E06000052","All pupils","All pupils","33","21"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Devon","Local Authority","E10000008","All pupils","All pupils","62","26"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Dorset","Local Authority","E10000009","All pupils","All pupils","35","46"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","60","146"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","North Somerset","Local Authority","E06000024","All pupils","All pupils","41","32"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Plymouth","Local Authority","E06000026","All pupils","All pupils","72","25"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Poole","Local Authority","E06000029","All pupils","All pupils","61","31"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Somerset","Local Authority","E10000027","All pupils","All pupils","44","50"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","40","67"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Swindon","Local Authority","E06000030","All pupils","All pupils","48","195"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Torbay","Local Authority","E06000027","All pupils","All pupils","50","12"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","5+1","Wiltshire","Local Authority","E06000054","All pupils","All pupils","43","70"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","England","Country","E92000001","All pupils","All pupils","43","27,589"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","50","6"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","!","!"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","36","14"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","5"
