"","2014/15","2016/17"
"","%","%"
"All","75.2","76.7"
"Asian","63.3","63.6"
"Black","78.6","80.4"
"Chinese","48.7","58.5"
"Mixed","75.2","76.8"
"White","78.1","79.1"
"Other","54.5","56.7"
