"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Supress?"
"Jan13-Dec13","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","North East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan13-Dec13","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","All","All","9800","1971400","44","0.5","2.1",""
"Jan14-Dec14","Unreported","All","White","7600","1569500","39","0.5","3.5",""
"Jan14-Dec14","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","London","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","London","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","South West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan14-Dec14","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","All","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","All","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","East Midlands","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","London","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Wales","Ethnic Minority","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan15-Dec15","Unreported","Yorkshire and The Humber","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","All","All","7700","1551400","34","0.5","2.4",""
"Jan16-Dec16","Unreported","All","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","East of England","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","East of England","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","London","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","London","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","West Midlands","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","West Midlands","White","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","West Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","Yorkshire and The Humber","All","?","?","?","?","?","Supress"
"Jan16-Dec16","Unreported","Yorkshire and The Humber","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","All","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","All","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","All","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","East Midlands","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","East Midlands","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","London","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","London","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","London","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","North East","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","North East","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","North West","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","North West","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","North West","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","Scotland","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","Scotland","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","South East","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","South East","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","South East","Ethnic Minority","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","South West","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","South West","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","Wales","All","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","Wales","White","?","?","?","?","?","Supress"
"Jan17-Dec17","Unreported","Wales","Ethnic Minority","?","?","?","?","?","Supress"
