"Title","Length of time spent in unemployment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"DATE","DURATION","REGION","ETHNICITY","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","Confidence Interval","Suppress?"
"Jan15-Dec15","12+ months","East of England","Ethnic Minority","4530","14160","20","?","?","Suppress"
"Jan15-Dec15","12+ months","London","All","78842","284142","236","27.7","5.7",""
"Jan15-Dec15","12+ months","London","White","32558","129282","95","?","?","Suppress"
"Jan15-Dec15","12+ months","London","Ethnic Minority","46284","154860","141","29.9","11.9",""
"Jan15-Dec15","12+ months","North East","All","36066","98037","250","36.8","6",""
"Jan15-Dec15","12+ months","North East","White","34510","92122","239","37.5","9.7",""
"Jan15-Dec15","12+ months","North East","Ethnic Minority","1556","5915","11","?","?","Suppress"
"Jan15-Dec15","12+ months","North West","All","60054","186162","293","32.3","5.4",""
"Jan15-Dec15","12+ months","North West","White","50891","150414","250","33.8","9.3",""
"Jan15-Dec15","12+ months","North West","Ethnic Minority","9163","35668","43","?","?","Suppress"
"Jan15-Dec15","12+ months","Scotland","All","51746","158991","321","32.5","5.1",""
"Jan15-Dec15","12+ months","Scotland","White","48471","148428","310","32.7","8.3",""
"Jan15-Dec15","12+ months","Scotland","Ethnic Minority","2918","9386","10","?","?","Suppress"
"Jan15-Dec15","12+ months","South East","All","43279","194351","181","22.3","6.1",""
"Jan15-Dec15","12+ months","South East","White","36559","162545","152","22.5","10.5",""
"Jan15-Dec15","12+ months","South East","Ethnic Minority","6720","31806","29","?","?","Suppress"
"Jan15-Dec15","12+ months","South West","All","22955","109970","96","20.9","8.1",""
"Jan15-Dec15","12+ months","South West","White","19492","99458","84","?","?","Suppress"
"Jan15-Dec15","12+ months","South West","Ethnic Minority","3463","10512","12","?","?","Suppress"
"Jan15-Dec15","12+ months","Wales","All","29926","88241","284","33.9","5.5",""
"Jan15-Dec15","12+ months","Wales","White","28410","82681","274","34.4","8.9",""
"Jan15-Dec15","12+ months","Wales","Ethnic Minority","1516","5560","10","?","?","Suppress"
"Jan15-Dec15","12+ months","West Midlands","All","54144","161391","199","33.5","6.6",""
"Jan15-Dec15","12+ months","West Midlands","White","37241","114812","154","32.4","11.7",""
"Jan15-Dec15","12+ months","West Midlands","Ethnic Minority","16903","46579","45","?","?","Suppress"
"Jan15-Dec15","12+ months","Yorkshire and The Humber","All","49552","162733","223","30.4","6",""
"Jan15-Dec15","12+ months","Yorkshire and The Humber","White","43371","132030","203","32.8","10.2",""
"Jan15-Dec15","12+ months","Yorkshire and The Humber","Ethnic Minority","6181","30703","20","?","?","Suppress"
"Jan16-Dec16","12+ months","All","All","397787","1551565","1689","25.6","2.1",""
"Jan16-Dec16","12+ months","All","White","303074","1214736","1383","24.9","3.6",""
"Jan16-Dec16","12+ months","All","Ethnic Minority","94222","335591","304","28.1","8",""
"Jan16-Dec16","12+ months","East Midlands","All","22769","100611","77","22.6","9.3",""
"Jan16-Dec16","12+ months","East Midlands","White","21379","87941","70","?","?","Suppress"
"Jan16-Dec16","12+ months","East Midlands","Ethnic Minority","1390","12670","7","?","?","Suppress"
"Jan16-Dec16","12+ months","East of England","All","24075","120560","85","20","8.5",""
"Jan16-Dec16","12+ months","East of England","White","19738","104224","65","?","?","Suppress"
"Jan16-Dec16","12+ months","East of England","Ethnic Minority","4337","16336","20","?","?","Suppress"
"Jan16-Dec16","12+ months","London","All","65375","269707","180","24.2","6.3",""
"Jan16-Dec16","12+ months","London","White","21407","117967","63","?","?","Suppress"
"Jan16-Dec16","12+ months","London","Ethnic Minority","43968","151740","117","29","13",""
"Jan16-Dec16","12+ months","North East","All","27939","84893","159","32.9","7.3",""
"Jan16-Dec16","12+ months","North East","White","25988","78985","148","32.9","12",""
"Jan16-Dec16","12+ months","North East","Ethnic Minority","1815","5772","10","?","?","Suppress"
"Jan16-Dec16","12+ months","North West","All","43980","181029","212","24.3","5.8",""
"Jan16-Dec16","12+ months","North West","White","35799","150517","172","23.8","10.1",""
"Jan16-Dec16","12+ months","North West","Ethnic Minority","8181","30512","40","?","?","Suppress"
"Jan16-Dec16","12+ months","Scotland","All","34334","131385","202","26.1","6.1",""
"Jan16-Dec16","12+ months","Scotland","White","32328","123783","193","26.1","9.8",""
"Jan16-Dec16","12+ months","Scotland","Ethnic Minority","2006","7179","9","?","?","Suppress"
"Jan16-Dec16","12+ months","South East","All","37613","188448","130","20","6.9",""
"Jan16-Dec16","12+ months","South East","White","31920","159799","107","20","12",""
"Jan16-Dec16","12+ months","South East","Ethnic Minority","5338","28294","22","?","?","Suppress"
"Jan16-Dec16","12+ months","South West","All","25196","113955","91","22.1","8.5",""
"Jan16-Dec16","12+ months","South West","White","22860","104062","84","?","?","Suppress"
"Jan16-Dec16","12+ months","South West","Ethnic Minority","2336","9893","7","?","?","Suppress"
"Jan16-Dec16","12+ months","Wales","All","19845","68424","182","29","6.6",""
"Jan16-Dec16","12+ months","Wales","White","19569","65910","179","29.7","10.6",""
"Jan16-Dec16","12+ months","Wales","Ethnic Minority","276","2514","3","?","?","Suppress"
"Jan16-Dec16","12+ months","West Midlands","All","52147","153842","190","33.9","6.7",""
"Jan16-Dec16","12+ months","West Midlands","White","33508","103331","139","32.4","12.3",""
"Jan16-Dec16","12+ months","West Midlands","Ethnic Minority","18639","50187","51","?","?","Suppress"
"Jan16-Dec16","12+ months","Yorkshire and The Humber","All","44514","138711","181","32.1","6.8",""
"Jan16-Dec16","12+ months","Yorkshire and The Humber","White","38578","118217","163","32.6","11.4",""
"Jan16-Dec16","12+ months","Yorkshire and The Humber","Ethnic Minority","5936","20494","18","?","?","Suppress"
"Jan04-Dec04","Unreported","All","All","3077","1378994","20","?","?","Suppress"
"Jan04-Dec04","Unreported","All","White","2032","1133535","16","?","?","Suppress"
"Jan04-Dec04","Unreported","All","Ethnic Minority","1045","243305","4","?","?","Suppress"
"Jan04-Dec04","Unreported","East Midlands","All","83","91213","1","?","?","Suppress"
"Jan04-Dec04","Unreported","East Midlands","White","83","79189","1","?","?","Suppress"
"Jan04-Dec04","Unreported","East of England","All","103","103578","1","?","?","Suppress"
"Jan04-Dec04","Unreported","East of England","White","103","93633","1","?","?","Suppress"
"Jan04-Dec04","Unreported","London","All","1045","273105","4","?","?","Suppress"
"Jan04-Dec04","Unreported","London","White","495","150475","2","?","?","Suppress"
"Jan04-Dec04","Unreported","London","Ethnic Minority","550","121787","2","?","?","Suppress"
"Jan04-Dec04","Unreported","North East","All","53","68997","1","?","?","Suppress"
"Jan04-Dec04","Unreported","North East","White","53","66182","1","?","?","Suppress"
"Jan04-Dec04","Unreported","North West","All","440","152899","4","?","?","Suppress"
"Jan04-Dec04","Unreported","North West","White","440","136458","4","?","?","Suppress"
"Jan04-Dec04","Unreported","Scotland","All","206","137055","3","?","?","Suppress"
"Jan04-Dec04","Unreported","Scotland","White","206","132191","3","?","?","Suppress"
"Jan04-Dec04","Unreported","South East","All","284","156733","2","?","?","Suppress"
"Jan04-Dec04","Unreported","South East","White","284","139704","2","?","?","Suppress"
"Jan04-Dec04","Unreported","South West","All","123","85160","1","?","?","Suppress"
"Jan04-Dec04","Unreported","South West","White","123","81679","1","?","?","Suppress"
"Jan04-Dec04","Unreported","West Midlands","All","594","133853","2","?","?","Suppress"
"Jan04-Dec04","Unreported","West Midlands","White","245","98418","1","?","?","Suppress"
"Jan04-Dec04","Unreported","West Midlands","Ethnic Minority","349","35345","1","?","?","Suppress"
"Jan04-Dec04","Unreported","Yorkshire and The Humber","All","146","111142","1","?","?","Suppress"
"Jan04-Dec04","Unreported","Yorkshire and The Humber","Ethnic Minority","146","17099","1","?","?","Suppress"
"Jan05-Dec05","Unreported","All","All","4044","1442722","25","?","?","Suppress"
"Jan05-Dec05","Unreported","All","White","2415","1182474","19","?","?","Suppress"
"Jan05-Dec05","Unreported","All","Ethnic Minority","1629","258567","6","?","?","Suppress"
"Jan05-Dec05","Unreported","East Midlands","All","82","102682","1","?","?","Suppress"
"Jan05-Dec05","Unreported","East Midlands","White","82","88217","1","?","?","Suppress"
"Jan05-Dec05","Unreported","London","All","1916","276312","6","?","?","Suppress"
"Jan05-Dec05","Unreported","London","White","556","141726","2","?","?","Suppress"
"Jan05-Dec05","Unreported","London","Ethnic Minority","1360","134333","4","?","?","Suppress"
"Jan05-Dec05","Unreported","North East","All","57","68070","1","?","?","Suppress"
"Jan05-Dec05","Unreported","North East","White","57","65054","1","?","?","Suppress"
"Jan05-Dec05","Unreported","North West","All","642","173269","6","?","?","Suppress"
"Jan05-Dec05","Unreported","North West","White","507","154778","5","?","?","Suppress"
"Jan05-Dec05","Unreported","North West","Ethnic Minority","135","18098","1","?","?","Suppress"
"Jan05-Dec05","Unreported","Scotland","All","232","137525","2","?","?","Suppress"
"Jan05-Dec05","Unreported","Scotland","White","232","133561","2","?","?","Suppress"
"Jan05-Dec05","Unreported","South East","All","102","159982","1","?","?","Suppress"
"Jan05-Dec05","Unreported","South East","White","102","142363","1","?","?","Suppress"
"Jan05-Dec05","Unreported","Wales","All","52","71638","1","?","?","Suppress"
"Jan05-Dec05","Unreported","Wales","White","52","66552","1","?","?","Suppress"
"Jan05-Dec05","Unreported","West Midlands","All","862","132892","6","?","?","Suppress"
"Jan05-Dec05","Unreported","West Midlands","White","728","98260","5","?","?","Suppress"
"Jan05-Dec05","Unreported","West Midlands","Ethnic Minority","134","34330","1","?","?","Suppress"
"Jan05-Dec05","Unreported","Yorkshire and The Humber","All","99","119551","1","?","?","Suppress"
"Jan05-Dec05","Unreported","Yorkshire and The Humber","White","99","105928","1","?","?","Suppress"
"Jan06-Dec06","Unreported","All","All","4671","1598527","23","?","?","Suppress"
"Jan06-Dec06","Unreported","All","White","3110","1292871","17","?","?","Suppress"
"Jan06-Dec06","Unreported","All","Ethnic Minority","1162","303853","5","?","?","Suppress"
"Jan06-Dec06","Unreported","East Midlands","All","318","116416","1","?","?","Suppress"
"Jan06-Dec06","Unreported","East Midlands","White","318","101660","1","?","?","Suppress"
"Jan06-Dec06","Unreported","East of England","All","276","131115","1","?","?","Suppress"
"Jan06-Dec06","Unreported","East of England","White","276","114297","1","?","?","Suppress"
"Jan06-Dec06","Unreported","London","All","1568","298955","5","?","?","Suppress"
"Jan06-Dec06","Unreported","London","White","786","141274","3","?","?","Suppress"
"Jan06-Dec06","Unreported","London","Ethnic Minority","383","157282","1","?","?","Suppress"
"Jan06-Dec06","Unreported","North East","All","219","84161","2","?","?","Suppress"
"Jan06-Dec06","Unreported","North East","White","219","80144","2","?","?","Suppress"
"Jan06-Dec06","Unreported","North West","All","427","178427","3","?","?","Suppress"
"Jan06-Dec06","Unreported","North West","White","343","156174","2","?","?","Suppress"
"Jan06-Dec06","Unreported","North West","Ethnic Minority","84","22253","1","?","?","Suppress"
"Jan06-Dec06","Unreported","Scotland","All","274","136648","2","?","?","Suppress"
"Jan06-Dec06","Unreported","Scotland","White","274","131455","2","?","?","Suppress"
"Jan06-Dec06","Unreported","South East","All","132","195378","1","?","?","Suppress"
"Jan06-Dec06","Unreported","South East","White","132","179864","1","?","?","Suppress"
"Jan06-Dec06","Unreported","Wales","All","88","73102","1","?","?","Suppress"
"Jan06-Dec06","Unreported","Wales","White","88","69368","1","?","?","Suppress"
"Jan06-Dec06","Unreported","West Midlands","All","895","146394","4","?","?","Suppress"
"Jan06-Dec06","Unreported","West Midlands","White","523","103814","3","?","?","Suppress"
"Jan06-Dec06","Unreported","West Midlands","Ethnic Minority","372","42580","1","?","?","Suppress"
"Jan06-Dec06","Unreported","Yorkshire and The Humber","All","474","141395","3","?","?","Suppress"
"Jan06-Dec06","Unreported","Yorkshire and The Humber","White","151","124015","1","?","?","Suppress"
"Jan06-Dec06","Unreported","Yorkshire and The Humber","Ethnic Minority","323","17380","2","?","?","Suppress"
"Jan07-Dec07","Unreported","All","All","2442","1558666","12","?","?","Suppress"
"Jan07-Dec07","Unreported","All","White","2122","1258081","11","?","?","Suppress"
"Jan07-Dec07","Unreported","All","Ethnic Minority","320","299148","1","?","?","Suppress"
"Jan07-Dec07","Unreported","London","All","1384","272793","5","?","?","Suppress"
"Jan07-Dec07","Unreported","London","White","1064","128085","4","?","?","Suppress"
"Jan07-Dec07","Unreported","London","Ethnic Minority","320","144464","1","?","?","Suppress"
"Jan07-Dec07","Unreported","North East","All","109","75769","1","?","?","Suppress"
"Jan07-Dec07","Unreported","North East","White","109","73140","1","?","?","Suppress"
"Jan07-Dec07","Unreported","North West","All","542","189839","3","?","?","Suppress"
"Jan07-Dec07","Unreported","North West","White","542","162834","3","?","?","Suppress"
"Jan07-Dec07","Unreported","Wales","All","77","78994","1","?","?","Suppress"
"Jan07-Dec07","Unreported","Wales","White","77","74762","1","?","?","Suppress"
"Jan07-Dec07","Unreported","Yorkshire and The Humber","All","330","138594","2","?","?","Suppress"
"Jan07-Dec07","Unreported","Yorkshire and The Humber","White","330","119328","2","?","?","Suppress"
"Jan08-Dec08","Unreported","All","All","4207","1738374","21","?","?","Suppress"
"Jan08-Dec08","Unreported","All","White","4145","1410446","20","?","?","Suppress"
"Jan08-Dec08","Unreported","All","Ethnic Minority","62","327128","1","?","?","Suppress"
"Jan08-Dec08","Unreported","East Midlands","All","720","132900","2","?","?","Suppress"
"Jan08-Dec08","Unreported","East Midlands","White","720","112975","2","?","?","Suppress"
"Jan08-Dec08","Unreported","London","All","1039","285533","5","?","?","Suppress"
"Jan08-Dec08","Unreported","London","White","1039","130528","5","?","?","Suppress"
"Jan08-Dec08","Unreported","North East","All","128","92918","1","?","?","Suppress"
"Jan08-Dec08","Unreported","North East","White","128","88496","1","?","?","Suppress"
"Jan08-Dec08","Unreported","North West","All","895","213353","6","?","?","Suppress"
"Jan08-Dec08","Unreported","North West","White","895","184896","6","?","?","Suppress"
"Jan08-Dec08","Unreported","Scotland","All","482","130125","2","?","?","Suppress"
"Jan08-Dec08","Unreported","Scotland","White","482","125052","2","?","?","Suppress"
"Jan08-Dec08","Unreported","South East","All","170","195892","2","?","?","Suppress"
"Jan08-Dec08","Unreported","South East","White","108","173470","1","?","?","Suppress"
"Jan08-Dec08","Unreported","South East","Ethnic Minority","62","22002","1","?","?","Suppress"
"Jan08-Dec08","Unreported","West Midlands","All","653","185632","2","?","?","Suppress"
"Jan08-Dec08","Unreported","West Midlands","White","653","141884","2","?","?","Suppress"
"Jan08-Dec08","Unreported","Yorkshire and The Humber","All","120","159963","1","?","?","Suppress"
"Jan08-Dec08","Unreported","Yorkshire and The Humber","White","120","139037","1","?","?","Suppress"
"Jan09-Dec09","Unreported","All","All","5474","2343262","27","?","?","Suppress"
"Jan09-Dec09","Unreported","All","White","4161","1937556","23","?","?","Suppress"
"Jan09-Dec09","Unreported","All","Ethnic Minority","1313","403254","4","?","?","Suppress"
"Jan09-Dec09","Unreported","East Midlands","All","375","166073","1","?","?","Suppress"
"Jan09-Dec09","Unreported","East Midlands","White","375","142116","1","?","?","Suppress"
"Jan09-Dec09","Unreported","East of England","All","1079","186434","4","?","?","Suppress"
"Jan09-Dec09","Unreported","East of England","White","712","162011","3","?","?","Suppress"
"Jan09-Dec09","Unreported","East of England","Ethnic Minority","367","24294","1","?","?","Suppress"
"Jan09-Dec09","Unreported","London","All","276","381261","1","?","?","Suppress"
"Jan09-Dec09","Unreported","London","Ethnic Minority","276","183699","1","?","?","Suppress"
"Jan09-Dec09","Unreported","North East","All","171","117535","2","?","?","Suppress"
"Jan09-Dec09","Unreported","North East","White","171","111924","2","?","?","Suppress"
"Jan09-Dec09","Unreported","North West","All","992","290061","5","?","?","Suppress"
"Jan09-Dec09","Unreported","North West","White","992","250061","5","?","?","Suppress"
"Jan09-Dec09","Unreported","Scotland","All","139","185699","2","?","?","Suppress"
"Jan09-Dec09","Unreported","Scotland","White","139","179419","2","?","?","Suppress"
"Jan09-Dec09","Unreported","South East","All","71","262256","1","?","?","Suppress"
"Jan09-Dec09","Unreported","South East","White","71","239071","1","?","?","Suppress"
"Jan09-Dec09","Unreported","South West","All","170","164621","1","?","?","Suppress"
"Jan09-Dec09","Unreported","South West","White","170","155671","1","?","?","Suppress"
"Jan09-Dec09","Unreported","Wales","All","232","118062","2","?","?","Suppress"
"Jan09-Dec09","Unreported","Wales","White","232","111693","2","?","?","Suppress"
"Jan09-Dec09","Unreported","West Midlands","All","1214","253180","6","?","?","Suppress"
"Jan09-Dec09","Unreported","West Midlands","White","880","198903","5","?","?","Suppress"
"Jan09-Dec09","Unreported","West Midlands","Ethnic Minority","334","54133","1","?","?","Suppress"
"Jan09-Dec09","Unreported","Yorkshire and The Humber","All","755","218080","2","?","?","Suppress"
"Jan09-Dec09","Unreported","Yorkshire and The Humber","White","419","190655","1","?","?","Suppress"
"Jan09-Dec09","Unreported","Yorkshire and The Humber","Ethnic Minority","336","27425","1","?","?","Suppress"
"Jan10-Dec10","Unreported","All","All","4674","2341208","20","?","?","Suppress"
"Jan10-Dec10","Unreported","All","White","3481","1928247","16","?","?","Suppress"
"Jan10-Dec10","Unreported","All","Ethnic Minority","940","410590","3","?","?","Suppress"
"Jan10-Dec10","Unreported","London","All","725","371872","2","?","?","Suppress"
"Jan10-Dec10","Unreported","London","Ethnic Minority","472","191928","1","?","?","Suppress"
"Jan10-Dec10","Unreported","North East","All","107","120754","1","?","?","Suppress"
"Jan10-Dec10","Unreported","North East","White","107","114047","1","?","?","Suppress"
"Jan10-Dec10","Unreported","North West","All","343","274738","2","?","?","Suppress"
"Jan10-Dec10","Unreported","North West","White","343","241566","2","?","?","Suppress"
"Jan10-Dec10","Unreported","Scotland","All","319","205513","4","?","?","Suppress"
"Jan10-Dec10","Unreported","Scotland","White","319","197068","4","?","?","Suppress"
"Jan10-Dec10","Unreported","South East","All","1935","266557","4","?","?","Suppress"
"Jan10-Dec10","Unreported","South East","White","1935","236763","4","?","?","Suppress"
"Jan10-Dec10","Unreported","Wales","All","168","119317","2","?","?","Suppress"
"Jan10-Dec10","Unreported","Wales","White","168","113684","2","?","?","Suppress"
"Jan10-Dec10","Unreported","West Midlands","All","1077","236195","5","?","?","Suppress"
"Jan10-Dec10","Unreported","West Midlands","White","609","184347","3","?","?","Suppress"
"Jan10-Dec10","Unreported","West Midlands","Ethnic Minority","468","51526","2","?","?","Suppress"
"Jan11-Dec11","Unreported","All","All","5685","2476624","22","?","?","Suppress"
"Jan11-Dec11","Unreported","East Midlands","All","425","186976","1","?","?","Suppress"
"Jan11-Dec11","Unreported","East of England","All","127","201585","1","?","?","Suppress"
"Jan11-Dec11","Unreported","London","All","1654","405911","5","?","?","Suppress"
"Jan11-Dec11","Unreported","North East","All","116","128365","1","?","?","Suppress"
"Jan11-Dec11","Unreported","North West","All","567","290492","3","?","?","Suppress"
"Jan11-Dec11","Unreported","South East","All","309","265331","2","?","?","Suppress"
"Jan11-Dec11","Unreported","South West","All","391","160121","1","?","?","Suppress"
"Jan11-Dec11","Unreported","Wales","All","322","120767","2","?","?","Suppress"
"Jan11-Dec11","Unreported","West Midlands","All","1645","251511","5","?","?","Suppress"
"Jan11-Dec11","Unreported","Yorkshire and The Humber","All","129","244255","1","?","?","Suppress"
"Jan12-Dec12","Unreported","All","All","8584","2454331","40","0.3","1.7",""
"Jan12-Dec12","Unreported","All","White","5417","1971499","30","?","?","Suppress"
"Jan12-Dec12","Unreported","All","Ethnic Minority","3167","482052","10","?","?","Suppress"
"Jan12-Dec12","Unreported","East of England","All","707","201410","2","?","?","Suppress"
"Jan12-Dec12","Unreported","East of England","White","707","177293","2","?","?","Suppress"
"Jan12-Dec12","Unreported","London","All","2112","403113","7","?","?","Suppress"
"Jan12-Dec12","Unreported","London","White","257","183294","1","?","?","Suppress"
"Jan12-Dec12","Unreported","London","Ethnic Minority","1855","219497","6","?","?","Suppress"
"Jan12-Dec12","Unreported","North East","All","305","133073","2","?","?","Suppress"
"Jan12-Dec12","Unreported","North East","White","305","125797","2","?","?","Suppress"
"Jan12-Dec12","Unreported","North West","All","1357","295518","6","?","?","Suppress"
"Jan12-Dec12","Unreported","North West","White","1357","258278","6","?","?","Suppress"
"Jan12-Dec12","Unreported","Scotland","All","216","214992","3","?","?","Suppress"
"Jan12-Dec12","Unreported","Scotland","White","216","204156","3","?","?","Suppress"
"Jan12-Dec12","Unreported","South East","All","450","267447","4","?","?","Suppress"
"Jan12-Dec12","Unreported","South East","White","253","230046","2","?","?","Suppress"
"Jan12-Dec12","Unreported","South East","Ethnic Minority","197","37401","2","?","?","Suppress"
"Jan12-Dec12","Unreported","South West","All","191","156041","1","?","?","Suppress"
"Jan12-Dec12","Unreported","South West","White","191","146871","1","?","?","Suppress"
"Jan12-Dec12","Unreported","Wales","All","651","120975","6","?","?","Suppress"
"Jan12-Dec12","Unreported","Wales","White","651","113761","6","?","?","Suppress"
"Jan12-Dec12","Unreported","West Midlands","All","1105","235875","4","?","?","Suppress"
"Jan12-Dec12","Unreported","West Midlands","White","474","173824","3","?","?","Suppress"
"Jan12-Dec12","Unreported","West Midlands","Ethnic Minority","631","61806","1","?","?","Suppress"
"Jan12-Dec12","Unreported","Yorkshire and The Humber","All","1490","244808","5","?","?","Suppress"
"Jan12-Dec12","Unreported","Yorkshire and The Humber","White","1006","205804","4","?","?","Suppress"
"Jan12-Dec12","Unreported","Yorkshire and The Humber","Ethnic Minority","484","39004","1","?","?","Suppress"
"Jan13-Dec13","Unreported","All","All","9135","2362655","42","0.4","1.9",""
"Jan13-Dec13","Unreported","All","White","6060","1867876","33","?","?","Suppress"
"Jan13-Dec13","Unreported","All","Ethnic Minority","3075","493282","9","?","?","Suppress"
"Jan13-Dec13","Unreported","East Midlands","All","561","169684","3","?","?","Suppress"
"Jan13-Dec13","Unreported","East Midlands","White","367","142022","2","?","?","Suppress"
"Jan13-Dec13","Unreported","East Midlands","Ethnic Minority","194","27662","1","?","?","Suppress"
"Jan13-Dec13","Unreported","East of England","All","248","188377","1","?","?","Suppress"
"Jan13-Dec13","Unreported","East of England","White","248","159874","1","?","?","Suppress"
"Jan13-Dec13","Unreported","London","All","1824","390454","6","?","?","Suppress"
"Jan13-Dec13","Unreported","London","White","805","174623","3","?","?","Suppress"
"Jan13-Dec13","Unreported","London","Ethnic Minority","1019","215006","3","?","?","Suppress"
"Jan13-Dec13","Unreported","North East","All","1356","124385","11","?","?","Suppress"
"Jan13-Dec13","Unreported","North East","White","1272","118250","10","?","?","Suppress"
"Jan13-Dec13","Unreported","North East","Ethnic Minority","84","6135","1","?","?","Suppress"
"Jan13-Dec13","Unreported","North West","All","761","273676","4","?","?","Suppress"
"Jan13-Dec13","Unreported","North West","White","761","239680","4","?","?","Suppress"
"Jan13-Dec13","Unreported","Scotland","All","179","209283","2","?","?","Suppress"
"Jan13-Dec13","Unreported","Scotland","White","179","197371","2","?","?","Suppress"
"Jan13-Dec13","Unreported","South East","All","392","259006","1","?","?","Suppress"
"Jan13-Dec13","Unreported","South East","White","392","221848","1","?","?","Suppress"
"Jan13-Dec13","Unreported","South West","All","229","156473","1","?","?","Suppress"
"Jan13-Dec13","Unreported","South West","White","229","141640","1","?","?","Suppress"
"Jan13-Dec13","Unreported","Wales","All","124","117191","2","?","?","Suppress"
"Jan13-Dec13","Unreported","Wales","White","124","109936","2","?","?","Suppress"
"Jan13-Dec13","Unreported","West Midlands","All","1644","236736","5","?","?","Suppress"
"Jan13-Dec13","Unreported","West Midlands","White","667","163599","3","?","?","Suppress"
"Jan13-Dec13","Unreported","West Midlands","Ethnic Minority","977","72653","2","?","?","Suppress"
"Jan13-Dec13","Unreported","Yorkshire and The Humber","All","1817","237390","6","?","?","Suppress"
"Jan13-Dec13","Unreported","Yorkshire and The Humber","White","1016","199033","4","?","?","Suppress"
"Jan13-Dec13","Unreported","Yorkshire and The Humber","Ethnic Minority","801","38357","2","?","?","Suppress"
"Jan14-Dec14","Unreported","All","All","9850","1971441","44","0.5","2.1",""
"Jan14-Dec14","Unreported","All","White","7585","1569534","39","?","?","Suppress"
"Jan14-Dec14","Unreported","All","Ethnic Minority","2265","396831","5","?","?","Suppress"
"Jan14-Dec14","Unreported","East Midlands","All","627","130880","3","?","?","Suppress"
"Jan14-Dec14","Unreported","East Midlands","White","344","110931","2","?","?","Suppress"
"Jan14-Dec14","Unreported","East Midlands","Ethnic Minority","283","19949","1","?","?","Suppress"
"Jan14-Dec14","Unreported","East of England","All","506","160491","1","?","?","Suppress"
"Jan14-Dec14","Unreported","East of England","White","506","138951","1","?","?","Suppress"
"Jan14-Dec14","Unreported","London","All","1425","317582","4","?","?","Suppress"
"Jan14-Dec14","Unreported","London","White","862","150515","2","?","?","Suppress"
"Jan14-Dec14","Unreported","London","Ethnic Minority","563","165822","2","?","?","Suppress"
"Jan14-Dec14","Unreported","North East","All","248","107978","2","?","?","Suppress"
"Jan14-Dec14","Unreported","North East","White","248","102632","2","?","?","Suppress"
"Jan14-Dec14","Unreported","North West","All","1261","243985","6","?","?","Suppress"
"Jan14-Dec14","Unreported","North West","White","1261","206255","6","?","?","Suppress"
"Jan14-Dec14","Unreported","Scotland","All","788","169866","5","?","?","Suppress"
"Jan14-Dec14","Unreported","Scotland","White","788","157443","5","?","?","Suppress"
"Jan14-Dec14","Unreported","South East","All","608","218324","4","?","?","Suppress"
"Jan14-Dec14","Unreported","South East","White","608","190761","4","?","?","Suppress"
"Jan14-Dec14","Unreported","South West","All","1269","139610","3","?","?","Suppress"
"Jan14-Dec14","Unreported","South West","White","189","122334","2","?","?","Suppress"
"Jan14-Dec14","Unreported","South West","Ethnic Minority","1080","16977","1","?","?","Suppress"
"Jan14-Dec14","Unreported","Wales","All","716","100121","7","?","?","Suppress"
"Jan14-Dec14","Unreported","Wales","White","716","95635","7","?","?","Suppress"
"Jan14-Dec14","Unreported","West Midlands","All","171","186679","1","?","?","Suppress"
"Jan14-Dec14","Unreported","West Midlands","White","171","136059","1","?","?","Suppress"
"Jan14-Dec14","Unreported","Yorkshire and The Humber","All","2231","195925","8","?","?","Suppress"
"Jan14-Dec14","Unreported","Yorkshire and The Humber","White","1892","158018","7","?","?","Suppress"
"Jan14-Dec14","Unreported","Yorkshire and The Humber","Ethnic Minority","339","36942","1","?","?","Suppress"
"Jan15-Dec15","Unreported","All","All","5668","1677296","26","?","?","Suppress"
"Jan15-Dec15","Unreported","All","White","3533","1311538","18","?","?","Suppress"
"Jan15-Dec15","Unreported","All","Ethnic Minority","2135","364501","8","?","?","Suppress"
"Jan15-Dec15","Unreported","East Midlands","All","1190","109694","4","?","?","Suppress"
"Jan15-Dec15","Unreported","East Midlands","White","308","90342","1","?","?","Suppress"
"Jan15-Dec15","Unreported","East Midlands","Ethnic Minority","882","19352","3","?","?","Suppress"
"Jan15-Dec15","Unreported","East of England","All","466","123584","1","?","?","Suppress"
"Jan15-Dec15","Unreported","East of England","White","466","109424","1","?","?","Suppress"
"Jan15-Dec15","Unreported","London","All","488","284142","2","?","?","Suppress"
"Jan15-Dec15","Unreported","London","Ethnic Minority","488","154860","2","?","?","Suppress"
"Jan15-Dec15","Unreported","North East","All","648","98037","4","?","?","Suppress"
"Jan15-Dec15","Unreported","North East","White","648","92122","4","?","?","Suppress"
"Jan15-Dec15","Unreported","North West","All","439","186162","3","?","?","Suppress"
"Jan15-Dec15","Unreported","North West","White","299","150414","2","?","?","Suppress"
"Jan15-Dec15","Unreported","North West","Ethnic Minority","140","35668","1","?","?","Suppress"
"Jan15-Dec15","Unreported","Scotland","All","507","158991","3","?","?","Suppress"
"Jan15-Dec15","Unreported","Scotland","White","507","148428","3","?","?","Suppress"
