"Title","Armed forces personnel in non-officer ranks by ethnicity and service over time"
"Location","UK"
"Time period","2012 to 2017"
"Data source","UK armed forces biannual diversity statistics: 2017"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","30/12/2017"

"","Apr-12","Oct-12","Apr-13","Oct-13","Apr-14","Oct-14","Apr-15","Oct-15","Apr-16","Oct-16","Apr-17","Oct-17"
"Service","%","%","%","%","%","%","%","%","%","%","%","%"
"All Services","7.9","8.0","8.1","8.2","8.1","8.1","8.0","8.0","8.0","8.0","8.3","8.6"
"Army","11.1","11.3","11.4","11.6","11.6","11.5","11.5","11.5","11.5","11.6","11.9","12.5"
"Royal Air Force","1.9","2.0","2.0","2.0","2.0","2.0","2.1","2.1","2.2","2.2","2.3","2.3"
"Royal Navy/Royal Marines","4.0","3.9","3.9","3.9","3.9","4.0","4.0","4.0","3.9","3.9","3.9","4.1"
