"Title","Reading attainments for children aged 5 to 7 by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value"
"Yorkshire and The Humber","Rotherham","E08000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71"
"Yorkshire and The Humber","Sheffield","E08000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"Yorkshire and The Humber","Wakefield","E08000036","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"Yorkshire and The Humber","York","E06000014","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"East Midlands","Derby","E06000015","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64"
"East Midlands","Derbyshire","E10000007","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"East Midlands","Leicester","E06000016","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60"
"East Midlands","Leicestershire","E10000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East Midlands","Lincolnshire","E10000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East Midlands","Northamptonshire","E10000021","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East Midlands","Nottingham","E06000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64"
"East Midlands","Nottinghamshire","E10000024","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"East Midlands","Rutland","E06000017","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"West Midlands","Birmingham","E08000025","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"West Midlands","Coventry","E08000026","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67"
"West Midlands","Dudley","E08000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"West Midlands","Herefordshire, County of","E06000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"West Midlands","Sandwell","E08000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66"
"West Midlands","Shropshire","E06000051","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"West Midlands","Solihull","E08000029","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"West Midlands","Staffordshire","E10000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"West Midlands","Stoke-on-Trent","E06000021","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"West Midlands","Telford and Wrekin","E06000020","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"West Midlands","Walsall","E08000030","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71"
"West Midlands","Warwickshire","E10000031","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"West Midlands","Wolverhampton","E08000031","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68"
"West Midlands","Worcestershire","E10000034","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East","Bedford","E06000055","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East","Cambridgeshire","E10000003","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East","Central Bedfordshire","E06000056","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East","Essex","E10000012","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East","Hertfordshire","E10000015","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"East","Luton","E06000032","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"East","Norfolk","E10000020","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"East","Peterborough","E06000031","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68"
"East","Southend-on-Sea","E06000033","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East","Suffolk","E10000029","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"East","Thurrock","E06000034","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"London","Camden","E09000007","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"London","City of London","E09000001","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!"
"London","Hackney","E09000012","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"London","Hammersmith and Fulham","E09000013","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"London","Haringey","E09000014","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"London","Islington","E09000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"London","Kensington and Chelsea","E09000020","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","85"
"London","Lambeth","E09000022","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"London","Lewisham","E09000023","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"London","Newham","E09000025","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"London","Southwark","E09000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"London","Tower Hamlets","E09000030","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"London","Wandsworth","E09000032","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","85"
"London","Westminster","E09000033","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"London","Barking and Dagenham","E09000002","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"London","Barnet","E09000003","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"London","Bexley","E09000004","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"London","Brent","E09000005","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"London","Bromley","E09000006","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"London","Croydon","E09000008","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"London","Ealing","E09000009","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"London","Enfield","E09000010","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"London","Greenwich","E09000011","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"London","Harrow","E09000015","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68"
"London","Havering","E09000016","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"London","Hillingdon","E09000017","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"London","Hounslow","E09000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"London","Kingston upon Thames","E09000021","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"London","Merton","E09000024","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"London","Redbridge","E09000026","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"London","Richmond upon Thames","E09000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"London","Sutton","E09000029","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"London","Waltham Forest","E09000031","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"South East","Bracknell Forest","E06000036","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"South East","Brighton and Hove","E06000043","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"South East","Buckinghamshire","E10000002","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"South East","East Sussex","E10000011","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"South East","Hampshire","E10000014","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"South East","Isle of Wight","E06000046","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"South East","Kent","E10000016","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"South East","Medway","E06000035","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South East","Milton Keynes","E06000042","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South East","Oxfordshire","E10000025","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South East","Portsmouth","E06000044","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"South East","Reading","E06000038","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South East","Slough","E06000039","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67"
"South East","Southampton","E06000045","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South East","Surrey","E10000030","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"South East","West Berkshire","E06000037","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South East","West Sussex","E10000032","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"South East","Windsor and Maidenhead","E06000040","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"South East","Wokingham","E06000041","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"South West","Bath and North East Somerset","E06000022","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South West","Bournemouth","E06000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"South West","Bristol, City of","E06000023","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South West","Cornwall","E06000052","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"South West","Devon","E10000008","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"South West","Dorset","E10000009","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"South West","Gloucestershire","E10000013","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"South West","Isles of Scilly","E06000053","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!"
"South West","North Somerset","E06000024","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"South West","Plymouth","E06000026","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71"
"South West","Poole","E06000029","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"South West","Somerset","E10000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"South West","South Gloucestershire","E06000025","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"South West","Swindon","E06000030","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71"
"South West","Torbay","E06000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"South West","Wiltshire","E06000054","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North East","County Durham","E06000047","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"North East","Darlington","E06000005","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"North East","Gateshead","E08000037","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North East","Hartlepool","E06000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"North East","Middlesbrough","E06000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64"
"North East","Newcastle upon Tyne","E08000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"North East","North Tyneside","E08000022","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83"
"North East","Northumberland","E06000057","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"North East","Redcar and Cleveland","E06000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North East","South Tyneside","E08000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"North East","Stockton-on-Tees","E06000004","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67"
"North East","Sunderland","E08000024","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"North West","Blackburn with Darwen","E06000008","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68"
"North West","Blackpool","E06000009","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","84"
"North West","Bolton","E08000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"North West","Bury","E08000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65"
"North West","Cheshire East","E06000049","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"North West","Cheshire West and Chester","E06000050","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","85"
"North West","Cumbria","E10000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67"
"North West","Halton","E06000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North West","Knowsley","E08000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North West","Lancashire","E10000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North West","Liverpool","E08000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63"
"North West","Manchester","E08000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"North West","Oldham","E08000004","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"North West","Rochdale","E08000005","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"North West","Salford","E08000006","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"North West","Sefton","E08000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"North West","St. Helens","E08000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"North West","Stockport","E08000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"North West","Tameside","E08000008","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"North West","Trafford","E08000009","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"North West","Warrington","E06000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83"
"North West","Wigan","E08000010","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"North West","Wirral","E08000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"Yorkshire and The Humber","Barnsley","E08000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"Yorkshire and The Humber","Bradford","E08000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"Yorkshire and The Humber","Calderdale","E08000033","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"Yorkshire and The Humber","Doncaster","E08000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"Yorkshire and The Humber","Kirklees","E08000034","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71"
"Yorkshire and The Humber","Leeds","E08000035","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"Yorkshire and The Humber","North Yorkshire","E10000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"Yorkshire and The Humber","Rotherham","E08000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71"
"Yorkshire and The Humber","Sheffield","E08000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"Yorkshire and The Humber","Wakefield","E08000036","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"Yorkshire and The Humber","York","E06000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"East Midlands","Derby","E06000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"East Midlands","Derbyshire","E10000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East Midlands","Leicester","E06000016","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68"
"East Midlands","Leicestershire","E10000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East Midlands","Lincolnshire","E10000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East Midlands","Northamptonshire","E10000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"East Midlands","Nottingham","E06000018","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68"
"East Midlands","Nottinghamshire","E10000024","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"East Midlands","Rutland","E06000017","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"West Midlands","Birmingham","E08000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70"
"West Midlands","Coventry","E08000026","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"West Midlands","Dudley","E08000027","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"West Midlands","Herefordshire, County of","E06000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","91"
"West Midlands","Sandwell","E08000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"West Midlands","Shropshire","E06000051","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"West Midlands","Solihull","E08000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","79"
"West Midlands","Staffordshire","E10000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"West Midlands","Stoke-on-Trent","E06000021","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"West Midlands","Telford and Wrekin","E06000020","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"West Midlands","Walsall","E08000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"West Midlands","Warwickshire","E10000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"West Midlands","Wolverhampton","E08000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"West Midlands","Worcestershire","E10000034","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East","Bedford","E06000055","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69"
"East","Cambridgeshire","E10000003","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"East","Central Bedfordshire","E06000056","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75"
"East","Essex","E10000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"East","Hertfordshire","E10000015","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82"
"East","Luton","E06000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"East","Norfolk","E10000020","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77"
"East","Peterborough","E06000031","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","73"
"East","Southend-on-Sea","E06000033","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72"
"East","Suffolk","E10000029","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","74"
"East","Thurrock","E06000034","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"London","Camden","E09000007","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"London","City of London","E09000001","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","!"
"London","Hackney","E09000012","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","87"
"London","Hammersmith and Fulham","E09000013","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"London","Haringey","E09000014","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82"
"London","Islington","E09000019","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"London","Kensington and Chelsea","E09000020","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","81"
"London","Lambeth","E09000022","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","82"
"London","Lewisham","E09000023","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83"
"London","Newham","E09000025","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","86"
"London","Southwark","E09000028","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","76"
"London","Tower Hamlets","E09000030","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","80"
"London","Wandsworth","E09000032","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
"London","Westminster","E09000033","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","83"
"London","Barking and Dagenham","E09000002","Mixed","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","78"
