"Title","Reading attainment for children aged 5 to 7 by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Region","Local Authority","LA Code","Ethnicity","Gender","Gender_type","Value","Value_girls"
"London","Hounslow","E09000018","White","Boys","All/Boys/Girls","72","78"
"London","Hounslow","E09000018","Mixed","Boys","All/Boys/Girls","83","85"
"London","Hounslow","E09000018","Asian","Boys","All/Boys/Girls","82","88"
"London","Hounslow","E09000018","Black","Boys","All/Boys/Girls","74","82"
"London","Hounslow","E09000018","Chinese","Boys","All/Boys/Girls","!","!"
"London","Hounslow","E09000018","All","Boys","All/Boys/Girls","77","82"
"South East","Isle of Wight","E06000046","White","Boys","All/Boys/Girls","73","78"
"South East","Isle of Wight","E06000046","Mixed","Boys","All/Boys/Girls","!","!"
"South East","Isle of Wight","E06000046","Asian","Boys","All/Boys/Girls","!","100"
"South East","Isle of Wight","E06000046","Black","Boys","All/Boys/Girls","!","!"
"South East","Isle of Wight","E06000046","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Isle of Wight","E06000046","All","Boys","All/Boys/Girls","72","79"
"South West","Isles of Scilly","E06000053","White","Boys","All/Boys/Girls","!","!"
"South West","Isles of Scilly","E06000053","Mixed","Boys","All/Boys/Girls","!","!"
"South West","Isles of Scilly","E06000053","Asian","Boys","All/Boys/Girls","!","!"
"South West","Isles of Scilly","E06000053","Black","Boys","All/Boys/Girls","!","!"
"South West","Isles of Scilly","E06000053","Chinese","Boys","All/Boys/Girls","!","!"
"South West","Isles of Scilly","E06000053","All","Boys","All/Boys/Girls","!","!"
"London","Islington","E09000019","White","Boys","All/Boys/Girls","75","80"
"London","Islington","E09000019","Mixed","Boys","All/Boys/Girls","80","83"
"London","Islington","E09000019","Asian","Boys","All/Boys/Girls","67","78"
"London","Islington","E09000019","Black","Boys","All/Boys/Girls","69","73"
"London","Islington","E09000019","Chinese","Boys","All/Boys/Girls","!","!"
"London","Islington","E09000019","All","Boys","All/Boys/Girls","73","77"
"London","Kensington and Chelsea","E09000020","White","Boys","All/Boys/Girls","84","86"
"London","Kensington and Chelsea","E09000020","Mixed","Boys","All/Boys/Girls","71","90"
"London","Kensington and Chelsea","E09000020","Asian","Boys","All/Boys/Girls","!","!"
"London","Kensington and Chelsea","E09000020","Black","Boys","All/Boys/Girls","79","85"
"London","Kensington and Chelsea","E09000020","Chinese","Boys","All/Boys/Girls","!","!"
"London","Kensington and Chelsea","E09000020","All","Boys","All/Boys/Girls","78","84"
"South East","Kent","E10000016","White","Boys","All/Boys/Girls","74","82"
"South East","Kent","E10000016","Mixed","Boys","All/Boys/Girls","80","86"
"South East","Kent","E10000016","Asian","Boys","All/Boys/Girls","81","85"
"South East","Kent","E10000016","Black","Boys","All/Boys/Girls","79","86"
"South East","Kent","E10000016","Chinese","Boys","All/Boys/Girls","70","83"
"South East","Kent","E10000016","All","Boys","All/Boys/Girls","74","82"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","White","Boys","All/Boys/Girls","67","76"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Mixed","Boys","All/Boys/Girls","78","82"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Asian","Boys","All/Boys/Girls","82","75"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Black","Boys","All/Boys/Girls","67","67"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","All","Boys","All/Boys/Girls","68","76"
"London","Kingston upon Thames","E09000021","White","Boys","All/Boys/Girls","70","81"
"London","Kingston upon Thames","E09000021","Mixed","Boys","All/Boys/Girls","76","74"
"London","Kingston upon Thames","E09000021","Asian","Boys","All/Boys/Girls","79","77"
"London","Kingston upon Thames","E09000021","Black","Boys","All/Boys/Girls","63","75"
"London","Kingston upon Thames","E09000021","Chinese","Boys","All/Boys/Girls","!","!"
"London","Kingston upon Thames","E09000021","All","Boys","All/Boys/Girls","72","79"
"Yorkshire and The Humber","Kirklees","E08000034","White","Boys","All/Boys/Girls","68","77"
"Yorkshire and The Humber","Kirklees","E08000034","Mixed","Boys","All/Boys/Girls","63","79"
"Yorkshire and The Humber","Kirklees","E08000034","Asian","Boys","All/Boys/Girls","66","75"
"Yorkshire and The Humber","Kirklees","E08000034","Black","Boys","All/Boys/Girls","61","82"
"Yorkshire and The Humber","Kirklees","E08000034","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","Kirklees","E08000034","All","Boys","All/Boys/Girls","67","76"
"North West","Knowsley","E08000011","White","Boys","All/Boys/Girls","62","73"
"North West","Knowsley","E08000011","Mixed","Boys","All/Boys/Girls","65","80"
"North West","Knowsley","E08000011","Asian","Boys","All/Boys/Girls","83","100"
"North West","Knowsley","E08000011","Black","Boys","All/Boys/Girls","100","!"
"North West","Knowsley","E08000011","Chinese","Boys","All/Boys/Girls","!","100"
"North West","Knowsley","E08000011","All","Boys","All/Boys/Girls","63","74"
"London","Lambeth","E09000022","White","Boys","All/Boys/Girls","75","81"
"London","Lambeth","E09000022","Mixed","Boys","All/Boys/Girls","78","86"
"London","Lambeth","E09000022","Asian","Boys","All/Boys/Girls","75","82"
"London","Lambeth","E09000022","Black","Boys","All/Boys/Girls","73","82"
"London","Lambeth","E09000022","Chinese","Boys","All/Boys/Girls","!","!"
"London","Lambeth","E09000022","All","Boys","All/Boys/Girls","74","82"
"North West","Lancashire","E10000017","White","Boys","All/Boys/Girls","69","79"
"North West","Lancashire","E10000017","Mixed","Boys","All/Boys/Girls","68","77"
"North West","Lancashire","E10000017","Asian","Boys","All/Boys/Girls","71","74"
"North West","Lancashire","E10000017","Black","Boys","All/Boys/Girls","57","88"
"North West","Lancashire","E10000017","Chinese","Boys","All/Boys/Girls","!","!"
"North West","Lancashire","E10000017","All","Boys","All/Boys/Girls","69","78"
"Yorkshire and The Humber","Leeds","E08000035","White","Boys","All/Boys/Girls","62","72"
"Yorkshire and The Humber","Leeds","E08000035","Mixed","Boys","All/Boys/Girls","61","62"
"Yorkshire and The Humber","Leeds","E08000035","Asian","Boys","All/Boys/Girls","62","67"
"Yorkshire and The Humber","Leeds","E08000035","Black","Boys","All/Boys/Girls","55","70"
"Yorkshire and The Humber","Leeds","E08000035","Chinese","Boys","All/Boys/Girls","68","63"
"Yorkshire and The Humber","Leeds","E08000035","All","Boys","All/Boys/Girls","61","70"
"East Midlands","Leicester","E06000016","White","Boys","All/Boys/Girls","56","65"
"East Midlands","Leicester","E06000016","Mixed","Boys","All/Boys/Girls","60","76"
"East Midlands","Leicester","E06000016","Asian","Boys","All/Boys/Girls","70","76"
"East Midlands","Leicester","E06000016","Black","Boys","All/Boys/Girls","64","76"
"East Midlands","Leicester","E06000016","Chinese","Boys","All/Boys/Girls","!","!"
"East Midlands","Leicester","E06000016","All","Boys","All/Boys/Girls","63","71"
"East Midlands","Leicestershire","E10000018","White","Boys","All/Boys/Girls","68","78"
"East Midlands","Leicestershire","E10000018","Mixed","Boys","All/Boys/Girls","78","76"
"East Midlands","Leicestershire","E10000018","Asian","Boys","All/Boys/Girls","79","81"
"East Midlands","Leicestershire","E10000018","Black","Boys","All/Boys/Girls","59","89"
"East Midlands","Leicestershire","E10000018","Chinese","Boys","All/Boys/Girls","58","76"
"East Midlands","Leicestershire","E10000018","All","Boys","All/Boys/Girls","69","78"
"London","Lewisham","E09000023","White","Boys","All/Boys/Girls","76","82"
"London","Lewisham","E09000023","Mixed","Boys","All/Boys/Girls","82","84"
"London","Lewisham","E09000023","Asian","Boys","All/Boys/Girls","78","81"
"London","Lewisham","E09000023","Black","Boys","All/Boys/Girls","72","82"
"London","Lewisham","E09000023","Chinese","Boys","All/Boys/Girls","74","78"
"London","Lewisham","E09000023","All","Boys","All/Boys/Girls","75","82"
"East Midlands","Lincolnshire","E10000019","White","Boys","All/Boys/Girls","67","78"
"East Midlands","Lincolnshire","E10000019","Mixed","Boys","All/Boys/Girls","72","82"
"East Midlands","Lincolnshire","E10000019","Asian","Boys","All/Boys/Girls","86","89"
"East Midlands","Lincolnshire","E10000019","Black","Boys","All/Boys/Girls","!","!"
"East Midlands","Lincolnshire","E10000019","Chinese","Boys","All/Boys/Girls","64","100"
"East Midlands","Lincolnshire","E10000019","All","Boys","All/Boys/Girls","67","78"
"North West","Liverpool","E08000012","White","Boys","All/Boys/Girls","59","70"
"North West","Liverpool","E08000012","Mixed","Boys","All/Boys/Girls","52","74"
"North West","Liverpool","E08000012","Asian","Boys","All/Boys/Girls","62","69"
"North West","Liverpool","E08000012","Black","Boys","All/Boys/Girls","67","73"
"North West","Liverpool","E08000012","Chinese","Boys","All/Boys/Girls","55","83"
"North West","Liverpool","E08000012","All","Boys","All/Boys/Girls","58","69"
"East","Luton","E06000032","White","Boys","All/Boys/Girls","64","74"
"East","Luton","E06000032","Mixed","Boys","All/Boys/Girls","76","80"
"East","Luton","E06000032","Asian","Boys","All/Boys/Girls","65","78"
"East","Luton","E06000032","Black","Boys","All/Boys/Girls","71","77"
"East","Luton","E06000032","Chinese","Boys","All/Boys/Girls","!","!"
"East","Luton","E06000032","All","Boys","All/Boys/Girls","65","75"
"North West","Manchester","E08000003","White","Boys","All/Boys/Girls","68","73"
"North West","Manchester","E08000003","Mixed","Boys","All/Boys/Girls","73","78"
"North West","Manchester","E08000003","Asian","Boys","All/Boys/Girls","64","73"
"North West","Manchester","E08000003","Black","Boys","All/Boys/Girls","68","80"
"North West","Manchester","E08000003","Chinese","Boys","All/Boys/Girls","78","87"
"North West","Manchester","E08000003","All","Boys","All/Boys/Girls","66","74"
"South East","Medway","E06000035","White","Boys","All/Boys/Girls","71","78"
"South East","Medway","E06000035","Mixed","Boys","All/Boys/Girls","78","82"
"South East","Medway","E06000035","Asian","Boys","All/Boys/Girls","86","75"
"South East","Medway","E06000035","Black","Boys","All/Boys/Girls","82","91"
"South East","Medway","E06000035","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Medway","E06000035","All","Boys","All/Boys/Girls","72","79"
"London","Merton","E09000024","White","Boys","All/Boys/Girls","71","77"
"London","Merton","E09000024","Mixed","Boys","All/Boys/Girls","66","74"
"London","Merton","E09000024","Asian","Boys","All/Boys/Girls","76","78"
"London","Merton","E09000024","Black","Boys","All/Boys/Girls","71","83"
"London","Merton","E09000024","Chinese","Boys","All/Boys/Girls","!","!"
"London","Merton","E09000024","All","Boys","All/Boys/Girls","71","78"
"North East","Middlesbrough","E06000002","White","Boys","All/Boys/Girls","65","71"
"North East","Middlesbrough","E06000002","Mixed","Boys","All/Boys/Girls","60","68"
"North East","Middlesbrough","E06000002","Asian","Boys","All/Boys/Girls","59","80"
"North East","Middlesbrough","E06000002","Black","Boys","All/Boys/Girls","81","86"
"North East","Middlesbrough","E06000002","Chinese","Boys","All/Boys/Girls","!","!"
"North East","Middlesbrough","E06000002","All","Boys","All/Boys/Girls","63","72"
"South East","Milton Keynes","E06000042","White","Boys","All/Boys/Girls","70","78"
"South East","Milton Keynes","E06000042","Mixed","Boys","All/Boys/Girls","74","85"
"South East","Milton Keynes","E06000042","Asian","Boys","All/Boys/Girls","75","84"
"South East","Milton Keynes","E06000042","Black","Boys","All/Boys/Girls","76","82"
"South East","Milton Keynes","E06000042","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Milton Keynes","E06000042","All","Boys","All/Boys/Girls","72","79"
"North East","Newcastle upon Tyne","E08000021","White","Boys","All/Boys/Girls","71","77"
"North East","Newcastle upon Tyne","E08000021","Mixed","Boys","All/Boys/Girls","77","86"
"North East","Newcastle upon Tyne","E08000021","Asian","Boys","All/Boys/Girls","67","80"
"North East","Newcastle upon Tyne","E08000021","Black","Boys","All/Boys/Girls","69","77"
"North East","Newcastle upon Tyne","E08000021","Chinese","Boys","All/Boys/Girls","71","100"
"North East","Newcastle upon Tyne","E08000021","All","Boys","All/Boys/Girls","70","77"
"London","Newham","E09000025","White","Boys","All/Boys/Girls","66","73"
"London","Newham","E09000025","Mixed","Boys","All/Boys/Girls","84","89"
"London","Newham","E09000025","Asian","Boys","All/Boys/Girls","79","87"
"London","Newham","E09000025","Black","Boys","All/Boys/Girls","77","85"
"London","Newham","E09000025","Chinese","Boys","All/Boys/Girls","!","!"
"London","Newham","E09000025","All","Boys","All/Boys/Girls","75","83"
"East","Norfolk","E10000020","White","Boys","All/Boys/Girls","69","80"
"East","Norfolk","E10000020","Mixed","Boys","All/Boys/Girls","74","79"
"East","Norfolk","E10000020","Asian","Boys","All/Boys/Girls","77","88"
"East","Norfolk","E10000020","Black","Boys","All/Boys/Girls","76","77"
"East","Norfolk","E10000020","Chinese","Boys","All/Boys/Girls","84","82"
"East","Norfolk","E10000020","All","Boys","All/Boys/Girls","69","80"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","White","Boys","All/Boys/Girls","67","77"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Mixed","Boys","All/Boys/Girls","74","80"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Asian","Boys","All/Boys/Girls","!","100"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Black","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","All","Boys","All/Boys/Girls","68","77"
"Yorkshire and The Humber","North Lincolnshire","E06000013","White","Boys","All/Boys/Girls","74","82"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Mixed","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Asian","Boys","All/Boys/Girls","74","92"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Black","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North Lincolnshire","E06000013","All","Boys","All/Boys/Girls","74","82"
"South West","North Somerset","E06000024","White","Boys","All/Boys/Girls","73","81"
"South West","North Somerset","E06000024","Mixed","Boys","All/Boys/Girls","72","77"
"South West","North Somerset","E06000024","Asian","Boys","All/Boys/Girls","!","!"
"South West","North Somerset","E06000024","Black","Boys","All/Boys/Girls","!","100"
"South West","North Somerset","E06000024","Chinese","Boys","All/Boys/Girls","!","!"
"South West","North Somerset","E06000024","All","Boys","All/Boys/Girls","73","81"
"North East","North Tyneside","E08000022","White","Boys","All/Boys/Girls","73","80"
"North East","North Tyneside","E08000022","Mixed","Boys","All/Boys/Girls","78","86"
"North East","North Tyneside","E08000022","Asian","Boys","All/Boys/Girls","74","88"
"North East","North Tyneside","E08000022","Black","Boys","All/Boys/Girls","!","!"
"North East","North Tyneside","E08000022","Chinese","Boys","All/Boys/Girls","!","!"
"North East","North Tyneside","E08000022","All","Boys","All/Boys/Girls","73","80"
"Yorkshire and The Humber","North Yorkshire","E10000023","White","Boys","All/Boys/Girls","68","77"
"Yorkshire and The Humber","North Yorkshire","E10000023","Mixed","Boys","All/Boys/Girls","69","75"
"Yorkshire and The Humber","North Yorkshire","E10000023","Asian","Boys","All/Boys/Girls","70","90"
"Yorkshire and The Humber","North Yorkshire","E10000023","Black","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North Yorkshire","E10000023","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North Yorkshire","E10000023","All","Boys","All/Boys/Girls","68","77"
"East Midlands","Northamptonshire","E10000021","White","Boys","All/Boys/Girls","69","77"
"East Midlands","Northamptonshire","E10000021","Mixed","Boys","All/Boys/Girls","68","78"
"East Midlands","Northamptonshire","E10000021","Asian","Boys","All/Boys/Girls","74","82"
"East Midlands","Northamptonshire","E10000021","Black","Boys","All/Boys/Girls","65","80"
"East Midlands","Northamptonshire","E10000021","Chinese","Boys","All/Boys/Girls","!","!"
"East Midlands","Northamptonshire","E10000021","All","Boys","All/Boys/Girls","69","77"
"North East","Northumberland","E06000057","White","Boys","All/Boys/Girls","73","84"
"North East","Northumberland","E06000057","Mixed","Boys","All/Boys/Girls","77","76"
"North East","Northumberland","E06000057","Asian","Boys","All/Boys/Girls","!","!"
"North East","Northumberland","E06000057","Black","Boys","All/Boys/Girls","!","!"
"North East","Northumberland","E06000057","Chinese","Boys","All/Boys/Girls","100","50"
"North East","Northumberland","E06000057","All","Boys","All/Boys/Girls","74","84"
"East Midlands","Nottingham","E06000018","White","Boys","All/Boys/Girls","60","68"
"East Midlands","Nottingham","E06000018","Mixed","Boys","All/Boys/Girls","63","74"
"East Midlands","Nottingham","E06000018","Asian","Boys","All/Boys/Girls","69","76"
"East Midlands","Nottingham","E06000018","Black","Boys","All/Boys/Girls","68","81"
"East Midlands","Nottingham","E06000018","Chinese","Boys","All/Boys/Girls","!","!"
"East Midlands","Nottingham","E06000018","All","Boys","All/Boys/Girls","62","71"
"East Midlands","Nottinghamshire","E10000024","White","Boys","All/Boys/Girls","67","78"
"East Midlands","Nottinghamshire","E10000024","Mixed","Boys","All/Boys/Girls","72","75"
"East Midlands","Nottinghamshire","E10000024","Asian","Boys","All/Boys/Girls","64","76"
"East Midlands","Nottinghamshire","E10000024","Black","Boys","All/Boys/Girls","55","82"
"East Midlands","Nottinghamshire","E10000024","Chinese","Boys","All/Boys/Girls","67","76"
"East Midlands","Nottinghamshire","E10000024","All","Boys","All/Boys/Girls","66","77"
"North West","Oldham","E08000004","White","Boys","All/Boys/Girls","66","74"
"North West","Oldham","E08000004","Mixed","Boys","All/Boys/Girls","71","77"
"North West","Oldham","E08000004","Asian","Boys","All/Boys/Girls","59","71"
"North West","Oldham","E08000004","Black","Boys","All/Boys/Girls","49","61"
"North West","Oldham","E08000004","Chinese","Boys","All/Boys/Girls","!","!"
"North West","Oldham","E08000004","All","Boys","All/Boys/Girls","62","71"
"South East","Oxfordshire","E10000025","White","Boys","All/Boys/Girls","71","79"
"South East","Oxfordshire","E10000025","Mixed","Boys","All/Boys/Girls","72","80"
"South East","Oxfordshire","E10000025","Asian","Boys","All/Boys/Girls","65","74"
"South East","Oxfordshire","E10000025","Black","Boys","All/Boys/Girls","76","77"
"South East","Oxfordshire","E10000025","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Oxfordshire","E10000025","All","Boys","All/Boys/Girls","70","78"
"East","Peterborough","E06000031","White","Boys","All/Boys/Girls","63","74"
"East","Peterborough","E06000031","Mixed","Boys","All/Boys/Girls","68","78"
"East","Peterborough","E06000031","Asian","Boys","All/Boys/Girls","63","75"
"East","Peterborough","E06000031","Black","Boys","All/Boys/Girls","65","90"
"East","Peterborough","E06000031","Chinese","Boys","All/Boys/Girls","!","!"
"East","Peterborough","E06000031","All","Boys","All/Boys/Girls","63","74"
"South West","Plymouth","E06000026","White","Boys","All/Boys/Girls","66","76"
"South West","Plymouth","E06000026","Mixed","Boys","All/Boys/Girls","72","74"
"South West","Plymouth","E06000026","Asian","Boys","All/Boys/Girls","!","!"
"South West","Plymouth","E06000026","Black","Boys","All/Boys/Girls","!","!"
"South West","Plymouth","E06000026","Chinese","Boys","All/Boys/Girls","!","!"
"South West","Plymouth","E06000026","All","Boys","All/Boys/Girls","66","76"
"South West","Poole","E06000029","White","Boys","All/Boys/Girls","72","83"
"South West","Poole","E06000029","Mixed","Boys","All/Boys/Girls","78","86"
"South West","Poole","E06000029","Asian","Boys","All/Boys/Girls","77","81"
"South West","Poole","E06000029","Black","Boys","All/Boys/Girls","!","!"
"South West","Poole","E06000029","Chinese","Boys","All/Boys/Girls","100","!"
"South West","Poole","E06000029","All","Boys","All/Boys/Girls","73","83"
"South East","Portsmouth","E06000044","White","Boys","All/Boys/Girls","68","80"
"South East","Portsmouth","E06000044","Mixed","Boys","All/Boys/Girls","63","80"
"South East","Portsmouth","E06000044","Asian","Boys","All/Boys/Girls","64","78"
"South East","Portsmouth","E06000044","Black","Boys","All/Boys/Girls","72","73"
"South East","Portsmouth","E06000044","Chinese","Boys","All/Boys/Girls","100","100"
"South East","Portsmouth","E06000044","All","Boys","All/Boys/Girls","67","79"
"South East","Reading","E06000038","White","Boys","All/Boys/Girls","69","79"
"South East","Reading","E06000038","Mixed","Boys","All/Boys/Girls","72","75"
"South East","Reading","E06000038","Asian","Boys","All/Boys/Girls","69","84"
"South East","Reading","E06000038","Black","Boys","All/Boys/Girls","74","80"
"South East","Reading","E06000038","Chinese","Boys","All/Boys/Girls","100","!"
"South East","Reading","E06000038","All","Boys","All/Boys/Girls","70","79"
"London","Redbridge","E09000026","White","Boys","All/Boys/Girls","66","79"
"London","Redbridge","E09000026","Mixed","Boys","All/Boys/Girls","74","84"
"London","Redbridge","E09000026","Asian","Boys","All/Boys/Girls","79","87"
"London","Redbridge","E09000026","Black","Boys","All/Boys/Girls","70","74"
"London","Redbridge","E09000026","Chinese","Boys","All/Boys/Girls","!","!"
"London","Redbridge","E09000026","All","Boys","All/Boys/Girls","73","82"
"North East","Redcar and Cleveland","E06000003","White","Boys","All/Boys/Girls","72","83"
"North East","Redcar and Cleveland","E06000003","Mixed","Boys","All/Boys/Girls","!","!"
"North East","Redcar and Cleveland","E06000003","Asian","Boys","All/Boys/Girls","!","!"
"North East","Redcar and Cleveland","E06000003","Black","Boys","All/Boys/Girls","!","!"
"North East","Redcar and Cleveland","E06000003","Chinese","Boys","All/Boys/Girls","!","!"
"North East","Redcar and Cleveland","E06000003","All","Boys","All/Boys/Girls","71","83"
"London","Richmond upon Thames","E09000027","White","Boys","All/Boys/Girls","76","84"
"London","Richmond upon Thames","E09000027","Mixed","Boys","All/Boys/Girls","79","85"
"London","Richmond upon Thames","E09000027","Asian","Boys","All/Boys/Girls","77","80"
"London","Richmond upon Thames","E09000027","Black","Boys","All/Boys/Girls","71","76"
"London","Richmond upon Thames","E09000027","Chinese","Boys","All/Boys/Girls","!","100"
"London","Richmond upon Thames","E09000027","All","Boys","All/Boys/Girls","76","83"
"North West","Rochdale","E08000005","White","Boys","All/Boys/Girls","65","77"
"North West","Rochdale","E08000005","Mixed","Boys","All/Boys/Girls","77","76"
"North West","Rochdale","E08000005","Asian","Boys","All/Boys/Girls","66","75"
"North West","Rochdale","E08000005","Black","Boys","All/Boys/Girls","68","67"
"North West","Rochdale","E08000005","Chinese","Boys","All/Boys/Girls","!","!"
"North West","Rochdale","E08000005","All","Boys","All/Boys/Girls","66","76"
"Yorkshire and The Humber","Rotherham","E08000018","White","Boys","All/Boys/Girls","65","76"
"Yorkshire and The Humber","Rotherham","E08000018","Mixed","Boys","All/Boys/Girls","63","80"
"Yorkshire and The Humber","Rotherham","E08000018","Asian","Boys","All/Boys/Girls","69","80"
"Yorkshire and The Humber","Rotherham","E08000018","Black","Boys","All/Boys/Girls","62","70"
"Yorkshire and The Humber","Rotherham","E08000018","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","Rotherham","E08000018","All","Boys","All/Boys/Girls","65","76"
"East Midlands","Rutland","E06000017","White","Boys","All/Boys/Girls","78","83"
"East Midlands","Rutland","E06000017","Mixed","Boys","All/Boys/Girls","!","!"
"East Midlands","Rutland","E06000017","Asian","Boys","All/Boys/Girls","100","100"
"East Midlands","Rutland","E06000017","Black","Boys","All/Boys/Girls","!","!"
"East Midlands","Rutland","E06000017","Chinese","Boys","All/Boys/Girls","!","!"
"East Midlands","Rutland","E06000017","All","Boys","All/Boys/Girls","78","82"
"North West","Salford","E08000006","White","Boys","All/Boys/Girls","72","80"
"North West","Salford","E08000006","Mixed","Boys","All/Boys/Girls","71","79"
"North West","Salford","E08000006","Asian","Boys","All/Boys/Girls","70","83"
"North West","Salford","E08000006","Black","Boys","All/Boys/Girls","64","82"
"North West","Salford","E08000006","Chinese","Boys","All/Boys/Girls","!","100"
"North West","Salford","E08000006","All","Boys","All/Boys/Girls","70","79"
"West Midlands","Sandwell","E08000028","White","Boys","All/Boys/Girls","62","70"
"West Midlands","Sandwell","E08000028","Mixed","Boys","All/Boys/Girls","63","76"
"West Midlands","Sandwell","E08000028","Asian","Boys","All/Boys/Girls","68","79"
"West Midlands","Sandwell","E08000028","Black","Boys","All/Boys/Girls","68","77"
"West Midlands","Sandwell","E08000028","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Sandwell","E08000028","All","Boys","All/Boys/Girls","63","73"
"North West","Sefton","E08000014","White","Boys","All/Boys/Girls","67","75"
"North West","Sefton","E08000014","Mixed","Boys","All/Boys/Girls","58","81"
"North West","Sefton","E08000014","Asian","Boys","All/Boys/Girls","73","75"
"North West","Sefton","E08000014","Black","Boys","All/Boys/Girls","!","!"
"North West","Sefton","E08000014","Chinese","Boys","All/Boys/Girls","100","!"
"North West","Sefton","E08000014","All","Boys","All/Boys/Girls","66","75"
"Yorkshire and The Humber","Sheffield","E08000019","White","Boys","All/Boys/Girls","67","76"
"Yorkshire and The Humber","Sheffield","E08000019","Mixed","Boys","All/Boys/Girls","66","78"
"Yorkshire and The Humber","Sheffield","E08000019","Asian","Boys","All/Boys/Girls","67","78"
"Yorkshire and The Humber","Sheffield","E08000019","Black","Boys","All/Boys/Girls","75","75"
"Yorkshire and The Humber","Sheffield","E08000019","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","Sheffield","E08000019","All","Boys","All/Boys/Girls","67","76"
"West Midlands","Shropshire","E06000051","White","Boys","All/Boys/Girls","67","79"
"West Midlands","Shropshire","E06000051","Mixed","Boys","All/Boys/Girls","69","89"
"West Midlands","Shropshire","E06000051","Asian","Boys","All/Boys/Girls","!","!"
"West Midlands","Shropshire","E06000051","Black","Boys","All/Boys/Girls","!","!"
"West Midlands","Shropshire","E06000051","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Shropshire","E06000051","All","Boys","All/Boys/Girls","67","80"
"South East","Slough","E06000039","White","Boys","All/Boys/Girls","66","68"
"South East","Slough","E06000039","Mixed","Boys","All/Boys/Girls","75","80"
"South East","Slough","E06000039","Asian","Boys","All/Boys/Girls","78","87"
"South East","Slough","E06000039","Black","Boys","All/Boys/Girls","68","85"
"South East","Slough","E06000039","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Slough","E06000039","All","Boys","All/Boys/Girls","72","79"
"West Midlands","Solihull","E08000029","White","Boys","All/Boys/Girls","75","83"
"West Midlands","Solihull","E08000029","Mixed","Boys","All/Boys/Girls","77","82"
"West Midlands","Solihull","E08000029","Asian","Boys","All/Boys/Girls","80","82"
"West Midlands","Solihull","E08000029","Black","Boys","All/Boys/Girls","68","84"
"West Midlands","Solihull","E08000029","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Solihull","E08000029","All","Boys","All/Boys/Girls","75","82"
"South West","Somerset","E10000027","White","Boys","All/Boys/Girls","71","79"
"South West","Somerset","E10000027","Mixed","Boys","All/Boys/Girls","69","82"
"South West","Somerset","E10000027","Asian","Boys","All/Boys/Girls","71","90"
"South West","Somerset","E10000027","Black","Boys","All/Boys/Girls","!","!"
"South West","Somerset","E10000027","Chinese","Boys","All/Boys/Girls","!","!"
"South West","Somerset","E10000027","All","Boys","All/Boys/Girls","70","79"
"South West","South Gloucestershire","E06000025","White","Boys","All/Boys/Girls","74","81"
"South West","South Gloucestershire","E06000025","Mixed","Boys","All/Boys/Girls","69","85"
"South West","South Gloucestershire","E06000025","Asian","Boys","All/Boys/Girls","73","84"
"South West","South Gloucestershire","E06000025","Black","Boys","All/Boys/Girls","77","76"
"South West","South Gloucestershire","E06000025","Chinese","Boys","All/Boys/Girls","!","!"
"South West","South Gloucestershire","E06000025","All","Boys","All/Boys/Girls","74","81"
