"Title","Reading attainment for children aged 5 to 7 by ethnicity, gender and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Region","Local Authority","LA Code","Ethnicity","Gender","Gender_type","Value","Value_girls"
"North East","South Tyneside","E08000023","White","Boys","All/Boys/Girls","76","83"
"North East","South Tyneside","E08000023","Mixed","Boys","All/Boys/Girls","74","60"
"North East","South Tyneside","E08000023","Asian","Boys","All/Boys/Girls","!","!"
"North East","South Tyneside","E08000023","Black","Boys","All/Boys/Girls","!","100"
"North East","South Tyneside","E08000023","Chinese","Boys","All/Boys/Girls","!","!"
"North East","South Tyneside","E08000023","All","Boys","All/Boys/Girls","76","81"
"South East","Southampton","E06000045","White","Boys","All/Boys/Girls","69","80"
"South East","Southampton","E06000045","Mixed","Boys","All/Boys/Girls","75","83"
"South East","Southampton","E06000045","Asian","Boys","All/Boys/Girls","74","86"
"South East","Southampton","E06000045","Black","Boys","All/Boys/Girls","78","74"
"South East","Southampton","E06000045","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Southampton","E06000045","All","Boys","All/Boys/Girls","70","81"
"East","Southend-on-Sea","E06000033","White","Boys","All/Boys/Girls","72","82"
"East","Southend-on-Sea","E06000033","Mixed","Boys","All/Boys/Girls","62","83"
"East","Southend-on-Sea","E06000033","Asian","Boys","All/Boys/Girls","73","88"
"East","Southend-on-Sea","E06000033","Black","Boys","All/Boys/Girls","74","79"
"East","Southend-on-Sea","E06000033","Chinese","Boys","All/Boys/Girls","!","!"
"East","Southend-on-Sea","E06000033","All","Boys","All/Boys/Girls","71","82"
"London","Southwark","E09000028","White","Boys","All/Boys/Girls","78","79"
"London","Southwark","E09000028","Mixed","Boys","All/Boys/Girls","70","82"
"London","Southwark","E09000028","Asian","Boys","All/Boys/Girls","83","82"
"London","Southwark","E09000028","Black","Boys","All/Boys/Girls","72","83"
"London","Southwark","E09000028","Chinese","Boys","All/Boys/Girls","79","76"
"London","Southwark","E09000028","All","Boys","All/Boys/Girls","73","80"
"North West","St. Helens","E08000013","White","Boys","All/Boys/Girls","63","73"
"North West","St. Helens","E08000013","Mixed","Boys","All/Boys/Girls","68","72"
"North West","St. Helens","E08000013","Asian","Boys","All/Boys/Girls","!","!"
"North West","St. Helens","E08000013","Black","Boys","All/Boys/Girls","!","!"
"North West","St. Helens","E08000013","Chinese","Boys","All/Boys/Girls","100","!"
"North West","St. Helens","E08000013","All","Boys","All/Boys/Girls","63","73"
"West Midlands","Staffordshire","E10000028","White","Boys","All/Boys/Girls","72","82"
"West Midlands","Staffordshire","E10000028","Mixed","Boys","All/Boys/Girls","77","83"
"West Midlands","Staffordshire","E10000028","Asian","Boys","All/Boys/Girls","78","82"
"West Midlands","Staffordshire","E10000028","Black","Boys","All/Boys/Girls","50","88"
"West Midlands","Staffordshire","E10000028","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Staffordshire","E10000028","All","Boys","All/Boys/Girls","72","82"
"North West","Stockport","E08000007","White","Boys","All/Boys/Girls","73","80"
"North West","Stockport","E08000007","Mixed","Boys","All/Boys/Girls","70","82"
"North West","Stockport","E08000007","Asian","Boys","All/Boys/Girls","79","76"
"North West","Stockport","E08000007","Black","Boys","All/Boys/Girls","68","80"
"North West","Stockport","E08000007","Chinese","Boys","All/Boys/Girls","!","!"
"North West","Stockport","E08000007","All","Boys","All/Boys/Girls","72","80"
"North East","Stockton-on-Tees","E06000004","White","Boys","All/Boys/Girls","71","82"
"North East","Stockton-on-Tees","E06000004","Mixed","Boys","All/Boys/Girls","62","72"
"North East","Stockton-on-Tees","E06000004","Asian","Boys","All/Boys/Girls","74","88"
"North East","Stockton-on-Tees","E06000004","Black","Boys","All/Boys/Girls","!","!"
"North East","Stockton-on-Tees","E06000004","Chinese","Boys","All/Boys/Girls","100","100"
"North East","Stockton-on-Tees","E06000004","All","Boys","All/Boys/Girls","70","82"
"West Midlands","Stoke-on-Trent","E06000021","White","Boys","All/Boys/Girls","65","75"
"West Midlands","Stoke-on-Trent","E06000021","Mixed","Boys","All/Boys/Girls","65","84"
"West Midlands","Stoke-on-Trent","E06000021","Asian","Boys","All/Boys/Girls","62","80"
"West Midlands","Stoke-on-Trent","E06000021","Black","Boys","All/Boys/Girls","62","85"
"West Midlands","Stoke-on-Trent","E06000021","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Stoke-on-Trent","E06000021","All","Boys","All/Boys/Girls","64","76"
"East","Suffolk","E10000029","White","Boys","All/Boys/Girls","68","77"
"East","Suffolk","E10000029","Mixed","Boys","All/Boys/Girls","70","78"
"East","Suffolk","E10000029","Asian","Boys","All/Boys/Girls","84","77"
"East","Suffolk","E10000029","Black","Boys","All/Boys/Girls","75","74"
"East","Suffolk","E10000029","Chinese","Boys","All/Boys/Girls","!","!"
"East","Suffolk","E10000029","All","Boys","All/Boys/Girls","68","77"
"North East","Sunderland","E08000024","White","Boys","All/Boys/Girls","72","80"
"North East","Sunderland","E08000024","Mixed","Boys","All/Boys/Girls","70","84"
"North East","Sunderland","E08000024","Asian","Boys","All/Boys/Girls","66","78"
"North East","Sunderland","E08000024","Black","Boys","All/Boys/Girls","!","!"
"North East","Sunderland","E08000024","Chinese","Boys","All/Boys/Girls","!","!"
"North East","Sunderland","E08000024","All","Boys","All/Boys/Girls","71","79"
"South East","Surrey","E10000030","White","Boys","All/Boys/Girls","74","82"
"South East","Surrey","E10000030","Mixed","Boys","All/Boys/Girls","76","87"
"South East","Surrey","E10000030","Asian","Boys","All/Boys/Girls","78","86"
"South East","Surrey","E10000030","Black","Boys","All/Boys/Girls","79","86"
"South East","Surrey","E10000030","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Surrey","E10000030","All","Boys","All/Boys/Girls","75","83"
"London","Sutton","E09000029","White","Boys","All/Boys/Girls","70","80"
"London","Sutton","E09000029","Mixed","Boys","All/Boys/Girls","82","82"
"London","Sutton","E09000029","Asian","Boys","All/Boys/Girls","82","89"
"London","Sutton","E09000029","Black","Boys","All/Boys/Girls","77","78"
"London","Sutton","E09000029","Chinese","Boys","All/Boys/Girls","!","!"
"London","Sutton","E09000029","All","Boys","All/Boys/Girls","74","82"
"South West","Swindon","E06000030","White","Boys","All/Boys/Girls","65","76"
"South West","Swindon","E06000030","Mixed","Boys","All/Boys/Girls","64","87"
"South West","Swindon","E06000030","Asian","Boys","All/Boys/Girls","70","81"
"South West","Swindon","E06000030","Black","Boys","All/Boys/Girls","64","86"
"South West","Swindon","E06000030","Chinese","Boys","All/Boys/Girls","!","!"
"South West","Swindon","E06000030","All","Boys","All/Boys/Girls","65","77"
"North West","Tameside","E08000008","White","Boys","All/Boys/Girls","66","76"
"North West","Tameside","E08000008","Mixed","Boys","All/Boys/Girls","65","80"
"North West","Tameside","E08000008","Asian","Boys","All/Boys/Girls","61","70"
"North West","Tameside","E08000008","Black","Boys","All/Boys/Girls","68","80"
"North West","Tameside","E08000008","Chinese","Boys","All/Boys/Girls","!","!"
"North West","Tameside","E08000008","All","Boys","All/Boys/Girls","65","75"
"West Midlands","Telford and Wrekin","E06000020","White","Boys","All/Boys/Girls","73","82"
"West Midlands","Telford and Wrekin","E06000020","Mixed","Boys","All/Boys/Girls","84","76"
"West Midlands","Telford and Wrekin","E06000020","Asian","Boys","All/Boys/Girls","65","80"
"West Midlands","Telford and Wrekin","E06000020","Black","Boys","All/Boys/Girls","77","89"
"West Midlands","Telford and Wrekin","E06000020","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Telford and Wrekin","E06000020","All","Boys","All/Boys/Girls","73","82"
"East","Thurrock","E06000034","White","Boys","All/Boys/Girls","72","77"
"East","Thurrock","E06000034","Mixed","Boys","All/Boys/Girls","77","84"
"East","Thurrock","E06000034","Asian","Boys","All/Boys/Girls","72","92"
"East","Thurrock","E06000034","Black","Boys","All/Boys/Girls","78","90"
"East","Thurrock","E06000034","Chinese","Boys","All/Boys/Girls","!","!"
"East","Thurrock","E06000034","All","Boys","All/Boys/Girls","73","80"
"South West","Torbay","E06000027","White","Boys","All/Boys/Girls","68","78"
"South West","Torbay","E06000027","Mixed","Boys","All/Boys/Girls","64","86"
"South West","Torbay","E06000027","Asian","Boys","All/Boys/Girls","!","!"
"South West","Torbay","E06000027","Black","Boys","All/Boys/Girls","!","!"
"South West","Torbay","E06000027","Chinese","Boys","All/Boys/Girls","!","!"
"South West","Torbay","E06000027","All","Boys","All/Boys/Girls","68","78"
"London","Tower Hamlets","E09000030","White","Boys","All/Boys/Girls","68","76"
"London","Tower Hamlets","E09000030","Mixed","Boys","All/Boys/Girls","71","89"
"London","Tower Hamlets","E09000030","Asian","Boys","All/Boys/Girls","72","81"
"London","Tower Hamlets","E09000030","Black","Boys","All/Boys/Girls","75","81"
"London","Tower Hamlets","E09000030","Chinese","Boys","All/Boys/Girls","!","!"
"London","Tower Hamlets","E09000030","All","Boys","All/Boys/Girls","71","81"
"North West","Trafford","E08000009","White","Boys","All/Boys/Girls","76","83"
"North West","Trafford","E08000009","Mixed","Boys","All/Boys/Girls","74","79"
"North West","Trafford","E08000009","Asian","Boys","All/Boys/Girls","71","85"
"North West","Trafford","E08000009","Black","Boys","All/Boys/Girls","83","88"
"North West","Trafford","E08000009","Chinese","Boys","All/Boys/Girls","69","85"
"North West","Trafford","E08000009","All","Boys","All/Boys/Girls","75","83"
"Yorkshire and The Humber","Wakefield","E08000036","White","Boys","All/Boys/Girls","66","79"
"Yorkshire and The Humber","Wakefield","E08000036","Mixed","Boys","All/Boys/Girls","70","84"
"Yorkshire and The Humber","Wakefield","E08000036","Asian","Boys","All/Boys/Girls","59","75"
"Yorkshire and The Humber","Wakefield","E08000036","Black","Boys","All/Boys/Girls","68","75"
"Yorkshire and The Humber","Wakefield","E08000036","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","Wakefield","E08000036","All","Boys","All/Boys/Girls","66","78"
"West Midlands","Walsall","E08000030","White","Boys","All/Boys/Girls","67","75"
"West Midlands","Walsall","E08000030","Mixed","Boys","All/Boys/Girls","69","81"
"West Midlands","Walsall","E08000030","Asian","Boys","All/Boys/Girls","73","78"
"West Midlands","Walsall","E08000030","Black","Boys","All/Boys/Girls","80","82"
"West Midlands","Walsall","E08000030","Chinese","Boys","All/Boys/Girls","!","100"
"West Midlands","Walsall","E08000030","All","Boys","All/Boys/Girls","68","75"
"London","Waltham Forest","E09000031","White","Boys","All/Boys/Girls","74","80"
"London","Waltham Forest","E09000031","Mixed","Boys","All/Boys/Girls","82","86"
"London","Waltham Forest","E09000031","Asian","Boys","All/Boys/Girls","77","85"
"London","Waltham Forest","E09000031","Black","Boys","All/Boys/Girls","73","87"
"London","Waltham Forest","E09000031","Chinese","Boys","All/Boys/Girls","!","!"
"London","Waltham Forest","E09000031","All","Boys","All/Boys/Girls","76","83"
"London","Wandsworth","E09000032","White","Boys","All/Boys/Girls","83","86"
"London","Wandsworth","E09000032","Mixed","Boys","All/Boys/Girls","76","80"
"London","Wandsworth","E09000032","Asian","Boys","All/Boys/Girls","77","87"
"London","Wandsworth","E09000032","Black","Boys","All/Boys/Girls","70","80"
"London","Wandsworth","E09000032","Chinese","Boys","All/Boys/Girls","!","!"
"London","Wandsworth","E09000032","All","Boys","All/Boys/Girls","78","84"
"North West","Warrington","E06000007","White","Boys","All/Boys/Girls","72","80"
"North West","Warrington","E06000007","Mixed","Boys","All/Boys/Girls","83","84"
"North West","Warrington","E06000007","Asian","Boys","All/Boys/Girls","68","84"
"North West","Warrington","E06000007","Black","Boys","All/Boys/Girls","!","!"
"North West","Warrington","E06000007","Chinese","Boys","All/Boys/Girls","!","100"
"North West","Warrington","E06000007","All","Boys","All/Boys/Girls","72","80"
"West Midlands","Warwickshire","E10000031","White","Boys","All/Boys/Girls","71","81"
"West Midlands","Warwickshire","E10000031","Mixed","Boys","All/Boys/Girls","73","82"
"West Midlands","Warwickshire","E10000031","Asian","Boys","All/Boys/Girls","78","87"
"West Midlands","Warwickshire","E10000031","Black","Boys","All/Boys/Girls","61","81"
"West Midlands","Warwickshire","E10000031","Chinese","Boys","All/Boys/Girls","!","100"
"West Midlands","Warwickshire","E10000031","All","Boys","All/Boys/Girls","72","81"
"South East","West Berkshire","E06000037","White","Boys","All/Boys/Girls","71","78"
"South East","West Berkshire","E06000037","Mixed","Boys","All/Boys/Girls","78","93"
"South East","West Berkshire","E06000037","Asian","Boys","All/Boys/Girls","!","!"
"South East","West Berkshire","E06000037","Black","Boys","All/Boys/Girls","100","!"
"South East","West Berkshire","E06000037","Chinese","Boys","All/Boys/Girls","!","!"
"South East","West Berkshire","E06000037","All","Boys","All/Boys/Girls","72","79"
"South East","West Sussex","E10000032","White","Boys","All/Boys/Girls","63","75"
"South East","West Sussex","E10000032","Mixed","Boys","All/Boys/Girls","71","77"
"South East","West Sussex","E10000032","Asian","Boys","All/Boys/Girls","73","77"
"South East","West Sussex","E10000032","Black","Boys","All/Boys/Girls","62","61"
"South East","West Sussex","E10000032","Chinese","Boys","All/Boys/Girls","!","!"
"South East","West Sussex","E10000032","All","Boys","All/Boys/Girls","64","75"
"London","Westminster","E09000033","White","Boys","All/Boys/Girls","78","83"
"London","Westminster","E09000033","Mixed","Boys","All/Boys/Girls","78","88"
"London","Westminster","E09000033","Asian","Boys","All/Boys/Girls","77","81"
"London","Westminster","E09000033","Black","Boys","All/Boys/Girls","82","79"
"London","Westminster","E09000033","Chinese","Boys","All/Boys/Girls","100","!"
"London","Westminster","E09000033","All","Boys","All/Boys/Girls","75","79"
"North West","Wigan","E08000010","White","Boys","All/Boys/Girls","69","79"
"North West","Wigan","E08000010","Mixed","Boys","All/Boys/Girls","72","88"
"North West","Wigan","E08000010","Asian","Boys","All/Boys/Girls","69","73"
"North West","Wigan","E08000010","Black","Boys","All/Boys/Girls","71","76"
"North West","Wigan","E08000010","Chinese","Boys","All/Boys/Girls","!","!"
"North West","Wigan","E08000010","All","Boys","All/Boys/Girls","69","79"
"South West","Wiltshire","E06000054","White","Boys","All/Boys/Girls","70","77"
"South West","Wiltshire","E06000054","Mixed","Boys","All/Boys/Girls","78","80"
"South West","Wiltshire","E06000054","Asian","Boys","All/Boys/Girls","74","84"
"South West","Wiltshire","E06000054","Black","Boys","All/Boys/Girls","69","90"
"South West","Wiltshire","E06000054","Chinese","Boys","All/Boys/Girls","!","!"
"South West","Wiltshire","E06000054","All","Boys","All/Boys/Girls","70","77"
"South East","Windsor and Maidenhead","E06000040","White","Boys","All/Boys/Girls","79","84"
"South East","Windsor and Maidenhead","E06000040","Mixed","Boys","All/Boys/Girls","76","80"
"South East","Windsor and Maidenhead","E06000040","Asian","Boys","All/Boys/Girls","70","86"
"South East","Windsor and Maidenhead","E06000040","Black","Boys","All/Boys/Girls","!","100"
"South East","Windsor and Maidenhead","E06000040","Chinese","Boys","All/Boys/Girls","!","!"
"South East","Windsor and Maidenhead","E06000040","All","Boys","All/Boys/Girls","77","83"
"North West","Wirral","E08000015","White","Boys","All/Boys/Girls","65","78"
"North West","Wirral","E08000015","Mixed","Boys","All/Boys/Girls","70","84"
"North West","Wirral","E08000015","Asian","Boys","All/Boys/Girls","76","79"
"North West","Wirral","E08000015","Black","Boys","All/Boys/Girls","!","!"
"North West","Wirral","E08000015","Chinese","Boys","All/Boys/Girls","67","50"
"North West","Wirral","E08000015","All","Boys","All/Boys/Girls","66","78"
"South East","Wokingham","E06000041","White","Boys","All/Boys/Girls","75","82"
"South East","Wokingham","E06000041","Mixed","Boys","All/Boys/Girls","82","86"
"South East","Wokingham","E06000041","Asian","Boys","All/Boys/Girls","85","87"
"South East","Wokingham","E06000041","Black","Boys","All/Boys/Girls","!","!"
"South East","Wokingham","E06000041","Chinese","Boys","All/Boys/Girls","!","100"
"South East","Wokingham","E06000041","All","Boys","All/Boys/Girls","77","84"
"West Midlands","Wolverhampton","E08000031","White","Boys","All/Boys/Girls","63","73"
"West Midlands","Wolverhampton","E08000031","Mixed","Boys","All/Boys/Girls","67","80"
"West Midlands","Wolverhampton","E08000031","Asian","Boys","All/Boys/Girls","70","80"
"West Midlands","Wolverhampton","E08000031","Black","Boys","All/Boys/Girls","75","83"
"West Midlands","Wolverhampton","E08000031","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Wolverhampton","E08000031","All","Boys","All/Boys/Girls","66","76"
"West Midlands","Worcestershire","E10000034","White","Boys","All/Boys/Girls","69","77"
"West Midlands","Worcestershire","E10000034","Mixed","Boys","All/Boys/Girls","64","84"
"West Midlands","Worcestershire","E10000034","Asian","Boys","All/Boys/Girls","63","71"
"West Midlands","Worcestershire","E10000034","Black","Boys","All/Boys/Girls","79","50"
"West Midlands","Worcestershire","E10000034","Chinese","Boys","All/Boys/Girls","!","!"
"West Midlands","Worcestershire","E10000034","All","Boys","All/Boys/Girls","69","77"
"Yorkshire and The Humber","York","E06000014","White","Boys","All/Boys/Girls","72","78"
"Yorkshire and The Humber","York","E06000014","Mixed","Boys","All/Boys/Girls","64","81"
"Yorkshire and The Humber","York","E06000014","Asian","Boys","All/Boys/Girls","64","83"
"Yorkshire and The Humber","York","E06000014","Black","Boys","All/Boys/Girls","!","100"
"Yorkshire and The Humber","York","E06000014","Chinese","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","York","E06000014","All","Boys","All/Boys/Girls","71","78  "
