"Title","Temporary exclusions by ethnicity and local authority"
"Location","England"
"Time period","2016/17"
"Data source","Permanent and fixed-period exclusions in England: 2016 to 2017"
"Data source link","https://www.gov.uk/government/statistics/permanent-and-fixed-period-exclusions-in-england-2016-to-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","19/07/2018"

"Ethnicity","Local authority","%"
"Other","Knowsley","!"
"Other","Liverpool","3.06"
"Other","St. Helens","!"
"Other","Sefton","!"
"Other","Wirral","2.17"
"Other","Bolton","3.55"
"Other","Bury","3.88"
"Other","Manchester","3.56"
"Other","Oldham","3.37"
"Other","Rochdale","2.28"
"Other","Salford","1.43"
"Other","Stockport","4.36"
"Other","Tameside","3.31"
"Other","Trafford","1.77"
"Other","Wigan","!"
"Other","Barnsley","13.28"
"Other","Doncaster","14.83"
"Other","Rotherham","2.27"
"Other","Sheffield","5.55"
"Other","Bradford","1.82"
"Other","Calderdale","2.50"
"Other","Kirklees","8.26"
"Other","Leeds","2.00"
"Other","Wakefield","0.00"
"Other","Gateshead","2.32"
"Other","Newcastle upon Tyne","1.30"
"Other","North Tyneside","4.05"
"Other","South Tyneside","!"
"Other","Sunderland","0.00"
"Other","Isles Of Scilly","N/A"
"Other","Bath and North East Somerset","3.42"
"Other","Bristol City of","3.20"
"Other","North Somerset","0.00"
"Other","South Gloucestershire","2.94"
"Other","Hartlepool","0.00"
"Other","Middlesbrough","3.68"
"Other","Redcar and Cleveland","0.00"
"Other","Stockton-on-Tees","6.61"
"Other","Kingston upon Hull City of","0.93"
"Other","East Riding of Yorkshire","2.51"
"Other","North East Lincolnshire","!"
"Other","North Lincolnshire","12.33"
"Other","North Yorkshire","0.00"
"Other","York","2.05"
"Other","Luton","4.09"
"Other","Bedford","2.45"
"Other","Central Bedfordshire","4.89"
"Other","Buckinghamshire","2.46"
"Other","Milton Keynes","2.14"
"Other","Derbyshire","10.80"
"Other","Derby","2.47"
"Other","Dorset","13.79"
"Other","Poole","0.00"
"Other","Bournemouth","3.86"
"Other","Durham","1.83"
"Other","Darlington","2.88"
"Other","East Sussex","3.88"
"Other","Brighton and Hove","4.20"
"Other","Hampshire","1.69"
"Other","Portsmouth","!"
"Other","Southampton","!"
"Other","Leicestershire","0.84"
"Other","Leicester","0.41"
"Other","Rutland","0.00"
"Other","Staffordshire","2.61"
"Other","Stoke-on-Trent","3.96"
"Other","Wiltshire","4.33"
"Other","Swindon","5.54"
"Other","Bracknell Forest","!"
"Other","Windsor and Maidenhead","3.47"
"Other","West Berkshire","5.52"
"Other","Reading","1.47"
"Other","Slough","1.98"
"Other","Wokingham","!"
"Other","Cambridgeshire","1.16"
"Other","Peterborough","2.61"
"Other","Halton","0.00"
"Other","Warrington","2.05"
"Other","Devon","1.23"
"Other","Plymouth","2.40"
"Other","Torbay","!"
"Other","Essex","1.43"
"Other","Southend-on-Sea","5.83"
"Other","Thurrock","0.00"
"Other","Herefordshire","!"
"Other","Worcestershire","2.14"
"Other","Kent","2.06"
"Other","Medway","1.14"
"Other","Lancashire","1.84"
"Other","Blackburn with Darwen","4.00"
"Other","Blackpool","0.00"
"Other","Nottinghamshire","3.44"
"Other","Nottingham","6.78"
"Other","Shropshire","0.00"
"Other","Telford and Wrekin","0.00"
"Other","Cheshire East","3.60"
"Other","Cheshire West and Chester","!"
"Other","Cornwall","3.78"
"Other","Cumbria","1.56"
"Other","Gloucestershire","1.34"
"Other","Hertfordshire","3.94"
"Other","Isle of Wight","0.00"
"Other","Lincolnshire","1.83"
"Other","Norfolk","0.75"
"Other","Northamptonshire","1.95"
"Other","Northumberland","0.00"
"Other","Oxfordshire","2.22"
"Other","Somerset","1.96"
"Other","Suffolk","1.31"
"Other","Surrey","2.93"
"Other","Warwickshire","2.00"
"Other","West Sussex","5.36"
