"Title","Fixed period exclusions by ethnicity and local authority"
"Location","England"
"Time period","2015/16"
"Data source","Statistics: exclusions"
"Data source link","https://www.gov.uk/government/statistics/permanent-and-fixed-period-exclusions-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","20/07/2017"

"Standard Ethnicity","Local authority","%"
"Other","Nottinghamshire","3.08"
"Other","Oldham","1.74"
"Other","Oxfordshire","1.93"
"Other","Peterborough","2.90"
"Other","Plymouth","1.09"
"Other","Poole","4.35"
"Other","Portsmouth","!"
"Other","Reading","!"
"Other","Redbridge","5.38"
"Other","Redcar and Cleveland","0.00"
"Other","Richmond upon Thames","3.62"
"Other","Rochdale","2.03"
"Other","Rotherham","2.06"
"Other","Rutland","!"
"Other","Salford","1.60"
"Other","Sandwell","2.87"
"Other","Sefton","!"
"Other","Sheffield","6.70"
"Other","Shropshire","0.00"
"Other","Slough","1.87"
"Other","Solihull","1.83"
"Other","Somerset","1.63"
"Other","South Gloucestershire","!"
"Other","South Tyneside","4.40"
"Other","Southampton","0.83"
"Other","Southend-on-Sea","4.57"
"Other","Southwark","1.45"
"Other","St. Helens","14.52"
"Other","Staffordshire","2.43"
"Other","Stockport","2.66"
"Other","Stockton-on-Tees","!"
"Other","Stoke-on-Trent","3.18"
"Other","Suffolk","1.75"
"Other","Sunderland","!"
"Other","Surrey","1.62"
"Other","Sutton","3.44"
"Other","Swindon","8.43"
"Other","Tameside","4.48"
"Other","Telford and Wrekin","0.00"
"Other","Thurrock","1.31"
"Other","Torbay","!"
"Other","Tower Hamlets","1.93"
"Other","Trafford","2.50"
"Other","Wakefield","!"
"Other","Walsall","1.41"
"Other","Waltham Forest","1.93"
"Other","Wandsworth","2.28"
"Other","Warrington","2.17"
"Other","Warwickshire","3.48"
"Other","West Berkshire","0.00"
"Other","West Sussex","3.73"
"Other","Westminster","5.13"
"Other","Wigan","2.10"
"Other","Wiltshire","2.95"
"Other","Windsor and Maidenhead","1.30"
"Other","Wirral","4.88"
"Other","Wokingham","!"
"Other","Wolverhampton","8.18"
"Other","Worcestershire","!"
"Other","York","2.68"
