"Title","Permanent exclusions by ethnicity and local authority"
"Location","England"
"Time period","2016/17"
"Data source","Permanent and fixed-period exclusions in England: 2016 to 2017"
"Data source link","https://www.gov.uk/government/statistics/permanent-and-fixed-period-exclusions-in-england-2016-to-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","19/07/2018"

"Ethnicity","Local authority","%"
"Other","Portsmouth","0.00"
"Other","Southampton","0.00"
"Other","Leicestershire","0.00"
"Other","Leicester","0.00"
"Other","Rutland","0.00"
"Other","Staffordshire","!"
"Other","Stoke-on-Trent","0.00"
"Other","Wiltshire","0.00"
"Other","Swindon","!"
"Other","Bracknell Forest","0.00"
"Other","Windsor and Maidenhead","0.00"
"Other","West Berkshire","0.00"
"Other","Reading","0.00"
"Other","Slough","!"
"Other","Wokingham","0.00"
"Other","Cambridgeshire","0.00"
"Other","Peterborough","0.00"
"Other","Halton","0.00"
"Other","Warrington","0.00"
"Other","Devon","0.00"
"Other","Plymouth","0.00"
"Other","Torbay","0.00"
"Other","Essex","0.00"
"Other","Southend-on-Sea","0.00"
"Other","Thurrock","0.00"
"Other","Herefordshire","0.00"
"Other","Worcestershire","!"
"Other","Kent","0.00"
"Other","Medway","0.00"
"Other","Lancashire","!"
"Other","Blackburn with Darwen","!"
"Other","Blackpool","0.00"
"Other","Nottinghamshire","0.00"
"Other","Nottingham","!"
"Other","Shropshire","0.00"
"Other","Telford and Wrekin","0.00"
"Other","Cheshire East","0.00"
"Other","Cheshire West and Chester","0.00"
"Other","Cornwall","!"
"Other","Cumbria","!"
"Other","Gloucestershire","0.00"
"Other","Hertfordshire","0.23"
"Other","Isle of Wight","0.00"
"Other","Lincolnshire","0.00"
"Other","Norfolk","0.00"
"Other","Northamptonshire","!"
"Other","Northumberland","0.00"
"Other","Oxfordshire","0.00"
"Other","Somerset","0.00"
"Other","Suffolk","0.00"
"Other","Surrey","0.00"
"Other","Warwickshire","0.00"
"Other","West Sussex","0.65"
"Other","Isles Of Scilly","N/A"
