"Title","Employment"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","December 2016"
"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL","SUPRESS"
"Jan08-Dec08","Employed","East of England","BME","All","25-49","16-64","136,187","179,901","891","75.7","4.4",""
"Jan08-Dec08","Employed","East of England","BME","All","50-64","16-64","28,106","41,734","211","67.3","10",""
"Jan08-Dec08","Employed","East of England","BME","Female","All","16-64","84,320","140,562","704","60","5.7",""
"Jan08-Dec08","Employed","East of England","BME","Female","16-24","16-64","14,509","31,294","148","46.4","12.7",""
"Jan08-Dec08","Employed","East of England","BME","Female","25-49","16-64","57,553","88,461","450","65.1","7",""
"Jan08-Dec08","Employed","East of England","BME","Female","50-64","16-64","12,258","20,807","106","58.9","14.8",""
"Jan08-Dec08","Employed","East of England","BME","Male","All","16-64","106,637","139,317","669","76.5","5.1",""
"Jan08-Dec08","Employed","East of England","BME","Male","16-24","16-64","12,155","26,950","123","45.1","13.9",""
"Jan08-Dec08","Employed","East of England","BME","Male","25-49","16-64","78,634","91,440","441","86","5.1",""
"Jan08-Dec08","Employed","East of England","BME","Male","50-64","16-64","15,848","20,927","105","75.7","13",""
"Jan08-Dec08","Employed","London","White","All","All","16-64","2,554,483","3,431,152","12,116","74.4","1.2",""
"Jan08-Dec08","Employed","London","White","All","16-24","16-64","294,257","525,878","1,657","56","3.8",""
"Jan08-Dec08","Employed","London","White","All","25-49","16-64","1,727,476","2,109,138","7,285","81.9","1.4",""
"Jan08-Dec08","Employed","London","White","All","50-64","16-64","532,750","796,136","3,174","66.9","2.6",""
"Jan08-Dec08","Employed","London","White","Female","All","16-64","1,141,085","1,685,429","6,243","67.7","1.8",""
"Jan08-Dec08","Employed","London","White","Female","16-24","16-64","140,907","260,940","837","54","5.3",""
"Jan08-Dec08","Employed","London","White","Female","25-49","16-64","760,128","1,032,172","3,815","73.6","2.2",""
"Jan08-Dec08","Employed","London","White","Female","50-64","16-64","240,050","392,317","1,591","61.2","3.8",""
"Jan08-Dec08","Employed","London","White","Male","All","16-64","1,413,398","1,745,723","5,873","81","1.6",""
"Jan08-Dec08","Employed","London","White","Male","16-24","16-64","153,350","264,938","820","57.9","5.3",""
"Jan08-Dec08","Employed","London","White","Male","25-49","16-64","967,348","1,076,966","3,470","89.8","1.6",""
"Jan08-Dec08","Employed","London","White","Male","50-64","16-64","292,700","403,819","1,583","72.5","3.5",""
"Jan08-Dec08","Employed","London","BME","All","All","16-64","1,140,743","1,912,940","6,605","59.6","1.9",""
"Jan08-Dec08","Employed","London","BME","All","16-24","16-64","152,436","436,582","1,377","34.9","4",""
"Jan08-Dec08","Employed","London","BME","All","25-49","16-64","815,764","1,183,704","4,100","68.9","2.2",""
"Jan08-Dec08","Employed","London","BME","All","50-64","16-64","172,543","292,654","1,128","59","4.5",""
"Jan08-Dec08","Employed","London","BME","Female","All","16-64","512,448","1,006,422","3,699","50.9","2.5",""
"Jan08-Dec08","Employed","London","BME","Female","16-24","16-64","73,544","226,636","742","32.5","5.3",""
"Jan08-Dec08","Employed","London","BME","Female","25-49","16-64","352,952","613,555","2,301","57.5","3.2",""
"Jan08-Dec08","Employed","London","BME","Female","50-64","16-64","85,952","166,231","656","51.7","6",""
"Jan08-Dec08","Employed","London","BME","Male","All","16-64","628,295","906,518","2,906","69.3","2.6",""
"Jan08-Dec08","Employed","London","BME","Male","16-24","16-64","78,892","209,946","635","37.6","6",""
"Jan08-Dec08","Employed","London","BME","Male","25-49","16-64","462,812","570,149","1,799","81.2","2.9",""
"Jan08-Dec08","Employed","London","BME","Male","50-64","16-64","86,591","126,423","472","68.5","6.6",""
"Jan08-Dec08","Employed","North East","White","All","All","16-64","1,099,580","1,588,457","12,197","69.2","1.3",""
"Jan08-Dec08","Employed","North East","White","All","16-24","16-64","161,591","296,692","1,965","54.5","3.5",""
"Jan08-Dec08","Employed","North East","White","All","25-49","16-64","655,325","810,358","6,179","80.9","1.5",""
"Jan08-Dec08","Employed","North East","White","All","50-64","16-64","282,664","481,407","4,053","58.7","2.4",""
"Jan08-Dec08","Employed","North East","White","Female","All","16-64","524,878","806,946","6,391","65","1.8",""
"Jan08-Dec08","Employed","North East","White","Female","16-24","16-64","77,132","146,963","989","52.5","4.9",""
"Jan08-Dec08","Employed","North East","White","Female","25-49","16-64","318,290","414,756","3,298","76.7","2.3",""
"Jan08-Dec08","Employed","North East","White","Female","50-64","16-64","129,456","245,227","2,104","52.8","3.4",""
"Jan08-Dec08","Employed","North East","White","Male","All","16-64","574,702","781,511","5,806","73.5","1.8",""
"Jan08-Dec08","Employed","North East","White","Male","16-24","16-64","84,459","149,729","976","56.4","4.9",""
"Jan08-Dec08","Employed","North East","White","Male","25-49","16-64","337,035","395,602","2,881","85.2","2",""
"Jan08-Dec08","Employed","North East","White","Male","50-64","16-64","153,208","236,180","1,949","64.9","3.3",""
"Jan08-Dec08","Employed","North East","BME","All","All","16-64","36,714","68,496","498","53.6","6.9",""
"Jan08-Dec08","Employed","North East","BME","All","16-24","16-64","4,896","16,608","102","29.5","14",""
"Jan08-Dec08","Employed","North East","BME","All","25-49","16-64","25,570","42,466","320","60.2","8.5",""
"Jan08-Dec08","Employed","North East","BME","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","North East","BME","Female","All","16-64","13,910","32,906","251","42.3","9.7",""
"Jan08-Dec08","Employed","North East","BME","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","North East","BME","Female","25-49","16-64","10,513","20,730","164","50.7","12.1",""
"Jan08-Dec08","Employed","North East","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","North East","BME","Male","All","16-64","22,804","35,590","247","64.1","9.5",""
"Jan08-Dec08","Employed","North East","BME","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","North East","BME","Male","25-49","16-64","15,057","21,736","156","69.3","11.4",""
"Jan08-Dec08","Employed","North East","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","North West","White","All","All","16-64","2,912,387","4,110,773","24,485","70.8","0.9",""
"Jan08-Dec08","Employed","North West","White","All","16-24","16-64","427,975","752,500","3,992","56.9","2.4",""
"Jan08-Dec08","Employed","North West","White","All","25-49","16-64","1,734,441","2,136,818","12,658","81.2","1.1",""
"Jan08-Dec08","Employed","North West","White","All","50-64","16-64","749,971","1,221,455","7,835","61.4","1.7",""
"Jan08-Dec08","Employed","North West","White","Female","All","16-64","1,379,336","2,075,108","12,900","66.5","1.3",""
"Jan08-Dec08","Employed","North West","White","Female","16-24","16-64","213,196","377,020","2,043","56.5","3.4",""
"Jan08-Dec08","Employed","North West","White","Female","25-49","16-64","823,973","1,084,665","6,788","76","1.6",""
"Jan08-Dec08","Employed","North West","White","Female","50-64","16-64","342,167","613,423","4,069","55.8","2.4",""
"Jan08-Dec08","Employed","North West","White","Male","All","16-64","1,533,051","2,035,665","11,585","75.3","1.2",""
"Jan08-Dec08","Employed","North West","White","Male","16-24","16-64","214,779","375,480","1,949","57.2","3.5",""
"Jan08-Dec08","Employed","North West","White","Male","25-49","16-64","910,468","1,052,153","5,870","86.5","1.4",""
"Jan08-Dec08","Employed","North West","White","Male","50-64","16-64","407,804","608,032","3,766","67.1","2.4",""
"Jan08-Dec08","Employed","North West","BME","All","All","16-64","192,585","365,433","2,128","52.7","3.4",""
"Jan08-Dec08","Employed","North West","BME","All","16-24","16-64","32,560","96,387","504","33.8","6.5",""
"Jan08-Dec08","Employed","North West","BME","All","25-49","16-64","137,452","224,484","1,312","61.2","4.2",""
"Jan08-Dec08","Employed","North West","BME","All","50-64","16-64","22,573","44,562","312","50.7","8.8",""
"Jan08-Dec08","Employed","North West","BME","Female","All","16-64","76,127","181,492","1,115","41.9","4.6",""
"Jan08-Dec08","Employed","North West","BME","Female","16-24","16-64","16,510","47,660","247","34.6","9.4",""
"Jan08-Dec08","Employed","North West","BME","Female","25-49","16-64","50,211","109,711","694","45.8","5.9",""
"Jan08-Dec08","Employed","North West","BME","Female","50-64","16-64","9,406","24,121","174","39","11.5",""
"Jan08-Dec08","Employed","North West","BME","Male","All","16-64","116,458","183,941","1,013","63.3","4.7",""
"Jan08-Dec08","Employed","North West","BME","Male","16-24","16-64","16,050","48,727","257","32.9","9.1",""
"Jan08-Dec08","Employed","North West","BME","Male","25-49","16-64","87,241","114,773","618","76","5.3",""
"Jan08-Dec08","Employed","North West","BME","Male","50-64","16-64","13,167","20,441","138","64.4","12.6",""
"Jan08-Dec08","Employed","Scotland","White","All","All","16-64","2,424,254","3,278,762","29,821","73.9","0.8",""
"Jan08-Dec08","Employed","Scotland","White","All","16-24","16-64","357,349","578,302","4,216","61.8","2.3",""
"Jan08-Dec08","Employed","Scotland","White","All","25-49","16-64","1,432,847","1,728,253","15,092","82.9","0.9",""
"Jan08-Dec08","Employed","Scotland","White","All","50-64","16-64","634,058","972,207","10,513","65.2","1.4",""
"Jan08-Dec08","Employed","Scotland","White","Female","All","16-64","1,155,697","1,674,942","15,862","69","1.1",""
"Jan08-Dec08","Employed","Scotland","White","Female","16-24","16-64","174,318","287,660","2,080","60.6","3.3",""
"Jan08-Dec08","Employed","Scotland","White","Female","25-49","16-64","689,923","888,830","8,196","77.6","1.4",""
"Jan08-Dec08","Employed","Scotland","White","Female","50-64","16-64","291,456","498,452","5,586","58.5","2",""
"Jan08-Dec08","Employed","Scotland","White","Male","All","16-64","1,268,557","1,603,820","13,959","79.1","1.1",""
"Jan08-Dec08","Employed","Scotland","White","Male","16-24","16-64","183,031","290,642","2,136","63","3.2",""
"Jan08-Dec08","Employed","Scotland","White","Male","25-49","16-64","742,924","839,423","6,896","88.5","1.2",""
"Jan08-Dec08","Employed","Scotland","White","Male","50-64","16-64","342,602","473,755","4,927","72.3","2",""
"Jan08-Dec08","Employed","Scotland","BME","All","All","16-64","59,867","98,571","595","60.7","6.2",""
"Jan08-Dec08","Employed","Scotland","BME","All","16-24","16-64","10,693","27,659","133","38.7","13.1",""
"Jan08-Dec08","Employed","Scotland","BME","All","25-49","16-64","43,491","62,014","391","70.1","7.2",""
"Jan08-Dec08","Employed","Scotland","BME","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Scotland","BME","Female","All","16-64","26,569","53,257","326","49.9","8.6",""
"Jan08-Dec08","Employed","Scotland","BME","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Scotland","BME","Female","25-49","16-64","19,293","32,579","217","59.2","10.3",""
"Jan08-Dec08","Employed","Scotland","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Scotland","BME","Male","All","16-64","33,298","45,314","269","73.5","8.3",""
"Jan08-Dec08","Employed","Scotland","BME","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Scotland","BME","Male","25-49","16-64","24,198","29,435","174","82.2","9",""
"Jan08-Dec08","Employed","Scotland","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","South East","White","All","All","16-64","3,817,351","4,949,426","21,277","77.1","0.9",""
"Jan08-Dec08","Employed","South East","White","All","16-24","16-64","522,652","840,249","3,125","62.2","2.7",""
"Jan08-Dec08","Employed","South East","White","All","25-49","16-64","2,248,293","2,625,866","11,178","85.6","1",""
"Jan08-Dec08","Employed","South East","White","All","50-64","16-64","1,046,406","1,483,311","6,974","70.5","1.7",""
"Jan08-Dec08","Employed","South East","White","Female","All","16-64","1,780,971","2,503,993","11,099","71.1","1.3",""
"Jan08-Dec08","Employed","South East","White","Female","16-24","16-64","264,450","422,114","1,586","62.6","3.8",""
"Jan08-Dec08","Employed","South East","White","Female","25-49","16-64","1,047,549","1,328,668","5,886","78.8","1.6",""
"Jan08-Dec08","Employed","South East","White","Female","50-64","16-64","468,972","753,211","3,627","62.3","2.5",""
"Jan08-Dec08","Employed","South East","White","Male","All","16-64","2,036,380","2,445,433","10,178","83.3","1.1",""
"Jan08-Dec08","Employed","South East","White","Male","16-24","16-64","258,202","418,135","1,539","61.8","3.8",""
"Jan08-Dec08","Employed","South East","White","Male","25-49","16-64","1,200,744","1,297,198","5,292","92.6","1.1",""
"Jan08-Dec08","Employed","South East","White","Male","50-64","16-64","577,434","730,100","3,347","79.1","2.2",""
"Jan08-Dec08","Employed","South East","BME","All","All","16-64","283,826","404,312","2,171","70.2","3",""
"Jan08-Dec08","Employed","South East","BME","All","16-24","16-64","35,220","79,270","375","44.4","7.9",""
"Jan08-Dec08","Employed","South East","BME","All","25-49","16-64","212,747","271,641","1,458","78.3","3.3",""
"Jan08-Dec08","Employed","South East","BME","All","50-64","16-64","35,859","53,401","338","67.2","7.9",""
"Jan08-Dec08","Employed","South East","BME","Female","All","16-64","120,816","198,476","1,111","60.9","4.5",""
"Jan08-Dec08","Employed","South East","BME","Female","16-24","16-64","14,063","36,509","182","38.5","11.2",""
"Jan08-Dec08","Employed","South East","BME","Female","25-49","16-64","90,744","136,033","758","66.7","5.3",""
"Jan08-Dec08","Employed","South East","BME","Female","50-64","16-64","16,009","25,934","171","61.7","11.5",""
"Jan08-Dec08","Employed","South East","BME","Male","All","16-64","163,010","205,836","1,060","79.2","3.9",""
"Jan08-Dec08","Employed","South East","BME","Male","16-24","16-64","21,157","42,761","193","49.5","11.1",""
"Jan08-Dec08","Employed","South East","BME","Male","25-49","16-64","122,003","135,608","700","90","3.5",""
"Jan08-Dec08","Employed","South East","BME","Male","50-64","16-64","19,850","27,467","167","72.3","10.7",""
"Jan08-Dec08","Employed","South West","White","All","All","16-64","2,398,913","3,139,646","15,201","76.4","1.1",""
"Jan08-Dec08","Employed","South West","White","All","16-24","16-64","351,970","538,829","2,259","65.3","3.1",""
"Jan08-Dec08","Employed","South West","White","All","25-49","16-64","1,362,856","1,609,047","7,719","84.7","1.3",""
"Jan08-Dec08","Employed","South West","White","All","50-64","16-64","684,087","991,770","5,223","69","2",""
"Jan08-Dec08","Employed","South West","White","Female","All","16-64","1,130,579","1,586,690","7,965","71.3","1.6",""
"Jan08-Dec08","Employed","South West","White","Female","16-24","16-64","173,459","266,239","1,121","65.2","4.4",""
"Jan08-Dec08","Employed","South West","White","Female","25-49","16-64","643,124","813,236","4,085","79.1","2",""
"Jan08-Dec08","Employed","South West","White","Female","50-64","16-64","313,996","507,215","2,759","61.9","2.9",""
"Jan08-Dec08","Employed","South West","White","Male","All","16-64","1,268,334","1,552,956","7,236","81.7","1.4",""
"Jan08-Dec08","Employed","South West","White","Male","16-24","16-64","178,511","272,590","1,138","65.5","4.4",""
"Jan08-Dec08","Employed","South West","White","Male","25-49","16-64","719,732","795,811","3,634","90.4","1.5",""
"Jan08-Dec08","Employed","South West","White","Male","50-64","16-64","370,091","484,555","2,464","76.4","2.6",""
"Jan08-Dec08","Employed","South West","BME","All","All","16-64","78,045","111,323","565","70.1","6",""
"Jan08-Dec08","Employed","South West","BME","All","16-24","16-64","11,059","25,053","116","44.1","14.3",""
"Jan08-Dec08","Employed","South West","BME","All","25-49","16-64","56,441","71,923","371","78.5","6.6",""
"Jan08-Dec08","Employed","South West","BME","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","South West","BME","Female","All","16-64","34,693","54,713","277","63.4","9",""
"Jan08-Dec08","Employed","South West","BME","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","South West","BME","Female","25-49","16-64","24,185","34,077","182","71","10.4",""
"Jan08-Dec08","Employed","South West","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","South West","BME","Male","All","16-64","43,352","56,610","288","76.6","7.7",""
"Jan08-Dec08","Employed","South West","BME","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","South West","BME","Male","25-49","16-64","32,256","37,846","189","85.2","8",""
"Jan08-Dec08","Employed","South West","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Wales","White","All","All","16-64","1,280,488","1,852,663","21,383","69.1","1",""
"Jan08-Dec08","Employed","Wales","White","All","16-24","16-64","188,655","344,047","3,358","54.8","2.7",""
"Jan08-Dec08","Employed","Wales","White","All","25-49","16-64","752,132","936,164","10,461","80.3","1.2",""
"Jan08-Dec08","Employed","Wales","White","All","50-64","16-64","339,701","572,452","7,564","59.3","1.7",""
"Jan08-Dec08","Employed","Wales","White","Female","All","16-64","607,718","938,904","11,295","64.7","1.4",""
"Jan08-Dec08","Employed","Wales","White","Female","16-24","16-64","93,866","170,391","1,703","55.1","3.7",""
"Jan08-Dec08","Employed","Wales","White","Female","25-49","16-64","360,652","476,685","5,624","75.7","1.8",""
"Jan08-Dec08","Employed","Wales","White","Female","50-64","16-64","153,200","291,828","3,968","52.5","2.5",""
"Jan08-Dec08","Employed","Wales","White","Male","All","16-64","672,770","913,759","10,088","73.6","1.4",""
"Jan08-Dec08","Employed","Wales","White","Male","16-24","16-64","94,789","173,656","1,655","54.6","3.8",""
"Jan08-Dec08","Employed","Wales","White","Male","25-49","16-64","391,480","459,479","4,837","85.2","1.6",""
"Jan08-Dec08","Employed","Wales","White","Male","50-64","16-64","186,501","280,624","3,596","66.5","2.4",""
"Jan08-Dec08","Employed","Wales","BME","All","All","16-64","35,293","62,934","518","56.1","6.8",""
"Jan08-Dec08","Employed","Wales","BME","All","16-24","16-64","5,735","16,827","110","34.1","14",""
"Jan08-Dec08","Employed","Wales","BME","All","25-49","16-64","25,321","39,000","336","64.9","8.1",""
"Jan08-Dec08","Employed","Wales","BME","All","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Wales","BME","Female","All","16-64","14,563","29,452","267","49.4","9.5",""
"Jan08-Dec08","Employed","Wales","BME","Female","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Wales","BME","Female","25-49","16-64","10,148","18,583","176","54.6","11.6",""
"Jan08-Dec08","Employed","Wales","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Wales","BME","Male","All","16-64","20,730","33,482","251","61.9","9.5",""
"Jan08-Dec08","Employed","Wales","BME","Male","16-24","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Wales","BME","Male","25-49","16-64","15,173","20,417","160","74.3","10.7",""
"Jan08-Dec08","Employed","Wales","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","West Midlands","White","All","All","16-64","2,169,797","2,969,086","14,149","73.1","1.2",""
"Jan08-Dec08","Employed","West Midlands","White","All","16-24","16-64","300,195","517,058","2,144","58.1","3.3",""
"Jan08-Dec08","Employed","West Midlands","White","All","25-49","16-64","1,265,994","1,538,910","7,178","82.3","1.4",""
"Jan08-Dec08","Employed","West Midlands","White","All","50-64","16-64","603,608","913,118","4,827","66.1","2.1",""
"Jan08-Dec08","Employed","West Midlands","White","Female","All","16-64","1,009,553","1,486,407","7,373","67.9","1.7",""
"Jan08-Dec08","Employed","West Midlands","White","Female","16-24","16-64","144,550","253,262","1,054","57.1","4.7",""
"Jan08-Dec08","Employed","West Midlands","White","Female","25-49","16-64","596,013","773,878","3,816","77","2.1",""
"Jan08-Dec08","Employed","West Midlands","White","Female","50-64","16-64","268,990","459,267","2,503","58.6","3",""
"Jan08-Dec08","Employed","West Midlands","White","Male","All","16-64","1,160,244","1,482,679","6,776","78.3","1.6",""
"Jan08-Dec08","Employed","West Midlands","White","Male","16-24","16-64","155,645","263,796","1,090","59","4.6",""
"Jan08-Dec08","Employed","West Midlands","White","Male","25-49","16-64","669,981","765,032","3,362","87.6","1.8",""
"Jan08-Dec08","Employed","West Midlands","White","Male","50-64","16-64","334,618","453,851","2,324","73.7","2.8",""
"Jan08-Dec08","Employed","West Midlands","BME","All","All","16-64","271,558","519,042","2,111","52.3","3.4",""
"Jan08-Dec08","Employed","West Midlands","BME","All","16-24","16-64","41,583","133,921","477","31.1","6.6",""
"Jan08-Dec08","Employed","West Midlands","BME","All","25-49","16-64","191,546","315,319","1,302","60.7","4.2",""
"Jan08-Dec08","Employed","West Midlands","BME","All","50-64","16-64","38,429","69,802","332","55.1","8.5",""
"Jan08-Dec08","Employed","West Midlands","BME","Female","All","16-64","111,150","264,562","1,101","42","4.6",""
"Jan08-Dec08","Employed","West Midlands","BME","Female","16-24","16-64","19,226","69,761","238","27.6","9",""
"Jan08-Dec08","Employed","West Midlands","BME","Female","25-49","16-64","76,983","159,017","691","48.4","5.9",""
"Jan08-Dec08","Employed","West Midlands","BME","Female","50-64","16-64","14,941","35,784","172","41.8","11.6",""
"Jan08-Dec08","Employed","West Midlands","BME","Male","All","16-64","160,408","254,480","1,010","63","4.7",""
"Jan08-Dec08","Employed","West Midlands","BME","Male","16-24","16-64","22,357","64,160","239","34.8","9.5",""
"Jan08-Dec08","Employed","West Midlands","BME","Male","25-49","16-64","114,563","156,302","611","73.3","5.5",""
"Jan08-Dec08","Employed","West Midlands","BME","Male","50-64","16-64","23,488","34,018","160","69","11.3",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","All","All","16-64","2,212,174","3,045,054","15,394","72.6","1.1",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","All","16-24","16-64","328,098","568,807","2,573","57.7","3",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","All","25-49","16-64","1,304,309","1,572,678","7,835","82.9","1.3",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","All","50-64","16-64","579,767","903,569","4,986","64.2","2.1",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Female","All","16-64","1,038,293","1,529,247","7,968","67.9","1.6",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Female","16-24","16-64","159,852","280,880","1,324","56.9","4.2",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Female","25-49","16-64","616,860","792,224","4,081","77.9","2",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Female","50-64","16-64","261,581","456,143","2,563","57.3","3",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Male","All","16-64","1,173,881","1,515,807","7,426","77.4","1.5",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Male","16-24","16-64","168,246","287,927","1,249","58.4","4.3",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Male","25-49","16-64","687,449","780,454","3,754","88.1","1.6",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","White","Male","50-64","16-64","318,186","447,426","2,423","71.1","2.9",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","All","All","16-64","162,144","298,770","1,178","54.3","4.5",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","All","16-24","16-64","31,016","75,005","278","41.4","9.1",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","All","25-49","16-64","115,173","187,088","740","61.6","5.5",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","All","50-64","16-64","15,955","36,677","160","43.5","12.1",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Female","All","16-64","63,952","152,013","604","42.1","6.2",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Female","16-24","16-64","16,679","41,237","152","40.4","12.3",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Female","25-49","16-64","41,640","92,860","373","44.8","8",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Female","50-64","16-64","?","?","?","?","?","Supress"
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Male","All","16-64","98,192","146,757","574","66.9","6.1",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Male","16-24","16-64","14,337","33,768","126","42.5","13.6",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Male","25-49","16-64","73,533","94,228","367","78","6.7",""
"Jan08-Dec08","Employed","Yorkshire and The Humber","BME","Male","50-64","16-64","?","?","?","?","?","Supress"
"Jan09-Dec09","Employed","All","White","All","All","16-64","24,846,373","34,347,762","180,008","72.3","0.3",""
"Jan09-Dec09","Employed","All","White","All","16-24","16-64","3,361,129","6,014,897","27,637","55.9","0.9",""
"Jan09-Dec09","Employed","All","White","All","25-49","16-64","14,813,491","18,099,367","91,367","81.8","0.4",""
"Jan09-Dec09","Employed","All","White","All","50-64","16-64","6,671,753","10,233,498","61,004","65.2","0.6",""
"Jan09-Dec09","Employed","All","White","Female","All","16-64","11,748,435","17,342,178","94,137","67.7","0.5",""
"Jan09-Dec09","Employed","All","White","Female","16-24","16-64","1,696,658","3,017,628","13,821","56.2","1.3",""
"Jan09-Dec09","Employed","All","White","Female","25-49","16-64","6,996,644","9,135,642","48,610","76.6","0.6",""
"Jan09-Dec09","Employed","All","White","Female","50-64","16-64","3,055,133","5,188,908","31,706","58.9","0.9",""
"Jan09-Dec09","Employed","All","White","Male","All","16-64","13,097,938","17,005,584","85,871","77","0.4",""
"Jan09-Dec09","Employed","All","White","Male","16-24","16-64","1,664,471","2,997,269","13,816","55.5","1.3",""
"Jan09-Dec09","Employed","All","White","Male","25-49","16-64","7,816,847","8,963,725","42,757","87.2","0.5",""
"Jan09-Dec09","Employed","All","White","Male","50-64","16-64","3,616,620","5,044,590","29,298","71.7","0.8",""
"Jan09-Dec09","Employed","All","BME","All","All","16-64","2,640,906","4,517,497","18,679","58.5","1.1",""
"Jan09-Dec09","Employed","All","BME","All","16-24","16-64","325,745","1,003,272","3,850","32.5","2.3",""
"Jan09-Dec09","Employed","All","BME","All","25-49","16-64","1,944,674","2,878,124","11,879","67.6","1.3",""
"Jan09-Dec09","Employed","All","BME","All","50-64","16-64","370,487","636,101","2,950","58.2","2.8",""
"Jan09-Dec09","Employed","All","BME","Female","All","16-64","1,131,851","2,279,867","9,804","49.6","1.6",""
"Jan09-Dec09","Employed","All","BME","Female","16-24","16-64","149,641","492,755","1,885","30.4","3.3",""
"Jan09-Dec09","Employed","All","BME","Female","25-49","16-64","816,210","1,461,066","6,381","55.9","1.9",""
"Jan09-Dec09","Employed","All","BME","Female","50-64","16-64","166,000","326,046","1,538","50.9","3.9",""
"Jan09-Dec09","Employed","All","BME","Male","All","16-64","1,509,055","2,237,630","8,875","67.4","1.5",""
"Jan09-Dec09","Employed","All","BME","Male","16-24","16-64","176,104","510,517","1,965","34.5","3.3",""
"Jan09-Dec09","Employed","All","BME","Male","25-49","16-64","1,128,464","1,417,058","5,498","79.6","1.7",""
"Jan09-Dec09","Employed","All","BME","Male","50-64","16-64","204,487","310,055","1,412","66","3.9",""
"Jan09-Dec09","Employed","East Midlands","White","All","All","16-64","1,902,004","2,591,607","9,381","73.4","1.4",""
"Jan09-Dec09","Employed","East Midlands","White","All","16-24","16-64","264,486","459,483","1,547","57.6","3.9",""
"Jan09-Dec09","Employed","East Midlands","White","All","25-49","16-64","1,112,231","1,335,999","4,781","83.3","1.7",""
"Jan09-Dec09","Employed","East Midlands","White","All","50-64","16-64","525,287","796,125","3,053","66","2.7",""
"Jan09-Dec09","Employed","East Midlands","White","Female","All","16-64","890,965","1,304,415","4,856","68.3","2.1",""
"Jan09-Dec09","Employed","East Midlands","White","Female","16-24","16-64","127,503","229,015","777","55.7","5.5",""
"Jan09-Dec09","Employed","East Midlands","White","Female","25-49","16-64","523,658","674,024","2,529","77.7","2.6",""
