"Title"," Representation of learners starting an apprenticeship by ethnicity"
"Location","England"
"Time period","2015/16"
"Data source","Apprenticeship statistics"
"Data source link","https://www.gov.uk/government/statistical-data-sets/fe-data-library-apprenticeships"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","November 2016 (final full year data); March for provisional 2016/17 in year data (forms part of source above)."

"Ethnicity","Apprenticeship starts","Population (2015 estimate)"
"Asian","4.2","8.2"
"Black","3.4","3.7"
"Mixed","2.2","2.6"
"White","88.1","84.6"
"Other","0.7","1.1"
