"Title","Armed forces workforce"
"Location","UK"
"Time period","2012 to 2018"
"Data source","Ministry of Defence"
"Data source link","https://www.gov.uk/government/statistics/uk-armed-forces-biannual-diversity-statistics-2018"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-02"
"Ethnicity","Service","Rank","NATO_code","Rank","Year","Value","Number","Note","Number_Note"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-14","98.2","1930","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-15","98.2","1910","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-16","98.3","1950","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-17","98.2","1940","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Apr-18","98.1","1910","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-12","98.3","1940","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-13","98.2","1900","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-14","98.1","1870","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-15","98.3","1840","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-16","98.4","1880","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-3","Lieutenant","Oct-17","98.1","1860","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-12","98.5","1030","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-13","98.5","990","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-14","98.3","990","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-15","98.4","970","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-16","98.4","970","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-17","98.5","980","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Apr-18","98.8","1000","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-12","98.5","1060","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-13","98.3","1010","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-14","98.4","1000","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-15","98.2","990","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-16","98.3","1010","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-4","Commander","Oct-17","98.5","1020","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-12","98.6","290","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-13","98.2","270","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-14","99.2","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-15","98.9","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-16","99.3","270","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-17","99.3","270","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Apr-18","98.9","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-12","98.5","270","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-13","98.8","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-14","99.2","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-15","98.9","270","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-16","99.2","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-5","Captain","Oct-17","98.9","260","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-12","98.3","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-13","99.1","110","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-14","99.1","110","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-15","100","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-16","99.2","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-17","99.2","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Apr-18","99.2","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-12","99.2","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-13","99.1","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-14","100","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-15","100","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-16","99.2","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Officers","OF-6 and above","Commodore and above","Oct-17","99.2","120","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-12","96","26850","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-13","96.1","25650","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-14","96.1","25220","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-15","96","24690","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-16","96.1","24500","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-17","96.1","24540","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Apr-18","95.7","24390","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-12","96.1","26150","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-13","96.1","25320","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-14","96","24780","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-15","96","24410","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-16","96.1","24440","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","All Other Ranks","All Other Ranks","Oct-17","95.9","24360","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-12","94.6","11690","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-13","94.8","11350","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-14","95.3","11460","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-15","95.3","11300","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-16","95.7","11250","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-17","95.8","11030","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Apr-18","95.1","10640","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-12","94.6","11390","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-13","95","11240","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-14","95.2","11200","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-15","95.4","11090","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-16","95.7","10970","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-1/OR-2","Able Rating","Oct-17","95.6","10720","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-12","97.2","560","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-13","97.8","550","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-14","95.8","600","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-15","96.6","620","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-16","97.4","640","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-17","97.1","660","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Apr-18","96.8","630","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-12","97.2","590","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-13","97.2","580","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-14","96","580","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-15","97.2","660","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-16","97.4","710","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-3","NA","Oct-17","96.6","670","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-12","95.4","5670","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-13","95.3","5420","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-14","94.8","5300","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-15","94.7","5190","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-16","94.4","5070","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-17","94.3","5190","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Apr-18","94.4","5360","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-12","95.4","5520","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-13","95.1","5430","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-14","94.8","5320","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-15","94.6","5140","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-16","94.5","5130","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-4","Leading Rate","Oct-17","94.3","5240","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-12","97.9","4060","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-13","97.9","3760","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-14","97.9","3550","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-15","97.6","3490","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-16","97.3","3480","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-17","96.6","3590","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Apr-18","96.3","3670","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-12","97.9","3920","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-13","98.1","3620","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-14","97.6","3520","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-15","97.3","3490","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-16","96.6","3590","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-6","Petty Officer","Oct-17","96.5","3610","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-12","98.5","3450","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-13","98.5","3220","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-14","98.2","3010","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-15","97.9","2800","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-16","97.9","2740","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-17","97.8","2730","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Apr-18","97.9","2790","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-12","98.6","3360","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-13","98.3","3090","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-14","98.1","2890","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-15","98","2760","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-16","97.9","2710","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-7","Chief Petty Officer","Oct-17","97.7","2790","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-12","98.9","750","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-13","99.2","720","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-14","99.5","660","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-15","99.6","450","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-16","99.5","400","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-17","99.2","380","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Apr-18","98.5","340","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-12","99","720","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-13","99.2","700","NA","NA"
"White Background","Royal Navy/Royal Marines","Other Ranks","OR-8","Warrant Officer Class 2","Oct-14","99.6","500","NA","NA"
