"Title","Cigarette smoking among 15 year olds by ethnicity"
"Location","England"
"Time period","2014/15"
"Data source","What About YOUth (WAY) survey"
"Data source link","https://digital.nhs.uk/catalogue/PUB19244"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","November 2015"

"Ethnicity","%"
"All","8.2"
"Asian","2.6"
"Black","2.4"
"Mixed","9.0"
"White","9.2"
"Other","2.9"
