"Title","GCSE-level exam results (‘Attainment 8’) by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","52","2463","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","49","2078","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","56","2118","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","50","2216","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","51","3271","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","52","3222","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","47","2018","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","46","2979","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","52","2021","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","47","2808","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","52","3222","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","48","2028","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","49","3029","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","49","5700","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","48","1486","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","49","1751","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","52","5886","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","49","2980","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","49","4001","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","49","3407","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","York","Local Authority","E06000014","All pupils","All pupils","53","1511","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","46","2015","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","49","7297","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","40","1149","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","49","6108","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","50","7464","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","48","6612","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","43","1528","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","51","7243","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","55","472","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","49","4492","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","47","2275","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","48","2974","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","49","1681","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","43","1986","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","51","2857","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","52","2375","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","49","8176","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","47","1801","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","49","1769","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","47","2306","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","52","5003","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","46","1457","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","51","5183","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","50","1308","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","51","5139","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","49","2376","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","50","13142","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","53","10336","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","46","937","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","49","7551","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","46","1698","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","52","1649","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","49","6440","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","47","1385","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","52","549","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","55","687","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","57","624","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","52","1005","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","50","506","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","58","297","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","53","491","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","47","698","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","46","582","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","53","685","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","46","316","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","53","571","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","58","483","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","47","1051","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","55","1835","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","50","2183","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","49","579","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","54","2419","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","50","1534","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","52","826","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","50","1754","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","47","1071","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","52","610","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","50","2237","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","48","1479","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","53","951","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","56","871","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","52","734","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","52","903","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","55","1025","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","55","1623","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","51","969","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","51","946","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","50","1802","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","56","4220","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","49","4532","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","51","12110","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","44","1249","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","50","14022","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","49","2508","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","48","1994","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","51","5136","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","46","1515","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","50","711","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","51","497","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","46","1593","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","53","8958","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","52","1704","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","51","7316","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","53","1119","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","54","1231","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","52","1863","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","50","1429","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","48","2316","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","50","5232","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","50","6726","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","50","3933","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","52","5882","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","49","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","50","2043","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","48","2489","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","52","1338","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","50","4933","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","48","2530","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","48","1756","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","52","1335","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","White","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","51","4582","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","52","42","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","51","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","61","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","52","8","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","51","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","54","65","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","54","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","53","36","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","53","20","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","46","17","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","51","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","48","27","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","51","61","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","46","24","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","48","88","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","51","101","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","51","93","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","51","72","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","56","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","55","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","48","21","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","51","277","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","45","203","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","45","344","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","44","90","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","52","83","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","50","80","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","50","60","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","57","15","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","53","105","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","52","74","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","57","132","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","46","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","51","66","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","53","69","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","51","35","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","44","218","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","49","93","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","48","61","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","52","46","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","53","44","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","45","225","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","48","335","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","49","38","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","52","19","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","55","124","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","50","58","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","46","265","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","51","64","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","York","Local Authority","E06000014","All pupils","All pupils","59","33","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","46","166","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","49","161","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","44","210","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","51","246","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","55","134","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","48","327","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","45","231","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","51","255","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","50","9","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","50","834","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","45","181","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","46","183","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","58","25","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","43","223","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","52","53","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","48","181","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","49","189","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","46","69","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","50","70","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","48","155","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","54","187","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","45","223","NA","NA"
"Average Attainment 8 score per pupil","2016","Academic year","Mixed","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","50","169","NA","NA"
