"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","All","72","%","32"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","All","66","%","86"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","All","77","%","60"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","All","69","%","1521"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","All","72","%","1569"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","All","91","%","35"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","All","81","%","52"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","All","73","%","70"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","All","64","%","237"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","All","78","%","77"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","All","65","%","1229"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","All","66","%","245"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","All","72","%","46"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","All","76","%","83"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","All","64","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","All","75","%","978"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","All","58","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","All","85","%","26"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","All","81","%","149"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","All","83","%","625"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","All","77","%","116"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","All","83","%","1087"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","All","67","%","100"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","All","85","%","68"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","All","87","%","141"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","All","81","%","121"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","All","80","%","357"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","All","75","%","146"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","All","100","%","11"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","All","84","%","75"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","All","79","%","408"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","All","85","%","464"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","All","80","%","486"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","All","71","%","154"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","All","70","%","440"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","All","84","%","269"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","All","86","%","259"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","All","82","%","258"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","All","83","%","635"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","All","85","%","493"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","All","78","%","246"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","All","80","%","864"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","All","80","%","372"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","All","75","%","443"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","All","83","%","1110"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","All","74","%","942"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","All","76","%","463"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","All","77","%","349"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","All","76","%","98"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","All","72","%","871"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","All","94","%","108"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","All","82","%","482"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","All","69","%","468"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","All","82","%","841"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","All","88","%","93"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","All","81","%","48"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","All","75","%","315"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","All","76","%","63"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","All","74","%","191"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","All","72","%","29"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","All","77","%","60"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","All","69","%","349"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","All","79","%","38"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","All","80","%","64"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","All","77","%","82"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","All","88","%","115"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","All","79","%","38"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","All","68","%","60"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","All","74","%","43"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","All","82","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","All","!","%","*"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","All","79","%","73"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","All","68","%","28"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","All","65","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","All","89","%","45"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","All","74","%","182"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","All","85","%","60"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","All","64","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","All","80","%","30"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","All","79","%","104"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","All","85","%","27"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","All","79","%","43"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","All","75","%","314"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","All","90","%","29"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","All","68","%","372"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","All","84","%","25"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","All","72","%","420"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","All","71","%","5836"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","All","80","%","372"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","All","74","%","799"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","All","!","%","9"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","All","74","%","1273"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","All","66","%","244"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","All","75","%","5523"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","All","84","%","307"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","All","80","%","351"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","All","78","%","854"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","All","78","%","846"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","All","82","%","330"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","All","70","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","All","76","%","786"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","All","81","%","397"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","All","77","%","746"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","All","74","%","1341"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","All","72","%","155"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","All","81","%","296"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","All","71","%","476"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","All","73","%","241"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","All","74","%","480"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","All","75","%","141"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","All","74","%","438"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","All","75","%","681"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","All","77","%","22"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","All","84","%","25"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","All","72","%","1409"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","All","79","%","92"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","All","87","%","85"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","All","58","%","436"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","All","79","%","62"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","All","63","%","466"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","All","!","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","All","76","%","79"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","All","64","%","39"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","All","73","%","248"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","All","73","%","3227"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","All","74","%","744"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","All","64","%","1108"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","All","63","%","153"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","All","69","%","48"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","All","82","%","79"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","All","59","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","All","83","%","18"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","All","88","%","26"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","All","72","%","803"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","All","75","%","115"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","All","72","%","3427"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","All","70","%","1469"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","All","68","%","1180"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","All","88","%","24"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","All","69","%","116"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","All","75","%","243"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","All","74","%","46"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","All","66","%","161"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","Boys","75","%","577"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","Boys","63","%","284"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","Boys","81","%","70"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","Boys","64","%","308"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","Boys","73","%","162"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","Boys","77","%","75"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","Boys","65","%","716"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","Boys","72","%","61"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","Boys","67","%","767"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","Boys","73","%","55"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","Boys","85","%","39"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","Boys","71","%","168"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","Boys","64","%","187"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","Boys","72","%","57"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","Boys","80","%","585"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","Boys","73","%","49"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","Boys","77","%","35"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","Boys","87","%","219"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","Boys","63","%","164"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","Boys","84","%","68"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","Boys","81","%","179"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","Boys","77","%","62"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Rutland","E06000017","Boys","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","Boys","69","%","336"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","Boys","73","%","912"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derbyshire","E10000007","Boys","64","%","45"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","Boys","79","%","292"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottingham","E06000018","Boys","71","%","303"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Lincolnshire","E10000019","Boys","90","%","39"
