"Title","Further education participation by ethnicity, compared with the overall population by ethnicity"
"Location","England"
"Time period","2016/17"
"Data source","FE data library: further education and skills"
"Data source link","https://www.gov.uk/government/statistical-data-sets/fe-data-library-further-education-and-skills"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","12/12/2017"

"Ethnicity","Ethnicity","FE learners","Population (2016 estimate)"
"Asian","Asian","8.6","8.0"
"Black","Black","6.6","3.6"
"Mixed","Mixed","3.0","2.6"
"White","White","77.7","84.8"
"Other","Other","2.3","1.1"
