"","No identified SEN","","","All SEN","","","SEN Support","","","SEN with a statement or EHC plan","",""
"","All (%)","Boys (%)","Girls (%)","All (%)","Boys (%)","Girls (%)","All (%)","Boys (%)","Girls (%)","All (%)","Boys (%)","Girls (%)"
"All","47.6","45.7","49.5","12.8","11.8","14.7","15.5","14.4","17.2","5.3","5.7","4.4"
"Asian","53.8","52.1","55.5","13.6","12.8","14.8","16.1","15.1","17.5","6.4","6.8","5.7"
"Black","43.3","39.7","46.5","11.2","9.8","13.4","13.3","11.8","15.4","4.8","5.1","3.9"
"Chinese","75.2","71.5","79.0","24.2","24.1","24.4","29.7","!","!","10.8","!","!"
"Mixed","48.3","47.1","49.4","13.4","12.4","14.9","16.6","!","!","4.0","!","!"
"White","46.9","45.0","48.7","12.8","11.7","14.8","15.6","14.4","17.3","5.3","5.6","4.3"
