"Title","Science attainment for children aged 5 to 7 by ethnicity, area and gender"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 1 statistics https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_girls"
"North West","Wirral","E08000015","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"South East","Wokingham","E06000041","Chinese","ONS 5","Boys","All/Boys/Girls","!","100"
"West Midlands","Wolverhampton","E08000031","Chinese","ONS 5","Boys","All/Boys/Girls","80","100"
"West Midlands","Worcestershire","E10000034","Chinese","ONS 5","Boys","All/Boys/Girls","60","100"
"Yorkshire and The Humber","York","E06000014","Chinese","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Barking and Dagenham","E09000002","Mixed","ONS 5","Boys","All/Boys/Girls","79","85"
"London","Barnet","E09000003","Mixed","ONS 5","Boys","All/Boys/Girls","81","84"
"Yorkshire and The Humber","Barnsley","E08000016","Mixed","ONS 5","Boys","All/Boys/Girls","88","79"
"South West","Bath and North East Somerset","E06000022","Mixed","ONS 5","Boys","All/Boys/Girls","79","82"
"East","Bedford","E06000055","Mixed","ONS 5","Boys","All/Boys/Girls","80","86"
"London","Bexley","E09000004","Mixed","ONS 5","Boys","All/Boys/Girls","82","89"
"West Midlands","Birmingham","E08000025","Mixed","ONS 5","Boys","All/Boys/Girls","71","81"
"North West","Blackburn with Darwen","E06000008","Mixed","ONS 5","Boys","All/Boys/Girls","84","83"
"North West","Blackpool","E06000009","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"North West","Bolton","E08000001","Mixed","ONS 5","Boys","All/Boys/Girls","79","83"
"South West","Bournemouth","E06000028","Mixed","ONS 5","Boys","All/Boys/Girls","83","92"
"South East","Bracknell Forest","E06000036","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","Bradford","E08000032","Mixed","ONS 5","Boys","All/Boys/Girls","74","84"
"London","Brent","E09000005","Mixed","ONS 5","Boys","All/Boys/Girls","81","91"
"South East","Brighton and Hove","E06000043","Mixed","ONS 5","Boys","All/Boys/Girls","83","85"
"South West","Bristol, City of","E06000023","Mixed","ONS 5","Boys","All/Boys/Girls","76","81"
"London","Bromley","E09000006","Mixed","ONS 5","Boys","All/Boys/Girls","85","94"
"South East","Buckinghamshire","E10000002","Mixed","ONS 5","Boys","All/Boys/Girls","80","86"
"North West","Bury","E08000002","Mixed","ONS 5","Boys","All/Boys/Girls","68","88"
"Yorkshire and The Humber","Calderdale","E08000033","Mixed","ONS 5","Boys","All/Boys/Girls","68","78"
"East","Cambridgeshire","E10000003","Mixed","ONS 5","Boys","All/Boys/Girls","77","90"
"London","Camden","E09000007","Mixed","ONS 5","Boys","All/Boys/Girls","83","82"
"East","Central Bedfordshire","E06000056","Mixed","ONS 5","Boys","All/Boys/Girls","74","84"
"North West","Cheshire East","E06000049","Mixed","ONS 5","Boys","All/Boys/Girls","90","83"
"North West","Cheshire West and Chester","E06000050","Mixed","ONS 5","Boys","All/Boys/Girls","85","93"
"London","City of London","E09000001","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","Cornwall","E06000052","Mixed","ONS 5","Boys","All/Boys/Girls","86","86"
"North East","County Durham","E06000047","Mixed","ONS 5","Boys","All/Boys/Girls","82","89"
"West Midlands","Coventry","E08000026","Mixed","ONS 5","Boys","All/Boys/Girls","71","87"
"London","Croydon","E09000008","Mixed","ONS 5","Boys","All/Boys/Girls","79","87"
"North West","Cumbria","E10000006","Mixed","ONS 5","Boys","All/Boys/Girls","77","89"
"North East","Darlington","E06000005","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"East Midlands","Derby","E06000015","Mixed","ONS 5","Boys","All/Boys/Girls","78","83"
"East Midlands","Derbyshire","E10000007","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","Devon","E10000008","Mixed","ONS 5","Boys","All/Boys/Girls","80","86"
"Yorkshire and The Humber","Doncaster","E08000017","Mixed","ONS 5","Boys","All/Boys/Girls","76","88"
"South West","Dorset","E10000009","Mixed","ONS 5","Boys","All/Boys/Girls","79","88"
"West Midlands","Dudley","E08000027","Mixed","ONS 5","Boys","All/Boys/Girls","79","89"
"London","Ealing","E09000009","Mixed","ONS 5","Boys","All/Boys/Girls","85","90"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Mixed","ONS 5","Boys","All/Boys/Girls","89","84"
"South East","East Sussex","E10000011","Mixed","ONS 5","Boys","All/Boys/Girls","85","88"
"London","Enfield","E09000010","Mixed","ONS 5","Boys","All/Boys/Girls","78","87"
"East","Essex","E10000012","Mixed","ONS 5","Boys","All/Boys/Girls","81","86"
"North East","Gateshead","E08000037","Mixed","ONS 5","Boys","All/Boys/Girls","79","79"
"South West","Gloucestershire","E10000013","Mixed","ONS 5","Boys","All/Boys/Girls","80","82"
"London","Greenwich","E09000011","Mixed","ONS 5","Boys","All/Boys/Girls","85","89"
"London","Hackney","E09000012","Mixed","ONS 5","Boys","All/Boys/Girls","87","89"
"North West","Halton","E06000006","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Hammersmith and Fulham","E09000013","Mixed","ONS 5","Boys","All/Boys/Girls","79","87"
"South East","Hampshire","E10000014","Mixed","ONS 5","Boys","All/Boys/Girls","82","88"
"London","Haringey","E09000014","Mixed","ONS 5","Boys","All/Boys/Girls","88","87"
"London","Harrow","E09000015","Mixed","ONS 5","Boys","All/Boys/Girls","86","88"
"North East","Hartlepool","E06000001","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Havering","E09000016","Mixed","ONS 5","Boys","All/Boys/Girls","88","91"
"West Midlands","Herefordshire, County of","E06000019","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"East","Hertfordshire","E10000015","Mixed","ONS 5","Boys","All/Boys/Girls","85","91"
"London","Hillingdon","E09000017","Mixed","ONS 5","Boys","All/Boys/Girls","79","85"
"London","Hounslow","E09000018","Mixed","ONS 5","Boys","All/Boys/Girls","87","90"
"South East","Isle of Wight","E06000046","Mixed","ONS 5","Boys","All/Boys/Girls","71","100"
"South West","Isles of Scilly","E06000053","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Islington","E09000019","Mixed","ONS 5","Boys","All/Boys/Girls","82","86"
"London","Kensington and Chelsea","E09000020","Mixed","ONS 5","Boys","All/Boys/Girls","85","93"
"South East","Kent","E10000016","Mixed","ONS 5","Boys","All/Boys/Girls","84","94"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Mixed","ONS 5","Boys","All/Boys/Girls","78","82"
"London","Kingston upon Thames","E09000021","Mixed","ONS 5","Boys","All/Boys/Girls","85","84"
"Yorkshire and The Humber","Kirklees","E08000034","Mixed","ONS 5","Boys","All/Boys/Girls","75","81"
"North West","Knowsley","E08000011","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Lambeth","E09000022","Mixed","ONS 5","Boys","All/Boys/Girls","85","89"
"North West","Lancashire","E10000017","Mixed","ONS 5","Boys","All/Boys/Girls","74","83"
"Yorkshire and The Humber","Leeds","E08000035","Mixed","ONS 5","Boys","All/Boys/Girls","70","72"
"East Midlands","Leicester","E06000016","Mixed","ONS 5","Boys","All/Boys/Girls","67","79"
"East Midlands","Leicestershire","E10000018","Mixed","ONS 5","Boys","All/Boys/Girls","88","83"
"London","Lewisham","E09000023","Mixed","ONS 5","Boys","All/Boys/Girls","86","88"
"East Midlands","Lincolnshire","E10000019","Mixed","ONS 5","Boys","All/Boys/Girls","85","87"
"North West","Liverpool","E08000012","Mixed","ONS 5","Boys","All/Boys/Girls","67","85"
"East","Luton","E06000032","Mixed","ONS 5","Boys","All/Boys/Girls","77","86"
"North West","Manchester","E08000003","Mixed","ONS 5","Boys","All/Boys/Girls","77","81"
"South East","Medway","E06000035","Mixed","ONS 5","Boys","All/Boys/Girls","89","84"
"London","Merton","E09000024","Mixed","ONS 5","Boys","All/Boys/Girls","82","89"
"North East","Middlesbrough","E06000002","Mixed","ONS 5","Boys","All/Boys/Girls","73","79"
"South East","Milton Keynes","E06000042","Mixed","ONS 5","Boys","All/Boys/Girls","81","88"
"North East","Newcastle upon Tyne","E08000021","Mixed","ONS 5","Boys","All/Boys/Girls","82","89"
"London","Newham","E09000025","Mixed","ONS 5","Boys","All/Boys/Girls","84","91"
"East","Norfolk","E10000020","Mixed","ONS 5","Boys","All/Boys/Girls","84","90"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"Yorkshire and The Humber","North Lincolnshire","E06000013","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","North Somerset","E06000024","Mixed","ONS 5","Boys","All/Boys/Girls","91","84"
"North East","North Tyneside","E08000022","Mixed","ONS 5","Boys","All/Boys/Girls","81","86"
"Yorkshire and The Humber","North Yorkshire","E10000023","Mixed","ONS 5","Boys","All/Boys/Girls","83","88"
"East Midlands","Northamptonshire","E10000021","Mixed","ONS 5","Boys","All/Boys/Girls","77","83"
"North East","Northumberland","E06000057","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"East Midlands","Nottingham","E06000018","Mixed","ONS 5","Boys","All/Boys/Girls","74","80"
"East Midlands","Nottinghamshire","E10000024","Mixed","ONS 5","Boys","All/Boys/Girls","85","83"
"North West","Oldham","E08000004","Mixed","ONS 5","Boys","All/Boys/Girls","79","78"
"South East","Oxfordshire","E10000025","Mixed","ONS 5","Boys","All/Boys/Girls","85","86"
"East","Peterborough","E06000031","Mixed","ONS 5","Boys","All/Boys/Girls","72","80"
"South West","Plymouth","E06000026","Mixed","ONS 5","Boys","All/Boys/Girls","78","73"
"South West","Poole","E06000029","Mixed","ONS 5","Boys","All/Boys/Girls","78","91"
"South East","Portsmouth","E06000044","Mixed","ONS 5","Boys","All/Boys/Girls","75","84"
"South East","Reading","E06000038","Mixed","ONS 5","Boys","All/Boys/Girls","73","79"
"London","Redbridge","E09000026","Mixed","ONS 5","Boys","All/Boys/Girls","80","82"
"North East","Redcar and Cleveland","E06000003","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Richmond upon Thames","E09000027","Mixed","ONS 5","Boys","All/Boys/Girls","85","92"
"North West","Rochdale","E08000005","Mixed","ONS 5","Boys","All/Boys/Girls","86","77"
"Yorkshire and The Humber","Rotherham","E08000018","Mixed","ONS 5","Boys","All/Boys/Girls","74","89"
"East Midlands","Rutland","E06000017","Mixed","ONS 5","Boys","All/Boys/Girls","100","!"
"North West","Salford","E08000006","Mixed","ONS 5","Boys","All/Boys/Girls","78","89"
"West Midlands","Sandwell","E08000028","Mixed","ONS 5","Boys","All/Boys/Girls","70","80"
"North West","Sefton","E08000014","Mixed","ONS 5","Boys","All/Boys/Girls","79","84"
"Yorkshire and The Humber","Sheffield","E08000019","Mixed","ONS 5","Boys","All/Boys/Girls","73","78"
"West Midlands","Shropshire","E06000051","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South East","Slough","E06000039","Mixed","ONS 5","Boys","All/Boys/Girls","76","90"
"West Midlands","Solihull","E08000029","Mixed","ONS 5","Boys","All/Boys/Girls","80","91"
"South West","Somerset","E10000027","Mixed","ONS 5","Boys","All/Boys/Girls","82","92"
"South West","South Gloucestershire","E06000025","Mixed","ONS 5","Boys","All/Boys/Girls","83","89"
"North East","South Tyneside","E08000023","Mixed","ONS 5","Boys","All/Boys/Girls","70","60"
"South East","Southampton","E06000045","Mixed","ONS 5","Boys","All/Boys/Girls","80","84"
"East","Southend-on-Sea","E06000033","Mixed","ONS 5","Boys","All/Boys/Girls","71","88"
"London","Southwark","E09000028","Mixed","ONS 5","Boys","All/Boys/Girls","78","85"
"North West","St. Helens","E08000013","Mixed","ONS 5","Boys","All/Boys/Girls","64","83"
"West Midlands","Staffordshire","E10000028","Mixed","ONS 5","Boys","All/Boys/Girls","81","91"
"North West","Stockport","E08000007","Mixed","ONS 5","Boys","All/Boys/Girls","79","91"
"North East","Stockton-on-Tees","E06000004","Mixed","ONS 5","Boys","All/Boys/Girls","82","83"
"West Midlands","Stoke-on-Trent","E06000021","Mixed","ONS 5","Boys","All/Boys/Girls","75","86"
"East","Suffolk","E10000029","Mixed","ONS 5","Boys","All/Boys/Girls","79","79"
"North East","Sunderland","E08000024","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South East","Surrey","E10000030","Mixed","ONS 5","Boys","All/Boys/Girls","81","91"
"London","Sutton","E09000029","Mixed","ONS 5","Boys","All/Boys/Girls","89","87"
"South West","Swindon","E06000030","Mixed","ONS 5","Boys","All/Boys/Girls","69","83"
"North West","Tameside","E08000008","Mixed","ONS 5","Boys","All/Boys/Girls","79","86"
"West Midlands","Telford and Wrekin","E06000020","Mixed","ONS 5","Boys","All/Boys/Girls","89","84"
"East","Thurrock","E06000034","Mixed","ONS 5","Boys","All/Boys/Girls","81","85"
"South West","Torbay","E06000027","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Tower Hamlets","E09000030","Mixed","ONS 5","Boys","All/Boys/Girls","74","89"
"North West","Trafford","E08000009","Mixed","ONS 5","Boys","All/Boys/Girls","81","83"
"Yorkshire and The Humber","Wakefield","E08000036","Mixed","ONS 5","Boys","All/Boys/Girls","76","84"
"West Midlands","Walsall","E08000030","Mixed","ONS 5","Boys","All/Boys/Girls","70","86"
"London","Waltham Forest","E09000031","Mixed","ONS 5","Boys","All/Boys/Girls","87","90"
"London","Wandsworth","E09000032","Mixed","ONS 5","Boys","All/Boys/Girls","84","81"
"North West","Warrington","E06000007","Mixed","ONS 5","Boys","All/Boys/Girls","89","90"
"West Midlands","Warwickshire","E10000031","Mixed","ONS 5","Boys","All/Boys/Girls","86","85"
"South East","West Berkshire","E06000037","Mixed","ONS 5","Boys","All/Boys/Girls","87","89"
"South East","West Sussex","E10000032","Mixed","ONS 5","Boys","All/Boys/Girls","79","79"
"London","Westminster","E09000033","Mixed","ONS 5","Boys","All/Boys/Girls","78","90"
"North West","Wigan","E08000010","Mixed","ONS 5","Boys","All/Boys/Girls","81","83"
"South West","Wiltshire","E06000054","Mixed","ONS 5","Boys","All/Boys/Girls","82","89"
"South East","Windsor and Maidenhead","E06000040","Mixed","ONS 5","Boys","All/Boys/Girls","86","83"
"North West","Wirral","E08000015","Mixed","ONS 5","Boys","All/Boys/Girls","!","!"
"South East","Wokingham","E06000041","Mixed","ONS 5","Boys","All/Boys/Girls","89","91"
"West Midlands","Wolverhampton","E08000031","Mixed","ONS 5","Boys","All/Boys/Girls","75","81"
"West Midlands","Worcestershire","E10000034","Mixed","ONS 5","Boys","All/Boys/Girls","81","89"
"Yorkshire and The Humber","York","E06000014","Mixed","ONS 5","Boys","All/Boys/Girls","82","89"
"London","Barking and Dagenham","E09000002","White","ONS 5","Boys","All/Boys/Girls","78","80"
"London","Barnet","E09000003","White","ONS 5","Boys","All/Boys/Girls","84","87"
"Yorkshire and The Humber","Barnsley","E08000016","White","ONS 5","Boys","All/Boys/Girls","77","84"
"South West","Bath and North East Somerset","E06000022","White","ONS 5","Boys","All/Boys/Girls","82","84"
"East","Bedford","E06000055","White","ONS 5","Boys","All/Boys/Girls","81","83"
"London","Bexley","E09000004","White","ONS 5","Boys","All/Boys/Girls","83","85"
"West Midlands","Birmingham","E08000025","White","ONS 5","Boys","All/Boys/Girls","72","79"
"North West","Blackburn with Darwen","E06000008","White","ONS 5","Boys","All/Boys/Girls","82","85"
"North West","Blackpool","E06000009","White","ONS 5","Boys","All/Boys/Girls","83","86"
"North West","Bolton","E08000001","White","ONS 5","Boys","All/Boys/Girls","78","84"
"South West","Bournemouth","E06000028","White","ONS 5","Boys","All/Boys/Girls","82","88"
"South East","Bracknell Forest","E06000036","White","ONS 5","Boys","All/Boys/Girls","85","85"
"Yorkshire and The Humber","Bradford","E08000032","White","ONS 5","Boys","All/Boys/Girls","74","80"
"London","Brent","E09000005","White","ONS 5","Boys","All/Boys/Girls","79","80"
"South East","Brighton and Hove","E06000043","White","ONS 5","Boys","All/Boys/Girls","85","88"
"South West","Bristol, City of","E06000023","White","ONS 5","Boys","All/Boys/Girls","80","85"
"London","Bromley","E09000006","White","ONS 5","Boys","All/Boys/Girls","84","89"
"South East","Buckinghamshire","E10000002","White","ONS 5","Boys","All/Boys/Girls","82","87"
"North West","Bury","E08000002","White","ONS 5","Boys","All/Boys/Girls","78","85"
"Yorkshire and The Humber","Calderdale","E08000033","White","ONS 5","Boys","All/Boys/Girls","76","81"
"East","Cambridgeshire","E10000003","White","ONS 5","Boys","All/Boys/Girls","81","84"
"London","Camden","E09000007","White","ONS 5","Boys","All/Boys/Girls","87","87"
"East","Central Bedfordshire","E06000056","White","ONS 5","Boys","All/Boys/Girls","83","87"
"North West","Cheshire East","E06000049","White","ONS 5","Boys","All/Boys/Girls","80","85"
"North West","Cheshire West and Chester","E06000050","White","ONS 5","Boys","All/Boys/Girls","80","84"
"London","City of London","E09000001","White","ONS 5","Boys","All/Boys/Girls","!","!"
"South West","Cornwall","E06000052","White","ONS 5","Boys","All/Boys/Girls","83","87"
"North East","County Durham","E06000047","White","ONS 5","Boys","All/Boys/Girls","82","87"
"West Midlands","Coventry","E08000026","White","ONS 5","Boys","All/Boys/Girls","75","78"
"London","Croydon","E09000008","White","ONS 5","Boys","All/Boys/Girls","82","85"
"North West","Cumbria","E10000006","White","ONS 5","Boys","All/Boys/Girls","81","86"
"North East","Darlington","E06000005","White","ONS 5","Boys","All/Boys/Girls","83","85"
"East Midlands","Derby","E06000015","White","ONS 5","Boys","All/Boys/Girls","71","78"
"East Midlands","Derbyshire","E10000007","White","ONS 5","Boys","All/Boys/Girls","85","87"
"South West","Devon","E10000008","White","ONS 5","Boys","All/Boys/Girls","80","85"
"Yorkshire and The Humber","Doncaster","E08000017","White","ONS 5","Boys","All/Boys/Girls","77","81"
"South West","Dorset","E10000009","White","ONS 5","Boys","All/Boys/Girls","80","83"
"West Midlands","Dudley","E08000027","White","ONS 5","Boys","All/Boys/Girls","78","86"
"London","Ealing","E09000009","White","ONS 5","Boys","All/Boys/Girls","79","84"
"Yorkshire and The Humber","East Riding of Yorkshire","E06000011","White","ONS 5","Boys","All/Boys/Girls","82","88"
"South East","East Sussex","E10000011","White","ONS 5","Boys","All/Boys/Girls","83","86"
"London","Enfield","E09000010","White","ONS 5","Boys","All/Boys/Girls","74","78"
"East","Essex","E10000012","White","ONS 5","Boys","All/Boys/Girls","81","85"
"North East","Gateshead","E08000037","White","ONS 5","Boys","All/Boys/Girls","81","87"
"South West","Gloucestershire","E10000013","White","ONS 5","Boys","All/Boys/Girls","81","84"
"London","Greenwich","E09000011","White","ONS 5","Boys","All/Boys/Girls","81","88"
"London","Hackney","E09000012","White","ONS 5","Boys","All/Boys/Girls","84","89"
"North West","Halton","E06000006","White","ONS 5","Boys","All/Boys/Girls","75","80"
"London","Hammersmith and Fulham","E09000013","White","ONS 5","Boys","All/Boys/Girls","87","89"
"South East","Hampshire","E10000014","White","ONS 5","Boys","All/Boys/Girls","87","90"
"London","Haringey","E09000014","White","ONS 5","Boys","All/Boys/Girls","82","85"
"London","Harrow","E09000015","White","ONS 5","Boys","All/Boys/Girls","73","87"
"North East","Hartlepool","E06000001","White","ONS 5","Boys","All/Boys/Girls","75","85"
"London","Havering","E09000016","White","ONS 5","Boys","All/Boys/Girls","85","88"
"West Midlands","Herefordshire, County of","E06000019","White","ONS 5","Boys","All/Boys/Girls","84","86"
"East","Hertfordshire","E10000015","White","ONS 5","Boys","All/Boys/Girls","84","87"
"London","Hillingdon","E09000017","White","ONS 5","Boys","All/Boys/Girls","78","84"
"London","Hounslow","E09000018","White","ONS 5","Boys","All/Boys/Girls","83","88"
"South East","Isle of Wight","E06000046","White","ONS 5","Boys","All/Boys/Girls","81","83"
"South West","Isles of Scilly","E06000053","White","ONS 5","Boys","All/Boys/Girls","!","!"
"London","Islington","E09000019","White","ONS 5","Boys","All/Boys/Girls","82","84"
"London","Kensington and Chelsea","E09000020","White","ONS 5","Boys","All/Boys/Girls","90","91"
"South East","Kent","E10000016","White","ONS 5","Boys","All/Boys/Girls","84","88"
"Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","White","ONS 5","Boys","All/Boys/Girls","75","81"
"London","Kingston upon Thames","E09000021","White","ONS 5","Boys","All/Boys/Girls","84","89"
"Yorkshire and The Humber","Kirklees","E08000034","White","ONS 5","Boys","All/Boys/Girls","81","84"
"North West","Knowsley","E08000011","White","ONS 5","Boys","All/Boys/Girls","73","80"
"London","Lambeth","E09000022","White","ONS 5","Boys","All/Boys/Girls","85","87"
"North West","Lancashire","E10000017","White","ONS 5","Boys","All/Boys/Girls","80","85"
"Yorkshire and The Humber","Leeds","E08000035","White","ONS 5","Boys","All/Boys/Girls","74","77"
"East Midlands","Leicester","E06000016","White","ONS 5","Boys","All/Boys/Girls","67","71"
"East Midlands","Leicestershire","E10000018","White","ONS 5","Boys","All/Boys/Girls","83","87"
"London","Lewisham","E09000023","White","ONS 5","Boys","All/Boys/Girls","86","89"
"East Midlands","Lincolnshire","E10000019","White","ONS 5","Boys","All/Boys/Girls","79","84"
"North West","Liverpool","E08000012","White","ONS 5","Boys","All/Boys/Girls","69","75"
"East","Luton","E06000032","White","ONS 5","Boys","All/Boys/Girls","77","78"
"North West","Manchester","E08000003","White","ONS 5","Boys","All/Boys/Girls","76","81"
"South East","Medway","E06000035","White","ONS 5","Boys","All/Boys/Girls","79","84"
"London","Merton","E09000024","White","ONS 5","Boys","All/Boys/Girls","83","86"
"North East","Middlesbrough","E06000002","White","ONS 5","Boys","All/Boys/Girls","74","79"
"South East","Milton Keynes","E06000042","White","ONS 5","Boys","All/Boys/Girls","79","85"
"North East","Newcastle upon Tyne","E08000021","White","ONS 5","Boys","All/Boys/Girls","80","86"
"London","Newham","E09000025","White","ONS 5","Boys","All/Boys/Girls","75","77"
"East","Norfolk","E10000020","White","ONS 5","Boys","All/Boys/Girls","83","87"
"Yorkshire and The Humber","North East Lincolnshire","E06000012","White","ONS 5","Boys","All/Boys/Girls","74","83"
"Yorkshire and The Humber","North Lincolnshire","E06000013","White","ONS 5","Boys","All/Boys/Girls","84","90"
"South West","North Somerset","E06000024","White","ONS 5","Boys","All/Boys/Girls","84","86"
"North East","North Tyneside","E08000022","White","ONS 5","Boys","All/Boys/Girls","81","85"
"Yorkshire and The Humber","North Yorkshire","E10000023","White","ONS 5","Boys","All/Boys/Girls","83","86"
"East Midlands","Northamptonshire","E10000021","White","ONS 5","Boys","All/Boys/Girls","79","84"
"North East","Northumberland","E06000057","White","ONS 5","Boys","All/Boys/Girls","84","90"
"East Midlands","Nottingham","E06000018","White","ONS 5","Boys","All/Boys/Girls","71","78"
"East Midlands","Nottinghamshire","E10000024","White","ONS 5","Boys","All/Boys/Girls","79","84"
"North West","Oldham","E08000004","White","ONS 5","Boys","All/Boys/Girls","74","81"
"South East","Oxfordshire","E10000025","White","ONS 5","Boys","All/Boys/Girls","82","86"
"East","Peterborough","E06000031","White","ONS 5","Boys","All/Boys/Girls","71","77"
"South West","Plymouth","E06000026","White","ONS 5","Boys","All/Boys/Girls","77","81"
"South West","Poole","E06000029","White","ONS 5","Boys","All/Boys/Girls","84","88"
"South East","Portsmouth","E06000044","White","ONS 5","Boys","All/Boys/Girls","80","85"
"South East","Reading","E06000038","White","ONS 5","Boys","All/Boys/Girls","73","81"
"London","Redbridge","E09000026","White","ONS 5","Boys","All/Boys/Girls","72","81"
"North East","Redcar and Cleveland","E06000003","White","ONS 5","Boys","All/Boys/Girls","79","86"
"London","Richmond upon Thames","E09000027","White","ONS 5","Boys","All/Boys/Girls","89","92"
"North West","Rochdale","E08000005","White","ONS 5","Boys","All/Boys/Girls","76","85"
"Yorkshire and The Humber","Rotherham","E08000018","White","ONS 5","Boys","All/Boys/Girls","77","83"
"East Midlands","Rutland","E06000017","White","ONS 5","Boys","All/Boys/Girls","85","87"
"North West","Salford","E08000006","White","ONS 5","Boys","All/Boys/Girls","81","85"
"West Midlands","Sandwell","E08000028","White","ONS 5","Boys","All/Boys/Girls","72","77"
"North West","Sefton","E08000014","White","ONS 5","Boys","All/Boys/Girls","79","84"
"Yorkshire and The Humber","Sheffield","E08000019","White","ONS 5","Boys","All/Boys/Girls","77","84"
"West Midlands","Shropshire","E06000051","White","ONS 5","Boys","All/Boys/Girls","82","86"
"South East","Slough","E06000039","White","ONS 5","Boys","All/Boys/Girls","74","78"
"West Midlands","Solihull","E08000029","White","ONS 5","Boys","All/Boys/Girls","81","87"
"South West","Somerset","E10000027","White","ONS 5","Boys","All/Boys/Girls","85","88"
"South West","South Gloucestershire","E06000025","White","ONS 5","Boys","All/Boys/Girls","85","88"
"North East","South Tyneside","E08000023","White","ONS 5","Boys","All/Boys/Girls","79","87"
"South East","Southampton","E06000045","White","ONS 5","Boys","All/Boys/Girls","78","83"
"East","Southend-on-Sea","E06000033","White","ONS 5","Boys","All/Boys/Girls","80","86"
"London","Southwark","E09000028","White","ONS 5","Boys","All/Boys/Girls","85","85"
"North West","St. Helens","E08000013","White","ONS 5","Boys","All/Boys/Girls","75","80"
"West Midlands","Staffordshire","E10000028","White","ONS 5","Boys","All/Boys/Girls","83","87"
"North West","Stockport","E08000007","White","ONS 5","Boys","All/Boys/Girls","83","85"
"North East","Stockton-on-Tees","E06000004","White","ONS 5","Boys","All/Boys/Girls","84","90"
"West Midlands","Stoke-on-Trent","E06000021","White","ONS 5","Boys","All/Boys/Girls","74","80"
"East","Suffolk","E10000029","White","ONS 5","Boys","All/Boys/Girls","79","83"
"North East","Sunderland","E08000024","White","ONS 5","Boys","All/Boys/Girls","81","88"
"South East","Surrey","E10000030","White","ONS 5","Boys","All/Boys/Girls","85","89"
"London","Sutton","E09000029","White","ONS 5","Boys","All/Boys/Girls","76","84"
"South West","Swindon","E06000030","White","ONS 5","Boys","All/Boys/Girls","76","80"
"North West","Tameside","E08000008","White","ONS 5","Boys","All/Boys/Girls","80","85"
"West Midlands","Telford and Wrekin","E06000020","White","ONS 5","Boys","All/Boys/Girls","81","86"
"East","Thurrock","E06000034","White","ONS 5","Boys","All/Boys/Girls","76","78"
"South West","Torbay","E06000027","White","ONS 5","Boys","All/Boys/Girls","79","83"
"London","Tower Hamlets","E09000030","White","ONS 5","Boys","All/Boys/Girls","77","81"
"North West","Trafford","E08000009","White","ONS 5","Boys","All/Boys/Girls","84","89"
"Yorkshire and The Humber","Wakefield","E08000036","White","ONS 5","Boys","All/Boys/Girls","77","84"
"West Midlands","Walsall","E08000030","White","ONS 5","Boys","All/Boys/Girls","76","82"
"London","Waltham Forest","E09000031","White","ONS 5","Boys","All/Boys/Girls","84","88"
"London","Wandsworth","E09000032","White","ONS 5","Boys","All/Boys/Girls","89","91"
"North West","Warrington","E06000007","White","ONS 5","Boys","All/Boys/Girls","84","87"
"West Midlands","Warwickshire","E10000031","White","ONS 5","Boys","All/Boys/Girls","81","87"
"South East","West Berkshire","E06000037","White","ONS 5","Boys","All/Boys/Girls","83","88"
"South East","West Sussex","E10000032","White","ONS 5","Boys","All/Boys/Girls","76","81"
"London","Westminster","E09000033","White","ONS 5","Boys","All/Boys/Girls","83","86"
"North West","Wigan","E08000010","White","ONS 5","Boys","All/Boys/Girls","78","85"
"South West","Wiltshire","E06000054","White","ONS 5","Boys","All/Boys/Girls","82","85"
"South East","Windsor and Maidenhead","E06000040","White","ONS 5","Boys","All/Boys/Girls","88","90"
"North West","Wirral","E08000015","White","ONS 5","Boys","All/Boys/Girls","77","85"
