"Title","Writing attainment for children aged 6 to 7 by ethnicity and area"
"Location","England"
"Time period","2016/17"
"Data source","Key stage 1 statistics"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","28/09/17"

"Standard Ethnicity","Local authority","%"
"Chinese","Cheshire East","!"
"Chinese","Cheshire West and Chester","50"
"Chinese","City of London","!"
"Chinese","Cornwall","!"
"Chinese","County Durham","75"
"Chinese","Coventry","75"
"Chinese","Croydon","83"
"Chinese","Cumbria","62"
"Chinese","Darlington","!"
"Chinese","Derby","69"
"Chinese","Derbyshire","75"
"Chinese","Devon","80"
"Chinese","Doncaster","!"
"Chinese","Dorset","!"
"Chinese","Dudley","71"
"Chinese","Ealing","77"
"Chinese","East Riding of Yorkshire","!"
"Chinese","East Sussex","86"
"Chinese","Enfield","!"
"Chinese","Essex","87"
"Chinese","Gateshead","!"
"Chinese","Gloucestershire","82"
"Chinese","Greenwich","90"
"Chinese","Hackney","79"
"Chinese","Halton","!"
"Chinese","Hammersmith and Fulham","100"
"Chinese","Hampshire","79"
"Chinese","Haringey","85"
"Chinese","Harrow","!"
"Chinese","Hartlepool","100"
"Chinese","Havering","100"
"Chinese","Herefordshire, County of","!"
"Chinese","Hertfordshire","86"
"Chinese","Hillingdon","67"
"Chinese","Hounslow","80"
"Chinese","Isle of Wight","!"
"Chinese","Isles of Scilly","!"
"Chinese","Islington","100"
"Chinese","Kensington and Chelsea","!"
"Chinese","Kent","91"
"Chinese","Kingston upon Hull, City of","!"
"Chinese","Kingston upon Thames","85"
"Chinese","Kirklees","54"
"Chinese","Knowsley","100"
"Chinese","Lambeth","!"
"Chinese","Lancashire","79"
"Chinese","Leeds","86"
"Chinese","Leicester","67"
"Chinese","Leicestershire","!"
"Chinese","Lewisham","79"
"Chinese","Lincolnshire","70"
"Chinese","Liverpool","72"
"Chinese","Luton","58"
"Chinese","Manchester","76"
"Chinese","Medway","!"
"Chinese","Merton","79"
"Chinese","Middlesbrough","!"
"Chinese","Milton Keynes","80"
"Chinese","Newcastle upon Tyne","78"
"Chinese","Newham","90"
"Chinese","Norfolk","82"
"Chinese","North East Lincolnshire","!"
"Chinese","North Lincolnshire","!"
"Chinese","North Somerset","38"
"Chinese","North Tyneside","!"
"Chinese","North Yorkshire","67"
"Chinese","Northamptonshire","82"
"Chinese","Northumberland","!"
"Chinese","Nottingham","!"
"Chinese","Nottinghamshire","75"
"Chinese","Oldham","100"
"Chinese","Oxfordshire","!"
"Chinese","Peterborough","79"
"Chinese","Plymouth","71"
"Chinese","Poole","!"
"Chinese","Portsmouth","!"
"Chinese","Reading","!"
"Chinese","Redbridge","90"
"Chinese","Redcar and Cleveland","N/A"
"Chinese","Richmond upon Thames","77"
"Chinese","Rochdale","!"
"Chinese","Rotherham","80"
"Chinese","Rutland","N/A"
"Chinese","Salford","!"
"Chinese","Sandwell","!"
"Chinese","Sefton","!"
"Chinese","Sheffield","78"
"Chinese","Shropshire","!"
"Chinese","Slough","!"
"Chinese","Solihull","!"
"Chinese","Somerset","70"
"Chinese","South Gloucestershire","!"
"Chinese","South Tyneside","!"
"Chinese","Southampton","74"
"Chinese","Southend-on-Sea","!"
"Chinese","Southwark","79"
"Chinese","St. Helens","67"
"Chinese","Staffordshire","84"
"Chinese","Stockport","68"
"Chinese","Stockton-on-Tees","!"
"Chinese","Stoke-on-Trent","73"
"Chinese","Suffolk","43"
"Chinese","Sunderland","!"
"Chinese","Surrey","75"
"Chinese","Sutton","92"
"Chinese","Swindon","!"
"Chinese","Tameside","65"
"Chinese","Telford and Wrekin","!"
"Chinese","Thurrock","100"
"Chinese","Torbay","!"
"Chinese","Tower Hamlets","!"
"Chinese","Trafford","85"
"Chinese","Wakefield","!"
"Chinese","Walsall","64"
"Chinese","Waltham Forest","85"
"Chinese","Wandsworth","83"
"Chinese","Warrington","!"
"Chinese","Warwickshire","!"
"Chinese","West Berkshire","100"
"Chinese","West Sussex","75"
"Chinese","Westminster","!"
"Chinese","Wigan","67"
"Chinese","Wiltshire","64"
"Chinese","Windsor and Maidenhead","100"
"Chinese","Wirral","!"
"Chinese","Wokingham","100"
"Chinese","Wolverhampton","!"
"Chinese","Worcestershire","!"
"Chinese","York","!"
"Mixed","Barking and Dagenham","69"
"Mixed","Barnet","72"
"Mixed","Barnsley","64"
"Mixed","Bath and North East Somerset","68"
"Mixed","Bedford","64"
"Mixed","Bexley","72"
"Mixed","Birmingham","66"
"Mixed","Blackburn with Darwen","74"
"Mixed","Blackpool","72"
"Mixed","Bolton","74"
"Mixed","Bournemouth","77"
"Mixed","Bracknell Forest","70"
"Mixed","Bradford","63"
"Mixed","Brent","70"
"Mixed","Brighton and Hove","66"
"Mixed","Bristol, City of","63"
"Mixed","Bromley","75"
"Mixed","Buckinghamshire","69"
"Mixed","Bury","63"
"Mixed","Calderdale","64"
"Mixed","Cambridgeshire","69"
"Mixed","Camden","73"
"Mixed","Central Bedfordshire","76"
"Mixed","Cheshire East","66"
"Mixed","Cheshire West and Chester","73"
"Mixed","City of London","!"
"Mixed","Cornwall","67"
"Mixed","County Durham","70"
"Mixed","Coventry","66"
"Mixed","Croydon","69"
"Mixed","Cumbria","68"
"Mixed","Darlington","78"
"Mixed","Derby","57"
"Mixed","Derbyshire","70"
"Mixed","Devon","76"
"Mixed","Doncaster","61"
"Mixed","Dorset","68"
"Mixed","Dudley","59"
"Mixed","Ealing","70"
"Mixed","East Riding of Yorkshire","76"
"Mixed","East Sussex","73"
"Mixed","Enfield","70"
"Mixed","Essex","73"
"Mixed","Gateshead","76"
"Mixed","Gloucestershire","69"
"Mixed","Greenwich","79"
"Mixed","Hackney","80"
"Mixed","Halton","55"
"Mixed","Hammersmith and Fulham","73"
"Mixed","Hampshire","81"
"Mixed","Haringey","80"
"Mixed","Harrow","77"
"Mixed","Hartlepool","77"
"Mixed","Havering","73"
"Mixed","Herefordshire, County of","74"
"Mixed","Hertfordshire","74"
"Mixed","Hillingdon","71"
"Mixed","Hounslow","76"
"Mixed","Isle of Wight","70"
"Mixed","Isles of Scilly","!"
"Mixed","Islington","73"
"Mixed","Kensington and Chelsea","76"
"Mixed","Kent","76"
"Mixed","Kingston upon Hull, City of","67"
"Mixed","Kingston upon Thames","71"
"Mixed","Kirklees","60"
"Mixed","Knowsley","52"
"Mixed","Lambeth","76"
"Mixed","Lancashire","68"
"Mixed","Leeds","57"
"Mixed","Leicester","68"
"Mixed","Leicestershire","70"
"Mixed","Lewisham","72"
"Mixed","Lincolnshire","65"
"Mixed","Liverpool","59"
"Mixed","Luton","64"
"Mixed","Manchester","65"
"Mixed","Medway","80"
"Mixed","Merton","71"
"Mixed","Middlesbrough","53"
"Mixed","Milton Keynes","73"
"Mixed","Newcastle upon Tyne","70"
"Mixed","Newham","74"
"Mixed","Norfolk","63"
"Mixed","North East Lincolnshire","78"
"Mixed","North Lincolnshire","88"
"Mixed","North Somerset","73"
"Mixed","North Tyneside","87"
"Mixed","North Yorkshire","70"
"Mixed","Northamptonshire","71"
"Mixed","Northumberland","78"
"Mixed","Nottingham","65"
"Mixed","Nottinghamshire","74"
"Mixed","Oldham","68"
"Mixed","Oxfordshire","64"
"Mixed","Peterborough","66"
"Mixed","Plymouth","72"
"Mixed","Poole","71"
"Mixed","Portsmouth","80"
"Mixed","Reading","71"
"Mixed","Redbridge","68"
"Mixed","Redcar and Cleveland","82"
"Mixed","Richmond upon Thames","75"
"Mixed","Rochdale","68"
"Mixed","Rotherham","64"
"Mixed","Rutland","100"
"Mixed","Salford","77"
"Mixed","Sandwell","66"
"Mixed","Sefton","59"
"Mixed","Sheffield","68"
"Mixed","Shropshire","73"
"Mixed","Slough","67"
"Mixed","Solihull","69"
"Mixed","Somerset","72"
"Mixed","South Gloucestershire","76"
"Mixed","South Tyneside","68"
"Mixed","Southampton","70"
"Mixed","Southend-on-Sea","68"
"Mixed","Southwark","73"
"Mixed","St. Helens","72"
"Mixed","Staffordshire","73"
"Mixed","Stockport","71"
"Mixed","Stockton-on-Tees","78"
"Mixed","Stoke-on-Trent","70"
"Mixed","Suffolk","66"
"Mixed","Sunderland","79"
"Mixed","Surrey","76"
"Mixed","Sutton","72"
"Mixed","Swindon","76"
"Mixed","Tameside","58"
"Mixed","Telford and Wrekin","77"
"Mixed","Thurrock","78"
"Mixed","Torbay","66"
"Mixed","Tower Hamlets","64"
"Mixed","Trafford","71"
"Mixed","Wakefield","77"
"Mixed","Walsall","65"
"Mixed","Waltham Forest","76"
"Mixed","Wandsworth","74"
"Mixed","Warrington","80"
"Mixed","Warwickshire","74"
"Mixed","West Berkshire","70"
"Mixed","West Sussex","66"
"Mixed","Westminster","71"
"Mixed","Wigan","79"
"Mixed","Wiltshire","64"
"Mixed","Windsor and Maidenhead","79"
"Mixed","Wirral","63"
"Mixed","Wokingham","73"
"Mixed","Wolverhampton","67"
"Mixed","Worcestershire","70"
"Mixed","York","81"
"White","Barking and Dagenham","62"
"White","Barnet","72"
"White","Barnsley","67"
"White","Bath and North East Somerset","69"
"White","Bedford","66"
"White","Bexley","72"
"White","Birmingham","62"
"White","Blackburn with Darwen","66"
"White","Blackpool","66"
"White","Bolton","66"
"White","Bournemouth","67"
"White","Bracknell Forest","65"
"White","Bradford","63"
"White","Brent","68"
"White","Brighton and Hove","70"
"White","Bristol, City of","66"
"White","Bromley","73"
"White","Buckinghamshire","70"
"White","Bury","68"
"White","Calderdale","62"
"White","Cambridgeshire","64"
"White","Camden","68"
"White","Central Bedfordshire","69"
"White","Cheshire East","68"
"White","Cheshire West and Chester","63"
"White","City of London","!"
"White","Cornwall","65"
"White","County Durham","72"
"White","Coventry","61"
"White","Croydon","67"
"White","Cumbria","64"
"White","Darlington","69"
"White","Derby","64"
"White","Derbyshire","68"
"White","Devon","69"
"White","Doncaster","66"
"White","Dorset","67"
"White","Dudley","64"
"White","Ealing","72"
"White","East Riding of Yorkshire","70"
"White","East Sussex","71"
"White","Enfield","61"
"White","Essex","69"
"White","Gateshead","71"
"White","Gloucestershire","66"
"White","Greenwich","71"
"White","Hackney","77"
"White","Halton","58"
"White","Hammersmith and Fulham","75"
"White","Hampshire","73"
"White","Haringey","73"
"White","Harrow","66"
"White","Hartlepool","69"
"White","Havering","69"
"White","Herefordshire, County of","72"
"White","Hertfordshire","70"
"White","Hillingdon","64"
"White","Hounslow","72"
"White","Isle of Wight","62"
"White","Isles of Scilly","!"
"White","Islington","71"
"White","Kensington and Chelsea","78"
"White","Kent","72"
"White","Kingston upon Hull, City of","66"
"White","Kingston upon Thames","68"
"White","Kirklees","65"
"White","Knowsley","63"
"White","Lambeth","75"
"White","Lancashire","68"
"White","Leeds","59"
"White","Leicester","56"
"White","Leicestershire","67"
"White","Lewisham","74"
"White","Lincolnshire","65"
"White","Liverpool","57"
"White","Luton","63"
"White","Manchester","65"
"White","Medway","72"
"White","Merton","67"
"White","Middlesbrough","63"
"White","Milton Keynes","66"
"White","Newcastle upon Tyne","69"
"White","Newham","68"
"White","Norfolk","67"
"White","North East Lincolnshire","68"
"White","North Lincolnshire","70"
"White","North Somerset","72"
"White","North Tyneside","73"
"White","North Yorkshire","68"
"White","Northamptonshire","68"
"White","Northumberland","74"
"White","Nottingham","61"
"White","Nottinghamshire","66"
"White","Oldham","64"
"White","Oxfordshire","66"
"White","Peterborough","62"
"White","Plymouth","65"
"White","Poole","72"
"White","Portsmouth","66"
"White","Reading","64"
"White","Redbridge","65"
"White","Redcar and Cleveland","73"
"White","Richmond upon Thames","72"
"White","Rochdale","64"
"White","Rotherham","69"
"White","Rutland","72"
"White","Salford","67"
"White","Sandwell","60"
"White","Sefton","66"
"White","Sheffield","69"
"White","Shropshire","65"
"White","Slough","64"
"White","Solihull","69"
"White","Somerset","70"
"White","South Gloucestershire","73"
"White","South Tyneside","71"
"White","Southampton","65"
"White","Southend-on-Sea","71"
"White","Southwark","73"
"White","St. Helens","64"
"White","Staffordshire","72"
"White","Stockport","70"
"White","Stockton-on-Tees","72"
"White","Stoke-on-Trent","64"
"White","Suffolk","66"
"White","Sunderland","71"
"White","Surrey","71"
"White","Sutton","68"
"White","Swindon","70"
"White","Tameside","65"
"White","Telford and Wrekin","69"
"White","Thurrock","68"
"White","Torbay","68"
"White","Tower Hamlets","66"
"White","Trafford","72"
"White","Wakefield","65"
"White","Walsall","60"
"White","Waltham Forest","74"
"White","Wandsworth","79"
"White","Warrington","71"
"White","Warwickshire","69"
"White","West Berkshire","68"
"White","West Sussex","60"
"White","Westminster","75"
"White","Wigan","69"
"White","Wiltshire","65"
"White","Windsor and Maidenhead","72"
"White","Wirral","66"
"White","Wokingham","72"
"White","Wolverhampton","63"
"White","Worcestershire","70"
"White","York","69"
