"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","Girls","68","%","3267"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","Girls","79","%","808"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","Girls","73","%","1396"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","Girls","77","%","2959"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","Girls","76","%","2007"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","Girls","76","%","1421"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","Girls","!","%","*"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","Girls","77","%","3914"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","Girls","73","%","1487"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","Girls","71","%","3836"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","Girls","75","%","716"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","Girls","74","%","958"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","Girls","76","%","931"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","Girls","70","%","2478"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","Girls","72","%","2839"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","Girls","68","%","968"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","Girls","70","%","2612"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","Girls","72","%","1643"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","Girls","81","%","1624"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","Girls","74","%","698"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","Girls","69","%","2048"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","Girls","76","%","1133"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","Girls","73","%","734"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","Girls","79","%","1200"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","Girls","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","Girls","71","%","900"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","Girls","73","%","2760"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","Girls","76","%","3091"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","Girls","78","%","1148"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","Girls","69","%","1603"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","Girls","79","%","4597"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","Girls","74","%","1420"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","Girls","69","%","3013"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","Girls","69","%","1627"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","Girls","71","%","2204"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","Girls","73","%","1641"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","Girls","79","%","937"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","Girls","72","%","1918"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","Girls","77","%","1284"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","Girls","69","%","1821"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","Girls","77","%","1337"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","Girls","76","%","3098"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","Girls","71","%","1405"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","Girls","71","%","7763"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","Girls","75","%","3050"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","Girls","72","%","2213"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","Girls","75","%","885"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","Girls","73","%","1804"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","Girls","71","%","1589"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","Girls","76","%","4562"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","Girls","68","%","7971"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","Girls","70","%","2125"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","Girls","76","%","1065"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","Girls","70","%","1788"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","Girls","67","%","2310"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Girls","75","%","1368"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Girls","71","%","1840"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","Girls","73","%","1351"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Girls","75","%","990"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","Girls","73","%","1828"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Girls","71","%","1887"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Girls","70","%","2620"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","Girls","66","%","4962"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Girls","73","%","1656"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Girls","73","%","3144"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","Girls","70","%","942"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","Girls","75","%","3090"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Girls","77","%","949"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","Girls","78","%","1024"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Girls","78","%","1735"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","Girls","76","%","934"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Girls","73","%","1641"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","Girls","72","%","2088"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Girls","63","%","1369"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Girls","71","%","1598"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Girls","75","%","1735"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","Girls","66","%","1394"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","Girls","71","%","3881"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","Girls","61","%","4760"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","Girls","79","%","978"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Girls","71","%","2964"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","Girls","75","%","1708"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","Girls","72","%","2648"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","Girls","75","%","3016"
"Percentage of pupils reaching the key stage 1 expected standard in writing","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","Girls","74","%","3955"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","All","83","%","431"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","All","65","%","571"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","All","66","%","364"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","All","82","%","88"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","All","76","%","1116"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","All","69","%","141"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","All","66","%","310"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","All","63","%","551"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","All","83","%","75"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","All","64","%","1407"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","All","80","%","113"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","All","80","%","124"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","All","78","%","367"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","All","81","%","1162"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","All","65","%","1478"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","All","78","%","153"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","All","69","%","334"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","All","80","%","113"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","All","80","%","127"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","All","76","%","107"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","All","75","%","106"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","All","68","%","290"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottingham","E06000018","All","67","%","603"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derby","E06000015","All","67","%","610"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","All","75","%","569"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Derbyshire","E10000007","All","70","%","94"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Lincolnshire","E10000019","All","90","%","70"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicester","E06000016","All","71","%","1873"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Rutland","E06000017","All","!","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Northamptonshire","E10000021","All","73","%","411"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Nottinghamshire","E10000024","All","71","%","279"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","All","66","%","1871"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","All","64","%","628"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","All","60","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","All","86","%","57"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","All","77","%","94"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicestershire","E10000018","All","79","%","577"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","All","64","%","655"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","All","74","%","413"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","All","84","%","388"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","All","74","%","2117"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","All","80","%","1548"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Southwark","E09000028","All","72","%","188"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","All","79","%","2143"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","All","79","%","175"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","All","80","%","297"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","All","82","%","1065"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","All","82","%","792"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","All","77","%","758"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","All","79","%","462"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","All","75","%","1120"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","All","80","%","1452"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","All","79","%","1081"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","All","77","%","859"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","All","81","%","225"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","All","77","%","2254"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","All","64","%","337"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","All","82","%","186"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","All","74","%","228"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","All","!","%","*"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","All","65","%","26"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","All","80","%","363"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","All","78","%","414"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","All","90","%","211"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","All","83","%","208"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","All","89","%","211"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","All","70","%","305"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","All","76","%","2249"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","All","73","%","91"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","All","81","%","36"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","All","67","%","212"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","All","77","%","199"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","All","72","%","180"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","All","71","%","156"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","All","80","%","412"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","All","80","%","443"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","All","79","%","258"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","All","75","%","251"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","All","79","%","805"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","All","75","%","501"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","All","81","%","175"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","All","74","%","2083"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","All","84","%","189"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","All","76","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","All","79","%","324"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","All","72","%","2069"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","All","78","%","1115"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","All","71","%","1091"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","All","69","%","1276"
