"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","All","78","%","40"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","All","82","%","34"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","All","!","%","3"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","All","!","%","18"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","All","79","%","34"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","All","65","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","All","65","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","All","67","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","All","!","%","18"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","All","69","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","All","55","%","11"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","All","76","%","42"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","All","67","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","All","63","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","All","85","%","48"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","All","100","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","All","76","%","95"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","All","70","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","All","60","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","All","!","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","All","50","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","All","76","%","34"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","All","!","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","All","80","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","All","81","%","110"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","All","!","%","9"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","All","!","%","0"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","All","48","%","21"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","All","72","%","88"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","All","40","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","All","100","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","All","62","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","All","!","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","All","71","%","21"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","All","!","%","6"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","All","!","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","All","!","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","All","50","%","6"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","All","!","%","9"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","All","61","%","85"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","All","100","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","All","!","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","All","68","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","All","100","%","3"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","All","58","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","All","76","%","25"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","All","!","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","All","!","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","All","81","%","21"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","All","!","%","0"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","All","81","%","48"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","All","91","%","45"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","All","79","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","All","!","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","All","79","%","61"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","All","!","%","6"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","All","100","%","6"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","All","100","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","All","78","%","27"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","All","!","%","23"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","All","100","%","28"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","All","74","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","All","!","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","All","69","%","26"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","All","!","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","All","80","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","All","80","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","All","86","%","21"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","All","75","%","65"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","All","100","%","9"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","All","!","%","22"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","All","84","%","43"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","All","!","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","All","82","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","All","75","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","All","!","%","6"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","All","82","%","34"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","All","81","%","58"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","All","100","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","All","!","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","All","77","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","All","!","%","*"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","All","100","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","All","84","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","All","67","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","All","64","%","11"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","All","38","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","All","80","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","All","79","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","All","71","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","All","70","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","All","75","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","All","73","%","11"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","All","82","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","All","77","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","All","!","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","All","!","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","All","85","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","All","!","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","All","81","%","16"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","All","74","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","All","63","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","All","64","%","11"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","All","!","%","9"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","All","!","%","6"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","All","75","%","24"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","All","50","%","20"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","All","!","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","All","71","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","All","73","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","All","!","%","16"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","All","!","%","!"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","All","84","%","19"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","All","57","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","All","75","%","28"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","All","82","%","103"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","All","!","%","21"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","All","58","%","24"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","All","!","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","All","84","%","31"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","All","!","%","18"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","All","100","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","All","82","%","125"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","All","70","%","10"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","All","73","%","15"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","All","67","%","18"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","All","71","%","24"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","All","!","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","All","57","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","All","79","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","All","!","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","All","100","%","4"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","All","!","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","All","!","%","16"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","All","100","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","All","64","%","11"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","All","67","%","12"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","All","79","%","14"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","All","54","%","13"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","All","100","%","8"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","All","82","%","44"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","All","86","%","65"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","All","60","%","68"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","All","!","%","x"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","All","100","%","3"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","All","78","%","54"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","All","76","%","17"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","All","!","%","0"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","All","!","%","7"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","All","!","%","5"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","All","63","%","19"
