"Title","EBacc achievement by ethnicity and area "
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","43","224"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","58","115"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","30","155"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","29","230"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","44","135"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","50","201"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","24","227"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","27","49"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","28","181"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","35","312"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","22","166"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","30","350"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","19","27"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","40","536"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","31","125"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","25","187"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","22","288"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","24","54"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","18","98"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","24","112"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","14","95"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","36","473"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","33","75"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","26","258"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","34","99"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","26","89"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","28","74"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","37","73"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","19","209"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","22","99"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","26","95"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","23","80"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","28","195"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","36","66"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","33","43"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","32","47"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","24","100"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","17","109"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","20","60"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","35","40"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","34","115"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","42","33"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","19","21"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","46","35"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","21","14"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","17","172"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","33","249"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","37","38"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","38","42"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","29","21"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","33","57"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","29","106"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","36","90"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","35","735"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Blackpool","Local Authority","E06000009","All pupils","All pupils","21","19"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bolton","Local Authority","E08000001","All pupils","All pupils","38","611"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bury","Local Authority","E08000002","All pupils","All pupils","30","244"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Cheshire East","Local Authority","E06000049","All pupils","All pupils","21","62"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","30","37"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Cumbria","Local Authority","E10000006","All pupils","All pupils","32","31"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Halton","Local Authority","E06000006","All pupils","All pupils","!","!"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Knowsley","Local Authority","E08000011","All pupils","All pupils","!","!"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Lancashire","Local Authority","E10000017","All pupils","All pupils","24","1147"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Liverpool","Local Authority","E08000012","All pupils","All pupils","41","132"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Manchester","Local Authority","E08000003","All pupils","All pupils","28","974"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Oldham","Local Authority","E08000004","All pupils","All pupils","14","822"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Rochdale","Local Authority","E08000005","All pupils","All pupils","21","551"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Salford","Local Authority","E08000006","All pupils","All pupils","37","38"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Sefton","Local Authority","E08000014","All pupils","All pupils","48","23"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","St. Helens","Local Authority","E08000013","All pupils","All pupils","43","14"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Stockport","Local Authority","E08000007","All pupils","All pupils","34","168"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Tameside","Local Authority","E08000008","All pupils","All pupils","25","253"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Trafford","Local Authority","E08000009","All pupils","All pupils","39","327"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Warrington","Local Authority","E06000007","All pupils","All pupils","35","49"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wigan","Local Authority","E08000010","All pupils","All pupils","20","30"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wirral","Local Authority","E08000015","All pupils","All pupils","59","64"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Barnsley","Local Authority","E08000016","All pupils","All pupils","!","6"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bradford","Local Authority","E08000032","All pupils","All pupils","16","2482"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Calderdale","Local Authority","E08000033","All pupils","All pupils","21","375"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Doncaster","Local Authority","E08000017","All pupils","All pupils","17","77"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","42","12"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","47","17"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Kirklees","Local Authority","E08000034","All pupils","All pupils","23","1139"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Leeds","Local Authority","E08000035","All pupils","All pupils","22","849"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","!","10"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","36","62"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","37","93"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Rotherham","Local Authority","E08000018","All pupils","All pupils","15","231"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Sheffield","Local Authority","E08000019","All pupils","All pupils","19","501"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wakefield","Local Authority","E08000036","All pupils","All pupils","27","116"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","York","Local Authority","E06000014","All pupils","All pupils","64","11"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Derby","Local Authority","E06000015","All pupils","All pupils","27","482"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Derbyshire","Local Authority","E10000007","All pupils","All pupils","21","75"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Leicester","Local Authority","E06000016","All pupils","All pupils","27","1631"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Leicestershire","Local Authority","E10000018","All pupils","All pupils","33","505"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","!","76"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","34","326"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Nottingham","Local Authority","E06000018","All pupils","All pupils","25","438"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","41","180"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Rutland","Local Authority","E06000017","All pupils","All pupils","!","4"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Birmingham","Local Authority","E08000025","All pupils","All pupils","25","4580"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Coventry","Local Authority","E08000026","All pupils","All pupils","31","660"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Dudley","Local Authority","E08000027","All pupils","All pupils","21","298"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","!","5"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Sandwell","Local Authority","E08000028","All pupils","All pupils","19","934"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Shropshire","Local Authority","E06000051","All pupils","All pupils","!","19"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Solihull","Local Authority","E08000029","All pupils","All pupils","35","278"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Staffordshire","Local Authority","E10000028","All pupils","All pupils","22","254"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","19","301"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","30","117"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Walsall","Local Authority","E08000030","All pupils","All pupils","32","628"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Warwickshire","Local Authority","E10000031","All pupils","All pupils","39","263"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","28","530"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Worcestershire","Local Authority","E10000034","All pupils","All pupils","18","142"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bedford","Local Authority","E06000055","All pupils","All pupils","15","273"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","34","190"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","39","46"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Essex","Local Authority","E10000012","All pupils","All pupils","58","337"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","43","849"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Luton","Local Authority","E06000032","All pupils","All pupils","24","967"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Norfolk","Local Authority","E10000020","All pupils","All pupils","40","88"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Peterborough","Local Authority","E06000031","All pupils","All pupils","25","367"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","62","135"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Suffolk","Local Authority","E10000029","All pupils","All pupils","34","102"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Thurrock","Local Authority","E06000034","All pupils","All pupils","45","65"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Camden","Local Authority","E09000007","All pupils","All pupils","26","272"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hackney","Local Authority","E09000012","All pupils","All pupils","38","272"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","40","116"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Haringey","Local Authority","E09000014","All pupils","All pupils","37","127"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Islington","Local Authority","E09000019","All pupils","All pupils","29","170"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","46","26"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Lambeth","Local Authority","E09000022","All pupils","All pupils","28","79"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Lewisham","Local Authority","E09000023","All pupils","All pupils","30","129"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Newham","Local Authority","E09000025","All pupils","All pupils","38","1601"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Southwark","Local Authority","E09000028","All pupils","All pupils","45","124"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","31","1685"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wandsworth","Local Authority","E09000032","All pupils","All pupils","40","333"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Westminster","Local Authority","E09000033","All pupils","All pupils","33","199"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","30","398"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Barnet","Local Authority","E09000003","All pupils","All pupils","63","512"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bexley","Local Authority","E09000004","All pupils","All pupils","48","207"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Brent","Local Authority","E09000005","All pupils","All pupils","40","900"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bromley","Local Authority","E09000006","All pupils","All pupils","59","167"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Croydon","Local Authority","E09000008","All pupils","All pupils","34","453"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Ealing","Local Authority","E09000009","All pupils","All pupils","34","747"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Enfield","Local Authority","E09000010","All pupils","All pupils","53","313"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Greenwich","Local Authority","E09000011","All pupils","All pupils","41","207"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Harrow","Local Authority","E09000015","All pupils","All pupils","39","900"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Havering","Local Authority","E09000016","All pupils","All pupils","38","117"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hillingdon","Local Authority","E09000017","All pupils","All pupils","37","751"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hounslow","Local Authority","E09000018","All pupils","All pupils","44","696"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","63","343"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Merton","Local Authority","E09000024","All pupils","All pupils","35","222"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Redbridge","Local Authority","E09000026","All pupils","All pupils","40","1623"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","43","96"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Sutton","Local Authority","E09000029","All pupils","All pupils","75","524"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","29","635"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","!","41"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","24","82"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","37","855"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","East Sussex","Local Authority","E10000011","All pupils","All pupils","37","60"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Hampshire","Local Authority","E10000014","All pupils","All pupils","36","333"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","!","12"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Kent","Local Authority","E10000016","All pupils","All pupils","54","526"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Medway","Local Authority","E06000035","All pupils","All pupils","46","157"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","35","204"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","24","317"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Portsmouth","Local Authority","E06000044","All pupils","All pupils","31","95"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Reading","Local Authority","E06000038","All pupils","All pupils","41","221"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Slough","Local Authority","E06000039","All pupils","All pupils","35","798"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Southampton","Local Authority","E06000045","All pupils","All pupils","36","176"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Surrey","Local Authority","E10000030","All pupils","All pupils","36","602"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","West Berkshire","Local Authority","E06000037","All pupils","All pupils","44","50"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","West Sussex","Local Authority","E10000032","All pupils","All pupils","35","330"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","33","191"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wokingham","Local Authority","E06000041","All pupils","All pupils","30","166"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","25","24"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bournemouth","Local Authority","E06000028","All pupils","All pupils","53","40"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","21","253"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Cornwall","Local Authority","E06000052","All pupils","All pupils","19","21"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Devon","Local Authority","E10000008","All pupils","All pupils","42","26"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Dorset","Local Authority","E10000009","All pupils","All pupils","24","46"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","54","146"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils",".","0"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","North Somerset","Local Authority","E06000024","All pupils","All pupils","25","32"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Plymouth","Local Authority","E06000026","All pupils","All pupils","56","25"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Poole","Local Authority","E06000029","All pupils","All pupils","58","31"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Somerset","Local Authority","E10000027","All pupils","All pupils","34","50"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","27","67"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Swindon","Local Authority","E06000030","All pupils","All pupils","27","195"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Torbay","Local Authority","E06000027","All pupils","All pupils","42","12"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","Wiltshire","Local Authority","E06000054","All pupils","All pupils","23","70"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","County Durham","Local Authority","E06000047","All pupils","All pupils","50","6"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Darlington","Local Authority","E06000005","All pupils","All pupils","!","!"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Gateshead","Local Authority","E08000037","All pupils","All pupils","21","14"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Hartlepool","Local Authority","E06000001","All pupils","All pupils","!","5"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","!","15"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","23","80"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","North Tyneside","Local Authority","E08000022","All pupils","All pupils","46","11"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Northumberland","Local Authority","E06000057","All pupils","All pupils","!","!"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","!","3"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","South Tyneside","Local Authority","E08000023","All pupils","All pupils","!","8"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","!","!"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","Sunderland","Local Authority","E08000024","All pupils","All pupils","38","16"
